,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31
current-ratio,6.458,5.5912,8.1337,6.5037,6.7871,8.5751,11.8898,13.6452,7.2764,7.9338,8.2128,9.8079,11.9136,18.3384,19.0975,21.0985,12.224,13.5134,24.2242,16.8749,12.9457,11.0076,4.0326,0.1012,,,,,
long-term-debt-capital,0.1504,0.1279,0.1142,,,,,,,,0.0055,0.0105,0.0139,0.0167,0.0186,0.0207,0.0416,0.0448,0.0031,0.0034,0.005,0.0035,0.0051,-0.0851,,,,,
debt-equity-ratio,0.1989,0.1635,0.1426,,,,0.0042,0.007,0.0192,0.0223,0.0251,0.0302,0.0308,0.0323,0.0327,0.0335,0.0646,0.0664,0.0051,0.0201,0.0516,0.0592,0.1754,-0.7594,,,,,
gross-margin,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,103.5599,100.0,100.0,100.0,,
operating-margin,-92478.25,,-13175.18,-7871.311,-1424.259,-5090.233,-18477.72,-96700.05,-40954.66,-35788.0,-36117.33,-35551.99,-23630.67,-32112.0,-26325.33,-29047.99,-25024.0,-22117.33,-20233.33,-18462.67,-18433.33,-17189.33,-7269.62,-2896.764,-5232.911,-15130.67,-12902.67,,
ebit-margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-tax-profit-margin,-90019.55,,-12699.28,-7708.398,-1390.093,-4967.93,-18153.88,-97043.27,-40868.0,-35832.0,-36208.0,-35736.0,-23970.66,-32802.66,-26517.33,-29458.65,-25566.66,-22406.67,-20536.0,-18949.35,-18636.0,-17736.0,-13560.76,-3265.373,-5622.151,-15772.0,-28876.0,,
net-profit-margin,-90019.57,,-12699.28,-8323.153,-1390.093,-4967.93,-18153.88,-97043.27,-40868.0,-35832.0,-36208.0,-35735.99,-23970.67,-32802.66,-26517.33,-29458.66,-25566.66,-22406.67,-20536.0,-18949.34,-18636.0,-17736.0,-13560.76,-4526.538,-8096.835,-21000.0,6954.666,,
asset-turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receiveable-turnover,0.0092,,,0.0181,,,,0.7708,,,,,,,,,,,,,,,,,,,,,
days-sales-in-receivables,9782.608,,,4979.507,,,,116.7568,,,,,,,,,,,,,,,,,,,,,
roe,-27.3722,-19.8311,-15.9672,-27.8921,-18.031,-16.2398,-14.806,-13.3557,-21.5767,-16.858,-15.1989,-15.1363,-8.957,-11.4016,-8.3968,-8.7241,-13.4698,-11.2906,-9.4226,-8.0581,-7.438,-6.701,-27.2294,8.8779,,,,,
return-on-tangible-equity,-27.3722,-19.8311,-15.9672,-27.8921,-18.031,-16.2398,-14.806,-13.3557,-21.5767,-16.858,-15.1989,-15.1363,-8.957,-11.4016,-8.3968,-8.7241,-13.4698,-11.2906,-9.4226,-8.0581,-7.438,-6.701,-27.2294,41.6689,,,,,
roa,-15.5783,-12.6364,-10.8804,-17.9445,-14.0888,-13.1521,-12.3032,-12.1428,-18.1171,-14.3653,-12.9651,-13.1151,-7.9248,-10.3802,-7.6788,-8.0102,-11.5851,-9.8151,-8.765,-7.384,-6.6901,-5.9566,-20.0408,-61.7664,,,,,
roi,-23.2558,-17.2939,-14.1431,-27.8921,-18.031,-16.2398,-14.806,-13.3557,-21.5767,-16.858,-15.1157,-14.978,-8.8322,-11.2115,-8.2407,-8.5438,-12.9097,-10.7853,-9.3931,-8.0309,-7.401,-6.6773,-27.0917,45.2142,,,,,
book-value-per-share,3.4298,4.2748,5.0245,3.9384,4.9226,5.6844,6.4404,7.3624,4.5921,5.2411,5.9302,6.1807,7.0389,7.5761,8.3191,8.9526,5.8551,6.2157,6.8264,7.4186,7.9228,8.4497,4.2185,-128.6092,,,,,
operating-cash-flow-per-share,-1.6773,-0.9409,-0.2744,-2.882,-2.0155,-1.3205,-0.31,-3.1674,-2.2116,-1.5274,-0.7356,-2.1279,-1.6463,-1.1396,-0.5599,-2.2871,-1.6509,-1.0817,-0.5535,-2.8401,-1.9695,-1.7161,-1.9028,-160.7744,-147.6452,-130.4591,-10.3551,,
free-cash-flow-per-share,-1.7453,-0.9746,-0.3004,-3.0326,-2.1211,-1.3811,-0.3393,-3.2513,-2.2789,-1.578,-0.7459,-2.1873,-1.6872,-1.1749,-0.5845,-2.4238,-1.7709,-1.1789,-0.63,-3.1997,-2.2029,-1.8925,-1.9916,-182.5589,-159.3243,-141.5337,-10.8663,,
