,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31
current-ratio,2.3541,2.5326,8.6031,10.541,5.6654,5.9805,6.2393,7.3477,2.7737,,,,,
long-term-debt-capital,0.1967,0.1937,0.2089,0.2056,0.3832,0.3756,0.3613,0.3479,0.8963,,,,,
debt-equity-ratio,0.5948,0.5825,0.2655,0.2603,0.6242,0.6043,0.5683,0.5359,8.6756,,,,,
gross-margin,76.6246,74.8297,72.7006,72.1719,75.708,74.7496,73.7473,75.61,76.695,73.818,75.9578,,70.6167,
operating-margin,-7.419,-9.8352,-18.5385,-12.8089,-7.4084,-14.0612,-36.3403,-35.973,-6.1091,-5.7363,-8.5741,,-5.1603,
ebit-margin,,,,,,,,,,,,,,
pre-tax-profit-margin,-13.8691,-13.511,-20.6059,-16.9412,-11.7889,-17.855,-41.3428,-41.4691,-12.4202,-10.727,-13.1633,,-8.3374,
net-profit-margin,-12.8423,-14.3846,-20.6059,-16.9412,-11.7889,-17.855,-41.3428,-129.0814,-24.4121,-23.0469,-27.771,,-23.7297,
asset-turnover,0.1352,0.1202,0.1309,0.1299,0.2058,0.1937,0.15,0.1419,0.3012,,,,,
inventory-turnover,0.1404,0.1394,0.1425,0.1577,0.1442,0.1534,0.1443,0.1461,0.1565,,,,,
receiveable-turnover,1.4627,1.2154,1.4235,1.6188,1.673,1.5456,1.7686,2.0848,2.1764,,,,,
days-sales-in-receivables,61.5301,74.0473,63.226,55.5951,53.7952,58.2311,50.8864,43.1701,41.3527,,,,,
roe,-3.3413,-2.7917,-3.7727,-3.0196,-4.584,-6.4008,-11.1722,-10.199,2.1204,,,,,
return-on-tangible-equity,-4.5715,-3.8134,-3.8746,-3.1024,-4.8536,-6.778,-11.8092,-10.7296,-208.2657,,,,,
roa,-1.8752,-1.6238,-2.6963,-2.2015,-2.4259,-3.4582,-6.2002,-5.8857,-3.7412,,,,,
roi,-2.6839,-2.2509,-2.9847,-2.3987,-2.8274,-3.9967,-7.1354,-6.6507,-5.0119,,,,,
book-value-per-share,5.753,5.8961,5.4522,5.622,3.1765,3.2885,3.5043,3.7629,1.2785,,,,,
operating-cash-flow-per-share,-0.7407,-0.7206,-0.2416,-1.24,-1.0182,-0.9302,-0.4168,-1.7966,-2.1963,-2.4236,-0.0029,,-1.3968,
free-cash-flow-per-share,-1.4604,-1.3097,-0.587,-1.658,-1.4389,-1.2623,-0.6463,-3.0929,-4.4236,-4.0515,-0.7666,,-2.8974,
