,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
current-ratio,2.9203,2.7567,2.8555,2.9521,3.205,3.5198,2.5256,2.3563,4.4947,3.464,3.0248,4.0062,3.1715,3.297,3.1575,3.1518,3.6079,3.9052,4.1162,4.2001,4.3235,4.4456,4.6199,4.3654,4.1756,4.3693,4.2263,4.2369,4.3843,4.2524,4.3958,4.4396,4.5611,4.2013,2.6035,2.2038,3.7612,4.5263,2.3423,2.3312,1.8382,1.9519,2.7982,2.8463,1.5548,2.0058,1.5431,1.7735,2.0212,1.9499,0.8395,0.8093,0.8592,1.9932,4.5162,8.5004,8.0409,6.9793,6.616
long-term-debt-capital,0.5167,0.4965,0.4879,0.4919,0.51,0.5239,0.6396,0.6492,0.558,0.4923,0.4989,0.442,0.4445,0.4626,0.4784,0.4823,0.4961,0.4749,0.4705,0.4707,0.4752,0.4779,0.4808,0.3705,0.5219,0.5126,0.5056,0.5009,0.4957,0.5043,0.507,0.5193,0.5192,0.4857,0.3576,0.371,0.4374,0.4468,0.3921,0.4097,0.4165,0.4315,0.5354,0.5524,0.5065,0.5045,0.5332,0.5589,0.5686,0.5962,,0.0017,0.0158,0.2746,0.2766,0.29,0.278,0.2879,0.274
debt-equity-ratio,1.1132,1.0297,0.9769,0.987,1.0492,1.1003,1.8349,1.9133,1.2828,0.9837,1.0029,0.792,0.8352,0.8877,0.9403,0.9508,0.9995,0.9191,0.8967,0.8945,0.9081,0.9155,0.9261,0.5886,1.0914,1.0516,1.0225,1.0034,0.983,1.0172,1.0286,1.0804,1.0799,0.9446,0.6882,0.8066,0.7934,0.8078,0.8141,0.8665,0.9327,1.1325,1.4196,1.5027,1.648,1.3885,1.971,1.7278,1.797,2.0131,0.72,0.743,0.6779,0.5836,0.4341,0.4085,0.3851,0.4043,0.3774
gross-margin,62.3746,62.5511,64.1603,61.7902,60.8464,62.4334,59.611,59.8019,63.5062,64.9147,66.5225,66.5882,64.3158,64.0747,64.1961,62.68,61.9781,64.6166,62.8601,60.9311,62.5887,62.4052,61.6928,55.3491,61.656,60.1896,59.5163,61.7921,62.1352,62.7568,61.9364,59.3461,61.0995,62.3243,64.1402,63.2697,62.9267,63.9049,63.3904,65.1581,63.4207,63.9131,63.872,58.5888,61.4933,65.1801,60.1226,60.4009,62.3279,60.8153,60.5168,58.9733,59.2283,58.677,63.7817,60.753,61.9321,60.5635,62.7941
operating-margin,-5.4306,11.9796,8.9822,8.8982,6.4717,7.5464,7.1633,1.9582,3.8166,6.0195,3.8506,15.946,12.022,8.9756,9.3339,9.9553,4.4149,11.4472,10.4871,19.3868,8.6608,5.3564,4.0631,77.5898,-14.6033,2.703,-1.1136,8.6545,9.3943,8.5745,8.9033,3.8075,9.0467,4.138,11.5289,12.4466,14.6318,13.7624,13.1113,15.1733,13.8258,14.4245,13.8254,9.2002,-13.7049,20.7319,13.1634,9.8665,13.5807,12.5365,13.4136,16.0678,10.128,13.1421,17.6625,20.4346,23.2094,17.4023,19.6783
ebit-margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-tax-profit-margin,-7.2565,9.4835,6.9012,6.3958,3.0132,3.4766,2.5574,-1.2471,1.1602,2.8359,1.8346,13.8752,9.9843,5.9938,6.3332,8.0905,2.3687,8.4675,8.7837,15.3472,5.5472,3.1061,1.8483,77.1573,-17.2017,0.2788,-4.0178,7.7465,6.7859,5.5046,4.8898,0.1847,5.5825,1.0335,8.1932,10.0137,11.9325,11.8111,11.1808,12.3563,10.5313,10.4897,9.2867,9.9423,-17.8749,10.6982,9.0784,1.7203,11.6032,10.8046,11.1833,14.09,5.1969,11.566,16.851,20.3182,22.6368,16.7488,19.5781
net-profit-margin,-7.2831,7.7509,9.1067,6.5581,3.634,3.1066,3.0783,12.0333,1.1329,3.84,2.4722,11.0481,8.0469,5.1161,5.6675,6.2116,-14.0838,2.3501,4.1396,11.2355,4.965,2.0856,1.0258,16.9204,-14.223,0.7395,-3.0653,5.9627,6.2884,4.051,3.4116,2.2405,5.5607,0.3616,6.345,9.6876,8.8314,8.4868,8.8142,8.5715,8.3768,6.7733,5.9441,14.1333,-10.0911,7.3503,5.801,-1.4837,7.1644,6.9312,7.3753,8.0793,2.2238,7.9674,11.2854,14.5429,15.1181,10.9705,12.8237
asset-turnover,0.1133,0.1166,0.1122,0.1233,0.1151,0.1149,0.1099,0.1148,0.1153,0.1343,0.1262,0.1414,0.137,0.1374,0.1294,0.1359,0.1239,0.1298,0.1306,0.0962,0.1278,0.148,0.1382,0.0683,0.1801,0.1731,0.17,0.1843,0.1772,0.1809,0.1694,0.1779,0.1721,0.1676,0.1798,0.1905,0.1946,0.1896,0.1841,0.1952,0.177,0.1751,0.1617,0.1604,0.1739,0.1937,0.1604,0.1927,0.1667,0.1736,0.1975,0.2044,0.193,0.1768,0.1569,0.1628,0.1488,0.1545,0.14
inventory-turnover,0.4713,0.4845,0.4492,0.5224,0.4925,0.4735,0.4965,0.5,0.438,0.4218,0.3611,0.3932,0.4066,0.4063,0.3819,0.4257,0.4024,0.3112,0.3228,0.3156,0.3207,0.3889,0.3828,0.1756,0.3943,0.4187,0.4434,0.4769,0.4697,0.4537,0.433,0.4831,0.4335,0.4175,0.4199,0.4853,0.4676,0.45,0.4449,0.456,0.4484,0.4293,0.4107,0.4664,0.4133,0.3894,0.4319,0.4319,0.4025,0.4629,0.5082,0.545,0.5072,0.445,0.3621,0.4245,0.3824,0.3976,0.3749
receiveable-turnover,1.3485,1.2939,1.2889,1.4425,1.4708,1.4173,1.3115,1.4639,1.6294,1.647,1.6345,1.7253,1.7786,1.7126,1.5617,1.8236,1.8042,1.5807,1.5975,1.3837,1.6359,1.9563,1.9113,0.6889,1.8782,1.7913,1.7567,1.866,1.7576,1.8185,1.721,1.7229,1.7167,1.6641,1.7061,1.8314,1.7419,1.8265,1.7527,1.7779,1.6994,1.6334,1.584,1.4637,1.5037,1.5448,1.4597,1.5226,1.4626,1.4146,1.4325,1.4749,1.5205,1.3505,1.3626,1.4893,1.4819,1.5079,1.2844
days-sales-in-receivables,66.7398,69.5581,69.8281,62.3934,61.1895,63.5031,68.6212,61.4807,55.2348,54.6458,55.0622,52.1651,50.6028,52.5508,57.6282,49.3518,49.8829,56.9378,56.3394,65.0413,55.0148,46.0062,47.0889,130.6481,47.9185,50.2436,51.2324,48.2318,51.2054,49.4904,52.2957,52.2379,52.4269,54.0845,52.7534,49.1436,51.6687,49.2741,51.3491,50.6224,52.9591,55.1008,56.8183,61.4898,59.854,58.2617,61.6584,59.1107,61.5352,63.6211,62.8256,61.0206,59.1901,66.6409,66.0482,60.4328,60.7312,59.6857,70.0723
roe,-1.9935,2.0927,2.3447,1.8272,0.9739,0.8478,1.1009,4.6092,0.346,1.2112,0.75,3.364,2.4464,1.6048,1.7284,1.9935,-4.3667,1.6889,1.705,2.8785,1.3105,0.7001,0.3248,8.5371,-6.0724,0.2942,-1.1822,2.4694,2.5083,1.6786,1.3164,0.9256,2.2418,0.1347,2.1773,3.7617,3.5011,3.2923,3.3242,3.536,3.353,2.7869,2.5562,6.2462,-5.2411,3.7882,3.1328,-0.8981,3.8631,4.1792,2.9698,3.4208,0.8492,2.5564,2.8167,3.6623,3.4077,2.5976,2.6859
return-on-tangible-equity,4.5966,-5.4322,-5.6079,-3.9891,-2.0188,-1.6089,-1.0047,-3.9072,-1.0227,-3.1905,-1.682,-12.1709,-7.5759,-4.2123,-4.0108,-4.1076,8.3448,-13.996,-10.3341,-28.2663,-11.5997,-5.4982,-1.8712,25.9464,-62.8692,9.0347,-112.9479,111.7556,82.9316,-92.7353,-37.8115,-12.1717,-30.4342,27.8939,16.6599,43.6044,170.7026,214.72,-245.0031,-55.8371,-29.6863,-42.4563,-17.8286,-35.3511,17.1559,-15.6355,-7.6935,1.6382,-8.7891,-6.9312,-25.4601,-22.0392,-8.3366,32.9928,8.1428,6.7655,6.1055,4.8715,4.9085
