,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-158.899,-95.154,-112.444,-106.794,-90.722,-66.72,-69.949,-48.597,-57.308,-30.565,-20.829,-59.971,-52.052,-20.555
total-depreciation-amortization-cash-flow,12.924,4.245,2.435,2.025,2.285,2.25,2.505,2.774,2.762,2.841,2.109,0.632,5.712,1.732
other-non-cash-items,26.331,14.698,15.681,11.305,6.451,13.284,12.637,6.237,12.787,18.569,1.62,-3.896,-6.473,1.383
total-non-cash-items,39.255,18.943,18.116,13.33,8.736,15.534,15.142,9.011,15.549,21.41,3.729,-3.264,-0.761,3.115
change-in-accounts-receivable,-2.85,0.488,0.052,-0.667,0.9,-0.622,8.522,-8.526,-0.106,5.512,0.827,-5.08,-0.976,2.442
change-in-inventories,-18.71,-0.312,,,,,,,,,,0.257,-0.257,
change-in-accounts-payable,3.417,-1.915,1.181,1.246,-0.523,-0.657,0.126,-0.289,0.643,0.781,-3.513,2.237,1.006,-0.439
change-in-assets-liabilities,-6.111,-2.766,-2.197,-8.691,3.061,-3.917,0.434,3.452,-13.529,-31.452,8.88,32.859,9.953,-6.891
total-change-in-assets-liabilities,-11.657,-1.307,-12.723,0.905,8.248,-7.487,10.998,-7.53,-9.611,-24.397,0.065,31.203,15.573,-5.418
cash-flow-from-operating-activities,-131.301,-77.518,-107.051,-92.559,-73.738,-58.673,-43.809,-47.116,-51.37,-33.552,-17.035,-32.032,-37.24,-22.858
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,-11.0,,,,,,,,,,,,-14.045,
net-change-in-short-term-investments,70.653,-108.034,94.006,-78.826,92.264,-49.723,-36.762,-33.476,-50.085,20.252,34.214,18.318,8.153,-18.145
net-change-in-long-term-investments,,,,,,,,,,,,-18.268,-13.363,
net-change-in-investments-total,,,,,,,,,,,,,,
cash-flow-from-investing-activities,55.466,-108.703,86.249,-85.796,90.597,-51.352,-39.693,-34.618,-50.505,19.875,30.116,-3.597,-20.38,-18.707
net-long-term-debt,99.0,,,-10.988,9.559,,,,,,1.183,35.5,17.405,0.435
net-current-debt,,,,,,,-15.0,,,,,,,
debt-issuance-retirement-net-total,99.0,,,-10.988,9.559,,-15.0,,,,1.183,35.5,17.405,0.435
net-common-equity-issued-repurchased,0.594,186.229,0.615,184.947,0.342,81.192,74.042,91.44,87.631,2.327,0.209,0.152,45.495,33.27
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-0.523,1.613,-0.084,,,,,,,19.732,,,,
cash-flow-from-financial-activities,99.071,187.842,0.531,173.959,9.901,125.401,59.042,91.44,87.631,22.059,1.392,35.652,62.9,33.705
net-cash-flow,22.754,2.322,-20.53,-4.699,26.389,15.523,-24.342,9.488,-14.267,8.617,13.81,0.139,5.429,-7.865
stock-based-compensation,,,,,,,,,,,,,,
