,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,60.801,64.743,74.564,-3.519,34.004,-21.067,41.204,27.989,65.669,50.955,27.727,25.749,29.407,37.194
total-depreciation-amortization-cash-flow,117.0,91.667,75.194,61.127,49.005,33.311,55.336,53.559,40.662,42.088,33.148,27.039,21.478,14.041
other-non-cash-items,20.135,-40.543,-22.124,57.57,38.655,60.32,-13.831,37.868,18.28,20.413,35.232,14.452,22.981,10.5
total-non-cash-items,137.135,51.124,53.07,118.697,87.66,93.631,41.505,91.427,58.942,62.501,68.38,41.491,44.459,24.541
change-in-accounts-receivable,-17.021,-89.698,-17.518,-16.231,-17.145,1.01,3.783,-1.878,-3.783,9.808,-4.71,-2.841,-26.131,0.491
change-in-inventories,,,,,,,,,,,,,,
change-in-assets-liabilities,6.88,-7.045,16.279,1.458,2.373,5.724,-5.61,-3.07,-14.619,6.016,6.449,-0.135,-1.001,-0.194
total-change-in-assets-liabilities,1.747,-1.323,-11.229,-10.324,-38.099,-19.296,-23.609,-15.088,-19.04,29.779,-23.517,-20.214,-2.164,-4.887
cash-flow-from-operating-activities,199.683,114.544,116.405,104.854,83.565,53.268,59.1,104.328,105.571,143.235,72.59,47.026,71.702,56.848
net-change-in-property-plant-equipment,-77.319,-43.21,-47.012,-31.975,-38.34,-41.766,-69.031,-38.425,-37.138,-25.238,-13.401,-22.161,-10.831,-8.053
net-change-in-intangible-assets,,,,,-0.475,,,,,-2.331,0.0,,,
net-acquisitions-divestitures,26.704,-1195.559,0.225,-328.888,-320.921,-2.98,-7.278,-151.951,-5.178,-60.783,-86.874,-100.81,-228.662,-50.602
net-change-in-short-term-investments,,,,,,,-2.967,0.0,0.0,,,,,
net-change-in-long-term-investments,,16.951,,,,,,,,,,,96.798,27.816
net-change-in-investments-total,,16.951,,,,,-2.967,,,,,,96.798,27.816
investing-activities-other,0.91,0.483,4.165,-11.147,-3.581,-5.55,,,,,,,,
cash-flow-from-investing-activities,-49.705,-1221.335,-42.622,-372.01,-363.317,-50.296,-79.276,-190.376,-42.316,-88.352,-100.275,-122.971,-142.695,-30.839
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,-488.8,1190.0,-16.216,76.147,229.395,-135.0,7.805,118.668,16.774,-178.005,140.442,183.184,98.47,-0.245
net-common-equity-issued-repurchased,358.982,9.774,10.481,227.014,15.215,154.802,0.696,-51.315,-15.132,6.643,11.504,-87.753,-54.164,-46.959
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-51.054,-30.827,-9.381,-55.019,-5.928,-0.783,3.249,-7.216,-3.216,0.02,1.59,-8.608,1.335,-1.132
cash-flow-from-financial-activities,-180.872,1168.947,-15.116,248.142,238.682,19.019,11.75,60.137,-1.574,-171.342,153.536,108.485,45.641,-48.336
net-cash-flow,-36.097,72.88,53.923,-23.862,-48.62,23.676,-3.87,-27.955,56.872,-111.655,126.207,34.642,-24.192,-22.966
stock-based-compensation,,,,,,,,,,,,,,
