,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,167.964,66.679,5.961,-7.594,55.458,36.267,-4.799,33.122,33.138,-9.001,14.148,11.95,16.126,10.107
total-depreciation-amortization-cash-flow,138.098,113.707,97.802,55.952,37.97,42.332,58.925,47.695,46.447,47.229,52.168,30.611,19.309,19.718
other-non-cash-items,-128.844,-34.457,7.769,23.432,6.393,-14.806,27.531,15.95,-11.304,44.946,12.499,9.295,19.984,10.181
total-non-cash-items,9.254,79.25,105.571,79.384,44.363,27.526,86.456,63.645,35.143,92.175,64.667,39.906,39.293,29.899
change-in-accounts-receivable,9.289,-34.597,-2.169,3.684,-11.731,7.379,-18.834,-13.477,10.922,5.876,-18.64,-14.523,-1.288,-5.709
change-in-inventories,-16.094,-0.986,22.17,-25.752,-6.726,-11.508,-7.481,-2.139,7.406,6.898,-21.077,-1.969,-12.483,-11.157
change-in-accounts-payable,-0.094,4.887,-1.127,3.129,-0.97,1.307,5.757,4.236,-7.568,-12.668,14.285,11.138,0.064,5.044
change-in-assets-liabilities,8.527,4.854,-3.846,-1.861,-3.281,-0.353,1.253,-0.59,2.111,-2.364,-0.035,-0.238,-0.855,-0.451
total-change-in-assets-liabilities,-9.919,3.428,-6.0,-59.311,-18.545,-7.038,-16.826,-6.846,8.604,-11.408,-21.714,-8.891,-16.214,0.002
cash-flow-from-operating-activities,167.299,149.357,105.532,12.479,81.276,56.755,64.831,89.921,76.885,71.766,57.101,42.965,39.205,43.335
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,-423.389,-16.002,4.746,-17.224,-66.493,,,-107.577,-188.148,,
net-change-in-short-term-investments,,,,,,,,,,,7.017,63.52,-0.992,-8.108
net-change-in-long-term-investments,-1.23,-1.316,-3.015,-6.3,2.248,-3.732,-1.887,10.315,,-1.05,-4.3,-1.75,,
net-change-in-investments-total,-1.23,-1.316,-3.015,-6.3,2.248,-3.732,-1.887,10.315,,-1.05,2.717,61.77,-0.992,-8.108
investing-activities-other,581.429,0.209,-2.0,,2.655,-0.74,0.393,-1.934,-0.321,-0.531,0.136,0.567,0.064,-0.261
cash-flow-from-investing-activities,536.67,-47.936,-63.3,-473.559,-35.922,-18.284,-59.787,-80.389,-13.924,-21.141,-148.726,-145.804,-16.373,-31.394
net-long-term-debt,-700.469,-128.558,11.0,517.575,-10.0,-33.282,-22.0,5.0,-78.45,-34.0,79.942,69.907,-0.464,-1.188
net-current-debt,,,,,,,,,,,,-1.0,,
debt-issuance-retirement-net-total,-700.469,-128.558,11.0,517.575,-10.0,-33.282,-22.0,5.0,-78.45,-34.0,79.942,68.907,-0.464,-1.188
net-common-equity-issued-repurchased,12.409,19.324,2.821,6.583,8.278,12.807,1.263,2.401,0.659,0.212,2.21,2.699,2.082,1.068
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-37.02,-2.435,-85.967,-56.248,-0.655,-2.883,-0.717,-3.713,-1.03,-0.718,-0.495,-6.441,0.294,-0.213
cash-flow-from-financial-activities,-725.08,-111.669,-72.146,467.91,-2.377,-23.358,-21.454,3.688,-78.821,-34.506,81.657,65.165,1.912,-0.333
net-cash-flow,-18.527,-8.02,-30.362,5.654,41.359,15.181,-16.224,13.625,-14.981,15.801,-11.41,-37.674,24.744,11.608
stock-based-compensation,,,,,,,,,,,,,,
