,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-2.84,3.704,10.778,4.005,7.322,16.172,7.946,7.371,3.944,8.679,31.95,7.201,0.365,-19.535
total-depreciation-amortization-cash-flow,18.095,9.745,8.384,5.863,6.028,5.843,5.633,4.96,3.937,4.263,4.353,4.456,4.844,5.036
other-non-cash-items,4.638,8.222,0.64,9.488,3.29,-3.665,5.7,5.594,8.842,8.335,-15.243,2.062,3.882,4.052
total-non-cash-items,22.733,17.967,9.024,15.351,9.318,2.178,11.333,10.554,12.779,12.598,-10.89,6.518,8.726,9.088
change-in-accounts-receivable,-1.119,-7.258,4.142,-3.809,-4.556,-1.637,1.363,-2.23,0.179,-0.745,-0.841,-0.023,-2.431,-1.854
change-in-inventories,2.384,-9.369,-9.46,,-1.131,,,,3.098,,-2.922,,-0.6,0.158
change-in-accounts-payable,,,,,,,,,,,0.547,2.958,0.155,-0.712
change-in-assets-liabilities,-2.407,-2.968,0.515,-3.449,-2.771,-0.513,-2.181,1.828,-1.539,-1.493,-8.307,-7.392,-9.282,-7.047
total-change-in-assets-liabilities,-10.012,-10.868,-0.083,-7.914,-8.522,-1.578,-0.289,-1.174,4.114,-4.705,-11.523,-4.427,-10.162,-8.07
cash-flow-from-operating-activities,9.881,10.803,19.719,11.442,8.118,16.772,18.99,16.751,20.837,16.572,9.537,9.292,-1.071,-18.517
net-change-in-property-plant-equipment,-5.786,-6.632,-6.198,-3.49,-4.31,-4.338,-3.07,-2.538,-2.121,-1.69,-1.738,-1.207,-1.642,-0.989
net-change-in-intangible-assets,,,,,,-0.196,-0.819,,-5.411,0.0,,,,
net-acquisitions-divestitures,,-164.33,-72.583,-1.349,,,-17.04,-21.062,,,,,,
net-change-in-short-term-investments,,,,,,,,,,1.13,2.447,1.824,1.177,-0.849
net-change-in-long-term-investments,,,,0.963,-0.039,15.401,,-3.569,-2.705,-3.036,-5.0,,,
net-change-in-investments-total,,,,0.963,-0.039,15.401,,-3.569,-2.705,-1.906,-2.553,1.824,1.177,-0.849
investing-activities-other,-0.929,-0.086,-0.126,-0.61,-1.004,0.01,-1.991,-0.547,-0.497,-0.783,-0.046,-0.171,-0.092,-0.196
cash-flow-from-investing-activities,-6.715,-171.048,-78.907,-4.486,-5.353,10.877,-22.92,-27.716,-10.734,-4.379,-4.337,0.446,-0.557,-2.034
net-long-term-debt,-2.79,152.787,73.594,,,,,,,-1.328,-5.931,-0.001,-0.413,3.789
net-current-debt,,,,,,,,,-1.537,,,-1.952,-2.349,-2.482
debt-issuance-retirement-net-total,-2.79,152.787,73.594,,,,,,-1.537,-1.328,-5.931,-1.953,-2.762,1.307
net-common-equity-issued-repurchased,1.754,1.512,1.506,0.14,-4.396,0.003,-3.199,-2.37,-5.638,0.763,1.772,1.27,0.418,19.47
net-total-equity-issued-repurchased,1.754,1.512,1.506,0.14,-4.396,0.003,-3.199,-2.37,-5.638,0.763,1.772,1.27,0.418,19.47
total-common-preferred-stock-dividends-paid,,,,-3.408,-3.295,-2.967,-1.373,,,,,-0.486,-0.973,-0.533
financial-activities-other,-1.526,-11.054,-1.672,0.458,0.738,-0.087,-0.143,-0.476,2.454,1.272,1.728,1.912,2.349,2.482
cash-flow-from-financial-activities,-2.562,143.245,73.428,-2.81,-6.953,-3.051,-4.715,-2.846,-4.721,0.707,-2.431,0.743,-0.968,22.726
net-cash-flow,1.483,-16.588,13.923,4.213,-4.268,24.634,-8.696,-13.792,5.376,12.92,2.741,10.327,-2.498,1.918
stock-based-compensation,6.325,6.919,6.328,5.089,3.436,3.24,3.162,2.79,2.621,2.429,2.099,2.127,1.62,0.322
common-stock-dividends-paid,,,,-3.408,-3.295,-2.967,-1.373,0.0,0.0,,,,,
