,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,5.85,9.456,12.165,5.519,1.599,-0.939,1.203,2.145,0.018,2.242,-0.85,34.808,1.828,0.282
total-depreciation-amortization-cash-flow,4.595,4.754,4.645,4.187,3.712,2.497,1.699,2.052,2.298,2.565,3.266,2.183,2.005,2.007
other-non-cash-items,3.052,11.563,6.189,3.632,2.876,-0.209,1.03,1.48,0.314,1.73,-0.094,-29.816,0.614,-0.227
total-non-cash-items,7.647,16.317,10.834,7.819,6.588,2.288,2.729,3.532,2.612,4.295,3.172,-27.633,2.619,1.78
change-in-accounts-receivable,-4.29,-0.783,-9.303,-5.272,-0.51,-0.159,-3.099,0.929,0.356,0.292,1.55,0.308,-2.2,1.585
change-in-inventories,6.046,-13.834,-4.731,-7.24,-5.592,-1.687,-1.405,-0.85,-0.699,3.103,0.599,-6.84,-1.419,0.038
change-in-accounts-payable,-2.02,3.143,-0.688,3.059,0.9,-2.276,1.298,-0.164,-0.01,0.268,-1.749,0.804,-0.349,-1.494
change-in-assets-liabilities,-6.092,-2.51,-2.071,-1.833,1.755,1.491,-1.836,-0.445,-0.258,-1.568,-1.562,-1.799,-1.833,-0.778
total-change-in-assets-liabilities,-0.21,-15.364,-17.144,-11.213,-2.633,-2.761,-4.301,-0.789,-0.689,2.078,-0.632,-8.905,-3.322,-1.914
cash-flow-from-operating-activities,13.287,10.409,5.855,2.125,5.554,-1.412,-0.369,4.888,1.941,8.615,1.69,-1.73,1.125,0.148
net-change-in-property-plant-equipment,-1.333,-3.412,-3.417,-3.773,-2.331,3.09,-1.509,-1.084,-0.62,-0.276,-0.554,-2.31,0.451,-1.376
net-change-in-intangible-assets,-2.75,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,-8.091,-13.757,0.115,,,,,,,,,,,
net-change-in-investments-total,-8.091,-13.757,0.115,,,,,,,,,,,
investing-activities-other,,,,,,,,,,,,,-0.292,-0.087
cash-flow-from-investing-activities,-12.174,-17.169,-3.302,-3.773,-2.331,0.071,-1.509,-1.084,-0.62,-0.276,-0.554,-2.31,0.159,-1.463
net-long-term-debt,-0.01,-0.068,-0.747,-0.141,-0.178,-1.025,,,-0.381,-0.77,-0.776,-1.275,-0.763,2.198
net-current-debt,,5.328,0.53,0.095,-4.751,2.246,2.552,-3.079,-1.123,-6.841,-1.572,4.591,-1.431,-0.922
debt-issuance-retirement-net-total,-0.01,5.26,-0.217,-0.046,-4.929,1.221,2.552,-3.079,-1.504,-7.611,-2.348,3.316,-2.194,1.276
net-common-equity-issued-repurchased,2.763,1.376,1.62,1.258,1.43,0.323,0.39,0.124,0.075,0.053,0.372,0.851,0.766,0.499
net-total-equity-issued-repurchased,2.763,1.376,1.62,1.258,1.43,0.323,0.39,0.124,0.075,0.053,0.372,0.851,0.766,0.499
total-common-preferred-stock-dividends-paid,-0.126,-0.965,,,,,-1.602,,,,,,,
financial-activities-other,,-0.12,,1.514,0.228,0.015,,,,,,,,
cash-flow-from-financial-activities,2.627,5.551,1.403,2.726,-3.271,1.559,1.34,-2.955,-1.429,-7.558,-1.976,4.167,-1.428,1.775
net-cash-flow,3.73,-1.135,3.904,1.035,-0.161,0.232,-0.548,0.84,0.092,0.695,-0.819,0.249,0.044,0.249
stock-based-compensation,5.227,2.745,2.26,2.269,1.653,0.408,0.378,0.414,0.336,0.313,0.362,0.233,0.782,0.09
common-stock-dividends-paid,-0.126,-0.965,,,,,-1.602,,,,,,,
