,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,13.811,6.223,3.056,-2.809,-8.537,-28.812,42.852,-17.698,44.296,24.472,-228.554,10.968,-7.042,73.402
total-depreciation-amortization-cash-flow,19.683,21.836,22.41,22.675,26.499,44.281,23.758,24.795,22.558,22.592,322.206,53.306,17.959,17.533
other-non-cash-items,23.422,42.465,31.331,9.244,0.43,18.14,14.719,-2.152,10.142,23.102,-39.595,1.255,39.71,5.438
total-non-cash-items,43.105,64.301,53.741,31.919,26.929,62.421,38.477,22.643,32.7,45.694,282.611,54.561,57.669,22.971
change-in-accounts-receivable,-3.706,-6.562,0.392,-1.547,6.138,28.562,-11.128,6.645,-16.645,-23.858,-13.182,-8.685,-10.308,-13.293
change-in-inventories,9.698,-15.645,-5.284,3.136,8.109,-3.213,-0.384,-12.705,9.767,-8.941,-13.731,-22.745,-13.868,-1.498
change-in-accounts-payable,-0.17,2.324,-1.771,3.011,-6.451,-2.28,4.575,2.322,-2.866,-1.31,0.675,0.303,6.448,2.834
change-in-assets-liabilities,-12.82,-11.669,8.942,9.9,24.976,10.364,18.948,-25.578,-24.939,14.525,-6.493,-12.906,-24.728,22.257
total-change-in-assets-liabilities,-6.998,-31.552,2.279,14.5,32.772,33.433,-71.167,59.785,-34.683,-19.584,-32.731,-44.033,-42.456,10.3
cash-flow-from-operating-activities,49.918,38.972,59.076,43.61,51.164,67.042,10.162,64.73,42.313,50.582,21.326,21.496,8.171,106.673
net-change-in-property-plant-equipment,-13.592,-14.665,-16.432,-22.397,-18.037,,-27.994,-24.965,-25.844,-20.915,-15.6,-18.537,-11.225,-10.517
net-change-in-intangible-assets,-1.664,-2.283,-1.902,-0.702,-0.456,,-0.78,-0.793,-0.517,-1.083,-4.592,-8.692,-1.388,-1.731
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,,,,-15.25,-1.457,,0.164,-0.468,,-0.289,0.769,,,
net-change-in-investments-total,,,,-15.25,-1.457,,0.164,-0.468,,-0.289,0.769,,,
investing-activities-other,,0.474,-3.613,,,,,,,,,,,
cash-flow-from-investing-activities,-60.998,-16.474,-21.947,-38.349,-19.95,-31.052,125.163,-31.476,-2.146,-22.287,-13.443,-27.229,-354.903,-12.248
net-long-term-debt,,,,,-20.0,,-188.695,-7.5,-36.269,-28.075,-17.069,-20.6,300.036,-62.098
net-current-debt,,,,,,,-1.297,-2.561,1.723,,-6.721,8.131,-0.01,0.013
debt-issuance-retirement-net-total,,,,,-20.0,,-189.992,-10.061,-34.546,-28.075,-23.79,-12.469,300.026,-62.085
net-common-equity-issued-repurchased,7.1,7.783,-43.705,-6.321,11.074,,25.586,20.113,7.854,-0.15,1.734,15.053,11.507,6.471
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-4.107,-4.245,-2.407,31.049,-11.274,,26.819,-23.716,-13.139,-1.73,4.683,1.961,-3.709,
cash-flow-from-financial-activities,2.993,3.538,-46.112,24.728,-20.2,-38.353,-137.587,-13.664,-39.831,-29.955,-17.373,4.545,307.824,-55.614
net-cash-flow,-8.968,27.216,-9.722,26.848,7.891,-1.843,-1.976,19.182,0.233,-1.266,-10.47,-0.817,-37.905,37.842
stock-based-compensation,,,,,,,,,,,,,,
