,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-528.352,-571.606,-404.636,-458.155,-149.426,-3.584,-66.467,-69.05,-48.901,-66.255,-373.241,-162.372,-108.087,-50.986
total-depreciation-amortization-cash-flow,939.077,897.273,769.75,779.723,515.476,252.43,240.628,253.594,272.564,255.434,479.568,283.406,180.696,41.912
other-non-cash-items,-170.26,39.774,79.768,-32.658,-123.823,40.186,47.272,53.933,0.194,4.34,-55.027,-64.484,-6.294,10.97
total-non-cash-items,768.8171,937.047,849.5179,747.0651,391.653,292.616,287.9,307.527,272.758,259.774,424.541,218.922,174.402,52.882
change-in-accounts-receivable,,,,,,,,,,,,,,
change-in-assets-liabilities,28.963,4.698,10.436,62.51,-19.897,48.701,68.097,21.596,24.118,10.63,95.189,127.734,46.775,19.647
total-change-in-assets-liabilities,-36.504,12.918,-71.231,7.554,0.425,77.089,69.536,29.95,4.387,43.701,85.467,143.112,19.597,15.004
cash-flow-from-operating-activities,203.961,378.359,373.651,292.366,242.652,366.121,290.969,268.427,228.244,237.22,136.767,199.662,85.912,16.9
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,-271.771,-5.196,-12.157,-191.216,-12.012,-34.686,-272.523,-83.166,-57.948,-204.137,-6.731,-172.101,-1968.391,-571.215
net-change-in-short-term-investments,-13.66,-343.3,-2.225,40.152,7.991,8.675,-14.366,20.364,2.53,-62.099,-18.279,2.62,44.699,-0.792
net-change-in-long-term-investments,296.999,-119.982,205.596,-60.243,-14.224,-15.572,30.106,-12.559,0.015,8.658,1.386,-16.987,-0.831,
net-change-in-investments-total,283.339,-463.282,203.371,-20.091,-6.233,-6.897,15.74,7.805,2.545,-53.441,-16.893,-14.367,43.868,-0.792
investing-activities-other,502.679,80.032,314.231,53.381,7.608,34.304,9.861,0.776,0.5,8.658,43.278,-9.095,-9.85,
cash-flow-from-investing-activities,288.774,-602.333,171.798,-568.977,-314.882,-264.806,-455.334,-203.899,-136.505,-351.432,-166.439,-358.419,-2002.686,-580.403
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,-302.371,252.4919,-401.2111,292.8881,-187.7059,-111.199,195.456,-119.6909,-61.732,-35.001,217.308,459.6569,676.5129,262.739
net-common-equity-issued-repurchased,-4.256,,-9.64,,330.386,,,27.453,,163.771,-29.187,,1354.063,348.559
net-total-equity-issued-repurchased,-4.256,,-9.64,,330.386,,,27.453,,163.771,-29.187,,1354.063,348.559
total-common-preferred-stock-dividends-paid,,,,,,,,,,,-129.455,-196.827,-104.183,-34.355
financial-activities-other,-18.436,-23.294,-11.257,-32.331,-24.878,-0.845,7.313,-23.281,-14.55,-2.161,-75.925,-71.203,-19.267,-22.616
cash-flow-from-financial-activities,-325.063,229.198,-422.108,260.557,117.802,-112.044,202.769,-115.519,-76.282,126.609,-17.259,191.627,1907.126,554.327
net-cash-flow,167.672,5.224,123.341,-16.054,45.572,-10.729,38.404,-50.991,15.457,12.397,-46.931,32.87,-9.648,-9.176
stock-based-compensation,26.067,27.832,32.285,31.651,28.299,25.978,25.52,19.856,20.759,26.935,28.937,20.113,26.612,22.68
common-stock-dividends-paid,,,,,,,,,,,-129.455,-196.827,-104.183,-34.355
