,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,1624.0,717.0,4965.0,968.0,2497.0,2012.0,2326.0,2256.0,1427.0,2215.0,2025.0,1721.0,1397.0,956.0
total-depreciation-amortization-cash-flow,785.0,761.0,800.0,759.0,792.0,635.0,712.0,670.0,685.0,638.0,631.0,581.0,575.0,580.0
other-non-cash-items,12.0,505.0,-4181.0,341.0,321.0,602.0,608.0,552.0,1092.0,396.0,439.0,422.0,107.0,160.0
total-non-cash-items,797.0,1266.0,-3381.0,1100.0,1113.0,1237.0,1320.0,1222.0,1777.0,1034.0,1070.0,1003.0,682.0,740.0
change-in-accounts-receivable,-12.0,30.0,15.0,-4.0,-93.0,16.0,-41.0,-229.0,-122.0,-167.0,-98.0,-278.0,-16.0,178.0
change-in-inventories,,,,,,,,,,,,,,
change-in-assets-liabilities,-204.0,-372.0,-74.0,-453.0,-141.0,-120.0,-476.0,-247.0,-182.0,-59.0,-120.0,88.0,91.0,-135.0
total-change-in-assets-liabilities,-360.0,-182.0,-176.0,-339.0,-414.0,22.0,-606.0,-693.0,-258.0,-341.0,-620.0,-400.0,70.0,-194.0
cash-flow-from-operating-activities,2096.0,1837.0,1654.0,1771.0,3215.0,3198.0,3106.0,2817.0,3003.0,2909.0,2515.0,2305.0,2183.0,1550.0
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
investing-activities-other,,,15.0,-946.0,-621.0,-1014.0,,,,,,,,
cash-flow-from-investing-activities,-938.0,-1310.0,-715.0,-1807.0,-1542.0,-5362.0,-1569.0,-1427.0,-1264.0,-1146.0,-993.0,-305.0,-342.0,-367.0
net-long-term-debt,,,-300.0,-575.0,875.0,,-250.0,250.0,,-200.0,200.0,,,
debt-issuance-retirement-net-total,-5.0,632.0,-40.0,2507.0,-113.0,3096.0,765.0,733.0,91.0,473.0,-79.0,-51.0,-543.0,-1264.0
net-common-equity-issued-repurchased,-2194.0,-217.0,-6.0,193.0,-550.0,-913.0,-1480.0,-1583.0,-1453.0,-1216.0,-1986.0,-1216.0,784.0,176.0
net-total-equity-issued-repurchased,-2194.0,-217.0,-6.0,193.0,-550.0,-913.0,-1480.0,-1583.0,-1453.0,-1216.0,-1986.0,-1216.0,784.0,176.0
total-common-preferred-stock-dividends-paid,-376.0,-315.0,-268.0,-910.0,-1095.0,-1023.0,-804.0,-709.0,-688.0,-632.0,-546.0,-704.0,-364.0,-359.0
financial-activities-other,-28.0,-39.0,-10.0,-2271.0,356.0,485.0,404.0,422.0,334.0,363.0,680.0,,,
cash-flow-from-financial-activities,-2603.0,61.0,-324.0,-481.0,-1402.0,1645.0,-1115.0,-1137.0,-1716.0,-1012.0,-1931.0,-1971.0,-123.0,-1447.0
net-cash-flow,-1562.0,593.0,588.0,-712.0,192.0,-537.0,365.0,220.0,-101.0,655.0,-408.0,54.0,1644.0,-268.0
stock-based-compensation,115.0,107.0,115.0,126.0,126.0,122.0,130.0,119.0,120.0,140.0,146.0,136.0,94.0,9.0
common-stock-dividends-paid,-376.0,-315.0,-268.0,-910.0,-1095.0,-1023.0,-804.0,-709.0,-688.0,-632.0,-546.0,-704.0,-364.0,-359.0
