,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-68.859,110.701,63.659,332.795,322.244,264.53,211.669,199.389,91.874,189.66,68.387,-21.061,-130.02,-166.577
total-depreciation-amortization-cash-flow,27.136,38.093,22.055,13.003,18.562,12.916,14.653,11.324,9.25,4.406,24.839,66.835,78.015,54.897
other-non-cash-items,50.321,-126.948,29.896,-53.524,-57.16,5.477,11.991,32.25,12.527,3.075,6.171,26.854,99.951,113.465
total-non-cash-items,77.457,-88.855,51.951,-40.521,-38.598,18.393,26.644,43.574,21.777,7.481,31.01,93.689,177.966,168.362
change-in-accounts-receivable,9.341,9.532,-40.12,0.3,,,0.234,-0.131,0.581,12.45,4.711,9.092,4.301,-21.626
change-in-inventories,-8.305,-1.12,-3.227,,,,,,,,,-4.218,-2.11,0.923
change-in-accounts-payable,-6.642,10.84,6.621,0.076,0.031,-0.787,0.546,-2.012,2.17,-1.347,-7.176,-4.585,10.75,-4.029
change-in-assets-liabilities,-7.607,-10.248,-1.247,9.784,0.968,-10.944,-26.649,-71.277,94.127,-4.903,15.567,-1.798,-12.332,43.725
total-change-in-assets-liabilities,-22.023,18.778,-13.892,9.191,8.635,-13.178,-25.807,-73.181,70.649,-10.187,-19.248,-5.655,30.824,29.765
cash-flow-from-operating-activities,-13.425,40.624,101.718,301.465,292.281,269.745,212.506,169.782,184.3,186.954,80.149,66.973,78.77,31.55
net-change-in-property-plant-equipment,-4.523,-1.297,-0.025,-0.009,-0.049,-0.002,-0.051,,,-0.039,506.232,-73.835,-36.249,-41.268
net-change-in-intangible-assets,57.969,107.253,13.082,-71.593,21.36,-241.314,,,,,,,-16.027,-0.873
net-acquisitions-divestitures,,,-109.938,,,,,,,,,,,-432.558
net-change-in-short-term-investments,,,-84.01,,,-148.708,,,,,,,,147.06
net-change-in-long-term-investments,4.116,91.743,-18.272,1.947,1.78,33.905,20.933,-24.048,-36.896,15.0,55.778,156.495,-75.447,6.876
net-change-in-investments-total,4.116,91.743,-102.282,1.947,1.78,-114.803,20.933,-24.048,-36.896,15.0,55.778,156.495,-75.447,153.936
investing-activities-other,-0.858,261.188,54.653,-9.993,-161.2,59.279,-92.59,,,3.469,24.805,-10.005,11.731,
cash-flow-from-investing-activities,56.704,458.887,-144.51,-79.648,-138.109,-296.84,-71.708,-24.048,-36.896,18.43,586.815,72.655,-115.992,-320.763
net-long-term-debt,-126.447,,30.0,-220.397,243.809,,-93.37,-244.751,-121.938,-69.953,-0.667,-5.276,-0.675,241.327
net-current-debt,,,-25.0,25.0,-75.0,74.169,,,,,,,,
debt-issuance-retirement-net-total,-126.447,,5.0,-195.397,168.809,74.169,-93.37,-244.751,-121.938,-69.953,-0.667,-5.276,-0.675,241.327
net-common-equity-issued-repurchased,-49.109,-30.0,,,,,,149.712,,287.148,15.39,27.273,33.529,139.868
net-total-equity-issued-repurchased,-49.109,-30.0,,,,,,149.712,,287.148,15.39,27.273,33.529,139.868
total-common-preferred-stock-dividends-paid,-0.048,-0.222,-16.583,-98.307,-96.557,-84.006,-83.942,-83.828,-130.043,-319.02,-912.58,,,
financial-activities-other,-0.351,-89.177,-17.354,-0.607,-29.349,0.022,-0.818,-9.897,12.924,70.61,19.317,,,
cash-flow-from-financial-activities,-175.955,-119.399,-28.937,-294.311,42.903,-9.815,-178.13,-188.764,-239.057,-31.215,-878.54,21.997,32.854,381.195
net-cash-flow,-132.676,380.112,-71.729,-72.494,197.075,-36.91,-37.332,-43.03,-91.653,174.169,-211.576,161.625,-4.368,91.982
stock-based-compensation,4.758,3.138,3.742,2.045,1.501,0.872,0.937,0.387,0.662,0.821,8.783,20.578,23.648,0.97
common-stock-dividends-paid,-0.048,-0.222,-16.583,-98.307,-96.557,-84.006,-83.942,-83.828,-130.043,-319.02,-912.58,,,
