,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-43.922,-76.541,-42.856,-26.19,-56.07,33.051,1.827,-4.113,25.341,41.179,34.857,-1.714,-317.774,48.852
total-depreciation-amortization-cash-flow,29.653,25.662,22.08,19.558,32.429,37.422,39.17,89.928,40.002,53.113,47.438,46.621,340.309,40.524
other-non-cash-items,-6.092,9.498,1.247,14.0,5.686,-68.457,21.357,37.633,63.825,32.249,22.078,39.175,49.231,18.817
total-non-cash-items,23.561,35.16,23.327,33.558,38.115,-31.035,60.527,127.561,103.827,85.362,69.516,85.796,389.54,59.341
change-in-accounts-receivable,-0.666,2.395,10.21,9.164,17.211,9.706,-0.214,-1.514,-5.839,6.452,-15.031,1.469,-4.035,-10.075
change-in-inventories,-11.497,22.263,-9.944,11.61,-9.527,23.797,-16.62,-16.389,-6.352,20.515,-0.292,14.542,-15.932,-12.919
change-in-accounts-payable,4.505,-2.168,-13.648,-7.24,8.329,-19.013,2.56,2.299,5.534,12.532,-20.44,-18.298,22.857,-6.923
change-in-assets-liabilities,-1.246,-1.172,-5.211,-4.277,-23.279,-7.848,5.662,-4.679,6.676,7.635,2.325,12.966,-30.616,-9.336
total-change-in-assets-liabilities,-26.062,15.607,-37.084,-12.746,26.847,8.038,-0.063,-24.37,-6.961,29.122,-27.959,-4.982,-9.312,-30.068
cash-flow-from-operating-activities,-46.423,-25.774,-56.613,-5.378,8.892,10.054,62.291,99.078,122.207,155.663,76.414,79.1,62.454,78.125
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,,,,,,,,,,,,,0.252,-0.044
net-change-in-investments-total,,,,,,,,,,,,,0.252,-0.044
investing-activities-other,3.42,-0.448,-0.071,15.081,21.518,1.066,-0.51,-0.737,0.425,0.154,5.681,3.005,0.089,-2.915
cash-flow-from-investing-activities,,,,,,,,,,,,,,
net-current-debt,-1.493,78.912,119.195,-13.205,-31.054,-193.419,-28.186,-3.972,-42.918,-153.313,-60.921,-55.001,26.449,-0.546
debt-issuance-retirement-net-total,-1.493,78.912,119.195,-13.205,-31.054,-193.419,-28.186,-3.972,-42.918,-153.313,-60.921,-55.001,26.449,-0.546
net-common-equity-issued-repurchased,0.199,15.5,7.062,2.402,0.48,0.512,,-17.409,-2.775,1.628,0.834,0.044,2.364,3.742
net-total-equity-issued-repurchased,0.199,15.5,7.062,2.402,0.48,0.512,,-17.409,-2.775,1.628,0.834,0.044,2.364,3.742
total-common-preferred-stock-dividends-paid,-1.63,-1.604,-1.583,-1.589,-1.584,-1.581,-1.581,-1.588,-1.612,-1.605,-1.599,-1.596,-1.589,-1.58
financial-activities-other,,-4.711,-6.125,-1.954,,,-0.001,-24.113,-30.329,,,-22.992,,
cash-flow-from-financial-activities,-2.924,88.097,118.549,-14.346,-32.158,-194.488,-29.768,-47.082,-77.634,-153.29,-61.686,-79.545,27.224,1.616
net-cash-flow,,,,,,,,,,,,,,
common-stock-dividends-paid,-1.63,-1.604,-1.583,-1.589,-1.584,-1.581,-1.581,-1.588,-1.612,-1.605,-1.599,-1.596,-1.589,-1.58
