,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,18.508,29.423,13.814,36.861,39.043,7.096,12.407,14.474,5.231,17.729,3.057,-2.711,1.507,-2.666
total-depreciation-amortization-cash-flow,23.674,22.641,20.131,13.744,14.205,15.922,14.364,11.887,8.898,8.329,7.001,11.656,6.994,2.723
other-non-cash-items,19.746,21.356,14.334,5.354,3.382,4.958,7.314,3.443,15.736,-5.646,6.739,5.283,-0.024,0.079
total-non-cash-items,43.42,43.997,34.465,19.098,17.587,20.88,21.678,15.33,24.634,2.683,13.74,16.939,6.97,2.802
change-in-accounts-receivable,-1.569,-8.265,1.136,-0.594,1.964,2.346,-10.267,-0.899,2.199,-10.827,0.694,-3.255,-1.657,-0.716
change-in-inventories,-6.827,-8.668,-5.484,5.476,-7.046,-3.005,-5.346,4.783,-5.811,-5.935,-5.081,-0.129,-0.29,3.369
change-in-accounts-payable,0.004,4.469,3.46,-3.943,0.841,0.962,3.286,-2.68,-1.776,3.672,1.76,-2.958,-0.602,1.77
change-in-assets-liabilities,-2.74,-0.868,2.092,-1.395,-3.702,-1.053,-0.938,-2.042,0.204,-0.754,-0.007,1.222,-1.575,2.326
total-change-in-assets-liabilities,-11.029,-15.989,1.402,1.423,-5.286,-1.074,-9.802,8.486,-5.69,-14.609,-2.946,-5.835,-4.431,6.886
cash-flow-from-operating-activities,50.899,57.431,49.681,57.382,51.344,26.902,24.283,38.29,24.175,5.803,13.851,8.393,4.046,7.022
net-change-in-property-plant-equipment,-21.29,-14.573,-13.085,-17.813,-16.98,-8.49,-9.767,-9.554,-11.102,-10.369,-4.43,-6.655,-2.593,-2.809
net-change-in-intangible-assets,-4.0,-0.14,-0.2,-0.852,-0.064,-0.93,-1.592,-1.857,-1.825,-0.029,-1.216,-0.275,-0.025,
net-acquisitions-divestitures,-65.381,,-68.098,,,,-48.199,-33.914,-5.012,,-0.481,-2.686,,
net-change-in-short-term-investments,-1.782,-1.0,-1.0,,,,-1.0,-2.0,-2.081,0.0,0.0,,,
net-change-in-long-term-investments,,,19.491,-3.488,-11.49,12.123,32.13,-13.99,-5.98,13.705,-35.558,11.392,-1.889,0.469
net-change-in-investments-total,-1.782,-1.0,18.491,-3.488,-11.49,12.123,31.13,-15.99,-8.061,13.705,-35.558,11.392,-1.889,0.469
investing-activities-other,-1.0,-1.4,,,,,,,-1.0,,,,,
cash-flow-from-investing-activities,-93.453,-17.113,-62.892,-22.153,-28.534,2.703,-28.428,-61.315,-27.0,3.307,-41.685,1.776,-4.507,-2.34
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,,,-25.0,,-1.621,-1.105,-1.025,-0.885,-0.895,0.013,-0.134,-12.349,,
net-common-equity-issued-repurchased,4.57,4.305,5.089,3.118,4.746,-5.879,-16.894,-14.797,2.173,0.567,81.797,1.868,2.622,1.18
net-total-equity-issued-repurchased,4.57,4.305,5.089,3.118,4.746,-5.879,-16.894,-14.797,2.173,0.567,81.797,1.868,2.622,1.18
total-common-preferred-stock-dividends-paid,-10.654,-7.93,,,,,,,,,,,,
financial-activities-other,-2.312,-2.35,-1.719,-1.593,-1.806,2.569,6.457,7.614,,,,0.013,,
cash-flow-from-financial-activities,-8.396,-5.975,-21.63,1.525,1.319,-4.415,-11.462,-8.068,1.278,0.58,81.663,-10.468,2.622,1.18
net-cash-flow,-50.671,33.66,-35.094,36.852,23.77,25.135,-15.493,-31.205,-1.356,9.224,54.386,-0.181,2.208,5.968
stock-based-compensation,12.226,12.478,11.821,10.855,9.548,9.221,9.915,11.417,9.436,8.16,7.251,,,
common-stock-dividends-paid,-10.654,-7.93,0.0,0.0,,,,,,,,,,
