,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-77.211,-117.042,-630.21,-171.799,-133.969,-176.353,-114.347,-53.836,205.819,-0.488,30.831,-15.803,-28.533,-74.27
total-depreciation-amortization-cash-flow,96.029,90.938,98.212,49.364,53.082,41.913,48.804,39.082,32.19,22.418,11.13,1.201,9.782,9.748
other-non-cash-items,50.81,111.31,464.437,-143.396,26.349,85.205,50.093,58.606,-177.17,45.928,37.851,-6.418,-3.993,-5.663
total-non-cash-items,146.839,202.248,562.649,-94.032,79.431,127.118,98.897,97.688,-144.98,68.346,48.981,-5.217,5.789,4.085
change-in-accounts-receivable,-54.274,-25.256,-51.483,-16.367,-25.951,-8.74,-4.227,-18.456,-13.036,-19.242,-37.322,-2.306,-8.809,-1.813
change-in-inventories,,,,,,,,,,,,,,
change-in-assets-liabilities,-9.788,-17.334,8.924,23.39,-5.634,1.438,-1.548,3.668,-0.187,36.816,-45.16,-15.179,-17.026,25.071
total-change-in-assets-liabilities,-49.42,-93.963,-160.276,46.332,-15.884,-8.1,33.059,-25.437,-42.093,19.874,-88.987,-14.006,-29.522,11.034
cash-flow-from-operating-activities,20.208,-8.757,-227.837,-219.499,-70.422,-57.335,17.609,18.415,18.746,87.732,-9.175,-35.026,-52.266,-59.151
net-change-in-property-plant-equipment,-144.62,-199.219,-148.38,-227.653,-117.062,-181.693,-44.571,-73.219,-49.461,-89.801,-56.368,-22.413,-24.583,-6.486
net-change-in-intangible-assets,50.0,125.0,,38.244,67.5,,0.0,-81.0,0.0,,,,,
net-acquisitions-divestitures,,,-2.789,-538.392,,-9.875,,,-32.95,-17.517,,,,
net-change-in-short-term-investments,358.981,-229.487,-332.18,-448.471,301.277,-106.399,-144.331,66.562,-15.298,29.763,28.047,-145.05,-187.818,26.38
net-change-in-long-term-investments,,,,,,,-1.743,-1.903,-3.633,-2.12,9.244,17.1,19.8,3.0
net-change-in-investments-total,358.981,-229.487,-332.18,-448.471,301.277,-106.399,-146.074,64.659,-18.931,27.643,37.291,-127.95,-168.018,29.38
investing-activities-other,-0.01,-1.753,-0.698,-3.326,-55.388,-0.885,-5.0,,,,,,,31.18
cash-flow-from-investing-activities,264.351,-305.459,-484.047,-1179.598,196.327,-298.852,-195.645,-89.56,-101.342,-79.675,-19.077,-150.363,-192.601,54.074
net-long-term-debt,-374.953,481.687,,,,726.202,,-0.879,-0.195,-0.185,-0.094,316.35,166.979,
net-current-debt,,,,,,,,,,,,,-20.909,0.82
debt-issuance-retirement-net-total,-374.953,481.687,,,,726.202,,-0.879,-0.195,-0.185,-0.094,316.35,146.07,0.82
net-common-equity-issued-repurchased,67.488,60.859,787.165,951.302,197.368,42.766,318.56,33.592,33.103,10.886,28.443,15.22,140.518,64.11
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-80.542,-35.401,-60.057,-25.579,-13.17,-22.297,-6.269,-3.375,-29.404,-74.487,-5.54,-7.0,9.349,-34.843
cash-flow-from-financial-activities,-388.007,507.145,727.108,925.723,184.198,746.671,312.291,29.338,3.504,-63.786,22.809,324.57,295.937,30.087
net-cash-flow,-104.046,189.698,11.29,-478.446,306.705,388.254,134.255,-41.807,-79.092,-55.729,-5.443,139.181,51.07,25.011
stock-based-compensation,,,,,,,,,,,,,,
