,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,4947.0,975.0,4507.0,1631.0,2029.0,2580.0,2501.0,5260.0,4513.0,11862.0,6243.0,2928.0,1585.0,3000.0
total-depreciation-amortization-cash-flow,637.0,789.0,382.0,376.0,467.0,763.0,973.0,628.0,607.0,707.0,816.0,892.0,927.0,929.0
other-non-cash-items,224.0,1803.0,-643.0,833.0,410.0,17.0,4098.0,-1094.0,-568.0,-8546.0,-3469.0,-206.0,62.0,-1189.0
total-non-cash-items,861.0,2592.0,-261.0,1209.0,877.0,780.0,5071.0,-466.0,39.0,-7839.0,-2653.0,686.0,989.0,-260.0
change-in-accounts-receivable,-429.0,-431.0,-803.0,-942.0,-252.0,-504.0,648.0,-220.0,-270.0,227.0,-360.0,-458.0,444.0,539.0
change-in-inventories,-216.0,-29.0,-152.0,97.0,-254.0,-45.0,-103.0,-193.0,156.0,82.0,130.0,-54.0,78.0,-370.0
change-in-accounts-payable,,,,,,,,593.0,315.0,,253.0,141.0,-349.0,
change-in-assets-liabilities,718.0,-869.0,152.0,835.0,621.0,205.0,-894.0,58.0,6.0,135.0,61.0,109.0,-573.0,-161.0
total-change-in-assets-liabilities,176.0,1588.0,-1152.0,-735.0,242.0,194.0,-631.0,104.0,-29.0,974.0,455.0,-461.0,-491.0,-904.0
cash-flow-from-operating-activities,5940.0,5275.0,3058.0,2105.0,3148.0,3545.0,6941.0,4840.0,4491.0,4065.0,3707.0,3153.0,2083.0,1836.0
net-change-in-property-plant-equipment,-951.0,-1055.0,-1215.0,-820.0,-526.0,-537.0,-548.0,-367.0,-424.0,-173.0,-405.0,-526.0,-502.0,-665.0
net-change-in-intangible-assets,,,,,,,,,,,,,,-30.0
net-acquisitions-divestitures,3.0,14.0,975.0,-403.0,3366.0,9.0,-7462.0,-211.0,-762.0,-2232.0,4339.0,-432.0,226.0,843.0
net-change-in-short-term-investments,74.0,975.0,1720.0,-349.0,-1624.0,-44.0,-3607.0,-859.0,-5823.0,-3489.0,138.0,756.0,762.0,1043.0
net-change-in-long-term-investments,,,,,,,4890.0,,3197.0,2075.0,1007.0,,,
net-change-in-investments-total,74.0,975.0,1720.0,-349.0,-1624.0,-44.0,1283.0,-859.0,-2626.0,-1414.0,1145.0,756.0,762.0,1043.0
investing-activities-other,,,,,,,,,,-561.0,,,-280.0,
cash-flow-from-investing-activities,-874.0,-66.0,1480.0,-1572.0,1216.0,-572.0,-6727.0,-1437.0,-3812.0,-4380.0,5079.0,-202.0,206.0,1191.0
net-long-term-debt,-5.0,264.0,-15.0,-689.0,-676.0,892.0,-158.0,-78.0,-930.0,1471.0,1351.0,-1300.0,-1290.0,8.0
net-current-debt,-543.0,727.0,125.0,-449.0,244.0,198.0,49.0,-1.0,-33.0,-26.0,-1688.0,-33.0,30.0,-1625.0
debt-issuance-retirement-net-total,-548.0,991.0,110.0,-1138.0,-432.0,1090.0,-109.0,-79.0,-963.0,1445.0,-337.0,-1333.0,-1260.0,-1617.0
net-common-equity-issued-repurchased,-320.0,-2469.0,-231.0,,288.0,131.0,-1940.0,-620.0,-324.0,827.0,5.0,333.0,170.0,166.0
net-total-equity-issued-repurchased,-320.0,-2469.0,-231.0,,288.0,131.0,-1940.0,-620.0,-324.0,827.0,5.0,333.0,170.0,166.0
total-common-preferred-stock-dividends-paid,-2613.0,-2577.0,-2547.0,-2477.0,-2398.0,-2309.0,-2286.0,-2254.0,-2202.0,-2483.0,-2461.0,-2213.0,-2199.0,-2186.0
financial-activities-other,-54.0,-22.0,15.0,-9.0,105.0,20.0,2.0,296.0,146.0,194.0,211.0,,-62.0,
cash-flow-from-financial-activities,-3535.0,-4077.0,-2653.0,-3624.0,-2437.0,-1068.0,-4333.0,-2657.0,-3343.0,-17.0,-2582.0,-3213.0,-3351.0,-3637.0
net-cash-flow,1490.0,1184.0,1852.0,-3186.0,1985.0,1930.0,-4120.0,743.0,-2650.0,-293.0,6175.0,-217.0,-1032.0,-630.0
stock-based-compensation,221.0,199.0,205.0,235.0,213.0,191.0,154.0,161.0,193.0,183.0,181.0,133.0,112.0,
common-stock-dividends-paid,-2613.0,-2577.0,-2547.0,-2477.0,-2398.0,-2309.0,-2286.0,-2254.0,-2202.0,-2483.0,-2461.0,-2213.0,-2199.0,-2186.0
