,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,48.842,27.724,26.268,26.489,25.314,20.996,26.217,29.783,24.7,19.974,17.089,14.465,6.296,8.791
total-depreciation-amortization-cash-flow,9.755,9.71,8.779,7.952,6.74,5.562,5.287,5.449,5.667,5.897,5.966,4.986,4.686,4.453
other-non-cash-items,13.676,4.461,12.133,13.931,11.803,16.136,9.512,4.617,3.902,5.221,6.776,4.159,8.828,8.38
total-non-cash-items,23.431,14.171,20.912,21.883,18.543,21.698,14.799,10.066,9.569,11.118,12.742,9.145,13.514,12.833
change-in-accounts-receivable,,,,,,,,,,,,,,
change-in-assets-liabilities,0.377,14.121,4.551,2.53,0.713,2.662,0.797,-2.247,1.01,-0.44,-0.218,-0.278,0.546,-0.044
total-change-in-assets-liabilities,0.732,14.631,3.87,-10.852,-2.466,2.101,-1.767,-7.194,-3.748,-0.148,0.341,-4.563,-1.338,-2.444
cash-flow-from-operating-activities,73.005,56.526,51.05,37.52,41.391,44.795,39.249,32.655,30.521,30.944,30.172,19.047,18.472,19.18
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,-16.717,-36.561,-24.293,-19.933,-12.497,-48.271,-9.934,-29.89,-18.879,-3.507,-20.685,-20.023,-6.44,-7.834
net-change-in-short-term-investments,,,,,,,,,,,,,,
net-change-in-investments-total,,,,,,,,,,,,0.5,2.15,-1.45
investing-activities-other,,,,,,,,1.5,,,,,,
cash-flow-from-investing-activities,-23.909,-43.575,-32.492,-26.125,-17.617,-52.449,-14.104,-31.606,-21.633,-7.326,-24.876,-23.536,-8.846,-13.633
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,-20.044,6.773,1.2,8.616,-6.325,22.141,-6.534,17.75,4.087,-12.379,3.513,6.412,-0.245,-0.153
net-common-equity-issued-repurchased,,,,,,,,-4.656,-1.401,-5.529,0.495,0.568,-5.397,-6.2
net-total-equity-issued-repurchased,,,,,,,,-4.656,-1.401,-5.529,0.495,0.568,-5.397,-6.2
total-common-preferred-stock-dividends-paid,-27.31,-15.638,-14.228,-13.341,-11.836,-14.002,-18.349,-13.556,-9.58,-9.438,-7.295,-5.651,-5.489,-6.195
financial-activities-other,-0.307,-2.2,-1.261,-5.163,-4.24,0.742,1.426,0.217,0.756,0.044,0.128,0.184,0.105,
cash-flow-from-financial-activities,-47.661,-11.065,-14.289,-9.888,-22.401,8.881,-23.457,-0.245,-6.138,-27.302,-3.159,1.513,-11.026,-12.548
net-cash-flow,1.435,1.886,4.269,1.507,1.373,1.227,1.688,0.804,2.75,-3.684,2.137,-2.976,-1.4,-7.001
stock-based-compensation,5.939,5.032,4.962,4.491,3.363,2.743,2.102,2.032,1.292,1.573,1.574,1.277,1.038,
common-stock-dividends-paid,-27.31,-15.638,-14.228,-13.341,-11.836,-14.002,-18.349,-13.556,-9.58,-9.438,-7.295,-5.651,-5.489,-6.195
