,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-123.156,-708.373,-119.172,-352.746,-32.348,15.26,51.17,127.877,104.635,-76.229,-8.504,-18.272,63.726,-7.753
total-depreciation-amortization-cash-flow,27.886,48.842,57.224,58.513,46.318,43.604,13.908,8.252,9.384,7.885,3.045,0.493,0.305,0.98
other-non-cash-items,-123.218,334.673,-220.867,160.876,80.172,22.255,41.835,-55.717,-34.168,72.693,46.337,16.657,-37.856,0.087
total-non-cash-items,-95.332,383.515,-163.643,219.389,126.49,65.859,55.743,-47.465,-24.784,80.578,49.382,17.15,-37.551,1.067
change-in-accounts-receivable,4.959,9.18,30.144,103.1,-54.739,-14.67,-11.094,-27.181,-16.991,3.596,-7.352,-4.444,-7.385,3.766
change-in-inventories,2.199,6.511,-15.653,-69.318,5.627,-10.13,-31.152,-19.794,0.701,2.774,6.89,6.16,6.357,-20.644
change-in-accounts-payable,-9.514,-17.222,-7.398,16.362,-6.866,-1.319,18.903,-2.203,0.165,-7.851,3.315,0.907,2.896,-5.524
change-in-assets-liabilities,9.439,-73.425,-10.354,-75.251,5.092,5.228,2.936,-6.467,4.477,-10.26,13.291,-2.174,-4.153,-0.073
total-change-in-assets-liabilities,-43.307,-43.43,-40.494,-64.608,-26.828,10.301,-60.567,15.963,-12.384,-3.398,-2.801,37.219,5.946,-17.119
cash-flow-from-operating-activities,-261.795,-368.288,-323.309,-197.965,67.314,91.42,46.346,96.375,67.467,0.951,38.077,36.097,32.121,-23.805
net-change-in-property-plant-equipment,12.665,-4.525,-2.176,-2.305,-7.289,-13.574,-1.005,-1.269,-0.34,-0.342,-19.395,-1.562,-0.79,-3.313
net-change-in-intangible-assets,0.0,0.0,-10.0,-112.617,-15.0,,-36.678,-7.0,0.263,,-2.0,-14.929,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,,-0.025,,19.773,-3.625,51.781,-28.973,85.63,-19.6,27.946,-5.317,-11.413,-5.505,9.533
net-change-in-investments-total,,-0.025,,19.773,-3.625,51.781,-28.973,85.63,-19.6,27.946,-5.317,-11.413,-5.505,9.533
investing-activities-other,,,,0.035,0.092,0.011,3.148,1.049,1.278,-1.652,,-5.0,,
cash-flow-from-investing-activities,179.048,-4.55,425.699,-123.511,-84.756,-504.361,-63.508,78.41,-18.399,-11.216,-50.246,-32.904,-6.295,6.22
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,163.0,-55.0,145.803,400.0,,,216.777,,,,,,,
net-common-equity-issued-repurchased,15.608,48.619,-54.098,95.198,17.343,263.812,11.36,6.725,3.361,1.804,5.542,9.33,23.965,6.825
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-5.975,-10.69,-21.129,-170.37,-8.51,7.675,-7.216,9.393,,,,,,
cash-flow-from-financial-activities,172.633,-17.071,70.576,324.828,8.833,271.487,220.921,16.118,3.361,1.804,5.542,9.33,23.965,6.825
net-cash-flow,88.12,-389.967,172.266,2.432,-5.986,-142.719,204.064,189.018,54.139,-8.793,-7.109,12.597,49.824,-10.799
stock-based-compensation,,,,,,,,,,,,,,
