,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,630.059,866.978,636.484,539.362,525.433,398.354,397.232,306.627,237.272,193.465,188.658,127.125,109.891,86.251
total-depreciation-amortization-cash-flow,642.591,580.723,504.236,452.225,302.353,263.538,222.58,212.556,193.337,189.603,170.466,152.817,125.254,114.055
other-non-cash-items,129.851,130.428,63.019,135.366,166.197,23.648,44.455,5.806,54.085,11.645,12.162,11.693,22.379,29.797
total-non-cash-items,772.442,711.151,567.2549,587.591,468.55,287.186,267.035,218.362,247.422,201.248,182.628,164.51,147.633,143.852
change-in-accounts-receivable,-207.785,-32.836,78.258,-160.124,-74.786,-9.599,-83.705,-128.979,-17.37,-46.599,-108.072,-22.802,-38.918,-22.502
change-in-inventories,-9.307,-0.972,-0.666,12.951,8.117,-8.111,-0.279,-12.329,0.188,0.29,-2.542,5.435,-8.405,-2.078
change-in-accounts-payable,65.202,6.96,-13.197,0.007,2.974,4.13,35.265,17.504,30.812,-53.417,2.32,1.768,14.465,14.382
change-in-assets-liabilities,237.754,-194.483,-65.103,-45.913,-10.279,-17.985,31.053,43.766,10.76,1.777,-3.39,3.765,-10.006,-17.832
total-change-in-assets-liabilities,51.508,-270.454,41.898,-87.025,-146.956,10.325,44.047,21.305,-28.25,-47.422,-89.484,-17.07,-24.806,-1.238
cash-flow-from-operating-activities,1454.009,1307.675,1245.637,1039.928,847.027,695.865,708.314,546.294,456.444,347.291,281.802,274.565,232.718,228.865
net-change-in-property-plant-equipment,-720.621,-636.231,-753.123,-626.788,-454.384,-527.526,-283.618,-187.737,-183.29,-209.012,-178.197,-246.786,-192.701,-163.106
net-change-in-intangible-assets,-36.819,-29.646,-18.472,-21.432,-13.517,-56.805,-22.87,-20.62,-10.78,-12.485,-4.201,-3.542,-0.254,0.0
net-acquisitions-divestitures,,,,-1478.129,-7.476,-67.877,-40.54,-65.341,-14.486,-3.529,-5.719,-24.061,-13.731,-119.683
net-change-in-short-term-investments,,,,,,,,,,,,,,
net-change-in-investments-total,,,,,,,,,,,,,,
cash-flow-from-investing-activities,-828.937,-1005.851,-789.774,-1405.943,-284.567,-688.429,-701.631,-565.091,-520.896,-394.321,-170.607,-287.666,-177.544,-443.968
net-long-term-debt,-75.0,,,485.675,-14.93,-24.7,-17.083,-25.701,-27.625,,,,,111.827
net-current-debt,,,,,,,,,,-32.352,-15.317,-22.359,-30.783,-21.848
debt-issuance-retirement-net-total,-75.0,,,485.675,-14.93,-24.7,-17.083,-25.701,-27.625,-32.352,-15.317,-22.359,-30.783,89.979
net-common-equity-issued-repurchased,-531.778,-96.729,-636.481,-293.582,-185.203,-138.639,38.147,38.9,34.724,29.789,-12.638,29.085,21.704,51.744
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-3.009,-14.255,-40.196,-48.246,79.809,43.95,44.97,35.654,27.742,19.333,16.301,30.357,8.215,-0.832
cash-flow-from-financial-activities,-609.787,-110.984,-676.677,143.847,-120.324,-119.389,66.034,48.853,34.841,16.77,-11.654,37.083,-0.865,140.891
net-cash-flow,3.203,200.062,-231.261,-233.081,432.826,-114.743,73.974,28.635,-27.212,-28.771,87.58,20.369,49.488,-76.727
stock-based-compensation,,,,,,,,,,,,,,
