,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,120.129,30.683,37.631,-2.312,13.089,-97.775,-98.583,-382.342,113.273,136.223,86.613,65.118,38.255,30.102
total-depreciation-amortization-cash-flow,14.058,17.858,20.418,20.995,29.144,38.082,203.604,621.09,36.165,29.888,21.613,13.774,10.558,7.791
other-non-cash-items,46.314,80.49,51.768,107.447,54.997,-15.384,9.721,-90.268,80.522,68.115,72.716,20.302,39.095,20.644
total-non-cash-items,60.372,98.348,72.186,128.442,84.141,22.698,213.325,530.822,116.687,98.003,94.329,34.076,49.653,28.435
change-in-accounts-receivable,12.224,-34.672,-36.0,-36.493,-5.29,41.578,-42.84,-6.526,-10.494,5.2,-60.478,-32.013,-18.564,-34.616
change-in-inventories,,,,,,,10.622,-2.033,1.981,-14.996,-4.095,2.766,-7.803,-2.012
change-in-accounts-payable,3.165,-2.843,3.97,7.639,-3.168,-9.876,8.072,-1.521,4.606,1.674,-11.124,-1.089,-16.531,20.135
change-in-assets-liabilities,14.069,-17.628,-7.91,2.103,-157.801,151.742,-1.108,-2.239,-1.967,5.05,0.118,1.561,-1.66,-2.736
total-change-in-assets-liabilities,42.982,-23.3,-47.558,-18.345,-162.764,177.34,-45.248,-7.27,-23.687,13.433,-30.201,-6.109,-44.828,-14.997
cash-flow-from-operating-activities,223.483,105.731,62.259,107.785,-65.534,102.263,69.494,141.21,206.273,247.659,150.741,93.085,43.08,43.54
net-change-in-property-plant-equipment,-5.789,-9.836,-15.487,-1.429,-12.137,-40.038,-47.319,-43.43,-61.33,-35.362,-27.753,-24.796,-29.186,-20.184
net-change-in-intangible-assets,,,,,,,,,-2.376,-5.214,-4.73,,,
net-acquisitions-divestitures,-9.26,-33.715,-35.522,-68.717,4.233,3.519,-12.499,-132.235,-3.821,-53.572,-471.319,-102.297,-14.077,-144.517
net-change-in-short-term-investments,,,,,,,,,,,,,,
net-change-in-investments-total,-7.144,-0.476,-1.04,1.515,-6.407,-10.067,,-4.5,-5.0,,,,,32.0
investing-activities-other,,,,1.21,0.011,0.128,-0.175,-0.545,-1.089,-3.107,-1.849,2.769,-4.797,
cash-flow-from-investing-activities,-22.193,-44.027,-52.049,-67.421,-14.3,-46.458,-59.993,-180.71,-73.616,-97.255,-505.651,-124.324,-48.06,-132.701
net-long-term-debt,-91.45,-5.319,-5.0,-3.0,54.346,-55.807,-44.441,-37.485,-44.838,-44.338,215.08,-4.775,-52.022,43.235
net-current-debt,7.5,,,-15.0,15.0,,,,,-80.5,80.5,,,
debt-issuance-retirement-net-total,-83.95,-5.319,-5.0,-18.0,69.346,-55.807,-44.441,-37.485,-44.838,-124.838,295.58,-4.775,-52.022,43.235
net-common-equity-issued-repurchased,-179.59,-0.003,-9.832,-1.978,2.997,3.442,4.069,5.394,-4.091,9.114,6.654,6.327,129.3,5.498
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-3.884,-0.216,7.317,-0.916,-1.78,-0.682,-2.588,-0.7,2.082,-3.042,-0.667,1.656,-5.308,-0.02
cash-flow-from-financial-activities,-267.424,-5.538,-7.515,-20.894,70.563,-53.047,-42.96,-32.791,-46.847,-118.766,301.567,3.208,71.97,48.713
net-cash-flow,-66.134,56.166,2.695,19.47,-9.271,2.758,-33.459,-72.291,85.81,31.638,-53.343,-28.031,66.99,-40.448
stock-based-compensation,,,,,,,,,,,,,,
