,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,30.047,22.943,20.518,17.61,18.156,15.484,15.068,11.564,8.499,8.491,7.445,6.839,5.8841,5.2361
total-depreciation-amortization-cash-flow,5.463,4.586,4.225,4.109,3.804,3.732,4.699,5.065,4.704,3.831,2.686,2.583,2.2597,1.7616
other-non-cash-items,2.775,1.368,2.599,-0.305,1.126,1.078,0.572,2.125,1.427,2.353,1.602,1.238,1.2323,0.4606
total-non-cash-items,8.238,5.954,6.824,3.804,4.93,4.81,5.271,7.19,6.131,6.184,4.288,3.821,3.492,2.2222
change-in-accounts-receivable,,,,,,,,,,,,,,
change-in-accounts-payable,-0.039,0.012,-0.015,-0.224,0.163,0.331,-0.516,0.052,-1.391,-0.278,-0.408,-0.073,0.022,0.6023
change-in-assets-liabilities,-1.285,0.786,0.108,0.604,1.05,-2.392,-1.1,-1.051,4.091,-1.413,2.853,1.57,0.1611,1.406
total-change-in-assets-liabilities,1.563,-0.806,-0.499,0.472,3.111,-0.979,-1.207,-0.273,-0.027,-1.009,3.442,3.906,-2.5639,0.7298
cash-flow-from-operating-activities,39.848,28.091,26.843,21.886,26.197,19.315,19.132,18.481,14.603,13.666,15.175,14.566,6.8122,8.1881
net-change-in-property-plant-equipment,-5.971,-4.568,-3.973,-2.939,-2.492,-2.188,-2.348,-2.812,-1.539,-2.909,-2.812,-1.956,-1.4531,-1.0867
net-change-in-intangible-assets,,-0.25,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,,-1.3,,,,,,,,,0.099,1.017,8.4057,5.8996
net-change-in-investments-total,,-1.3,,,,,,,,,0.099,1.017,8.4057,5.8996
investing-activities-other,,,,,-0.657,,,,,,,,,
cash-flow-from-investing-activities,-5.971,-6.118,-3.75,-1.326,-5.723,-2.188,-2.348,-6.927,-16.98,-3.002,-15.264,-0.939,-13.6679,0.3537
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,36.772,-2.581,-2.294,-2.501,-2.412,-2.222,-2.158,-1.803,8.458,-5.236,9.612,-8.099,9.6217,-3.4296
net-common-equity-issued-repurchased,-1.853,-1.668,0.344,-1.765,0.06,0.785,0.756,0.422,-0.189,-0.066,-8.276,0.097,-0.3099,-5.6786
net-total-equity-issued-repurchased,-1.853,-1.668,0.344,-1.765,0.06,0.785,0.756,0.422,-0.189,-0.066,-8.276,0.097,-0.3099,-5.6786
total-common-preferred-stock-dividends-paid,-16.859,-16.867,-30.552,-12.843,,-2.142,-17.363,-5.912,-5.061,-4.263,-3.771,-3.324,-2.7561,-2.2581
financial-activities-other,-72.557,,,0.24,0.622,0.755,2.078,0.407,0.046,0.017,0.68,0.08,0.3415,
cash-flow-from-financial-activities,-54.497,-21.116,-32.502,-16.869,-1.73,-2.824,-16.687,-6.886,3.254,-9.548,-1.755,-11.246,6.8973,-11.3663
net-cash-flow,-21.742,1.712,-9.124,2.103,17.95,13.806,0.204,4.563,1.007,1.403,-2.246,2.479,0.0324,-2.8037
stock-based-compensation,1.514,1.845,1.929,1.383,0.742,0.955,0.388,0.763,0.779,0.619,1.016,1.093,1.0226,0.1122
common-stock-dividends-paid,-16.859,-16.867,-30.552,-12.843,,-2.142,-17.363,-5.912,-5.061,-4.263,-3.771,-3.324,-2.7561,-2.2581
