,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,228.724,125.449,156.366,151.087,128.198,104.151,97.866,109.977,-342.117,112.602,-525.192,151.118,-55.783,141.999
total-depreciation-amortization-cash-flow,161.779,131.159,126.658,94.881,98.17,106.197,98.897,105.24,418.426,103.76,800.315,86.411,82.586,90.117
other-non-cash-items,20.21,56.189,41.74,30.297,30.52,24.054,31.584,25.206,82.574,41.884,27.792,35.867,207.788,-7.609
total-non-cash-items,181.989,187.348,168.398,125.178,128.69,130.251,130.481,130.446,501.0,145.644,828.107,122.278,290.374,82.508
change-in-accounts-receivable,-21.196,-48.279,-52.78,-16.963,-28.088,-19.492,-16.266,7.669,-5.64,21.082,-11.171,-0.492,-18.961,-14.315
change-in-inventories,-13.338,-17.838,-4.021,3.364,-2.956,-1.571,0.785,3.766,1.989,-4.376,-9.669,-12.988,-6.475,-5.918
change-in-accounts-payable,-12.732,0.034,22.076,1.174,4.599,-7.08,-3.257,2.208,0.071,-11.349,8.321,2.076,-2.586,2.248
change-in-assets-liabilities,30.464,68.36,11.933,32.227,7.846,-6.845,-7.015,-18.878,-11.934,-17.621,-28.554,17.448,-21.689,18.218
total-change-in-assets-liabilities,14.814,5.943,-13.494,28.216,-3.774,-25.357,-25.86,-27.784,7.556,-43.575,-32.599,18.931,-58.618,-7.723
cash-flow-from-operating-activities,441.14,318.074,316.899,306.833,252.132,209.045,208.006,206.842,168.236,215.577,275.566,292.327,175.973,216.784
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,-824.868,47.45,-648.482,-247.651,-234.267,-29.218,-16.861,,,-83.347,-69.151,-11.584,-30.862,-3.4
net-change-in-short-term-investments,-25.125,-46.217,-40.248,,,,,,,,,,,
net-change-in-long-term-investments,35.849,9.128,47.652,-14.492,-5.648,-5.982,6.619,7.051,44.864,-48.507,39.005,35.138,-84.919,-15.175
net-change-in-investments-total,10.724,-37.089,7.404,-14.492,-5.648,-5.982,6.619,7.051,44.864,-48.507,39.005,35.138,-84.919,-15.175
investing-activities-other,-0.805,-0.516,3.694,-2.221,-1.15,0.307,2.786,5.447,0.95,2.623,0.051,2.668,,
cash-flow-from-investing-activities,-955.003,-72.586,-692.672,-327.616,-297.99,-74.047,-54.99,-36.645,2.954,-209.084,-228.737,-204.716,-297.398,-112.963
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,554.0251,-135.579,388.03,75.183,104.384,-11.5,-66.231,-2.257,197.837,-36.13,65.46,-64.545,269.458,-203.605
net-common-equity-issued-repurchased,23.811,-68.039,10.93,-78.111,-48.33,-165.932,-64.189,-283.795,-352.035,-45.078,-86.917,12.36,-227.058,9.126
net-total-equity-issued-repurchased,23.811,-68.039,10.93,-78.111,-48.33,-165.932,-64.189,-283.795,-352.035,-45.078,-86.917,12.36,-227.058,9.126
total-common-preferred-stock-dividends-paid,,,,,,,,,,,,,,-1.4
financial-activities-other,-19.777,-4.858,-18.204,-4.33,5.36,93.195,19.299,14.266,-13.697,0.231,3.788,5.758,-36.832,0.639
cash-flow-from-financial-activities,558.059,-208.476,380.756,-7.258,61.414,-84.237,-111.121,-271.786,-167.895,-80.977,-17.669,-46.427,5.568,-195.24
net-cash-flow,30.987,46.437,-0.069,-42.612,4.096,46.242,40.78,-110.255,-3.414,-61.018,18.143,50.069,60.559,-92.745
stock-based-compensation,47.346,44.003,43.642,40.122,31.035,24.542,21.855,21.706,25.526,23.652,24.212,26.017,21.09,16.974
common-stock-dividends-paid,,,,,,,,,,,,,,-1.4
