,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,58.699,55.682,50.538,53.143,53.369,64.613,59.3,64.99,52.695,40.049,36.371,45.449,36.74,28.635
total-depreciation-amortization-cash-flow,41.894,42.652,39.023,37.114,34.384,28.547,29.792,28.901,27.141,25.429,24.818,6.536,12.713,14.15
other-non-cash-items,1.843,-2.401,5.907,8.011,10.049,0.912,-2.702,8.158,-0.903,2.172,-5.593,-7.759,-5.141,0.891
total-non-cash-items,43.737,40.251,44.93,45.125,44.433,29.459,27.09,37.059,26.238,27.601,19.225,-1.223,7.572,15.041
change-in-accounts-receivable,-9.398,-4.236,1.564,-11.835,-5.215,-13.778,-7.263,5.032,-15.817,7.478,-4.979,-5.314,-12.479,-8.026
change-in-inventories,-0.317,0.355,0.06,-0.441,0.019,-0.486,0.759,0.434,-0.372,-0.251,-0.488,-0.103,-0.754,-0.364
change-in-accounts-payable,3.467,-2.615,-1.535,4.251,2.827,2.495,0.831,-1.113,-0.352,-2.9,0.391,0.122,1.392,-0.098
change-in-assets-liabilities,-5.271,1.199,0.389,-7.334,-0.824,-8.058,-12.619,-12.284,-6.712,11.54,-16.287,6.401,-5.259,-2.586
total-change-in-assets-liabilities,-4.001,-1.467,-4.586,-14.913,-15.863,8.276,-22.017,-19.691,-15.572,17.5,1.285,3.598,-8.583,3.828
cash-flow-from-operating-activities,98.435,94.466,90.882,83.355,81.939,102.348,64.373,82.358,63.361,85.15,56.881,47.824,35.729,47.504
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,-0.527,,,,-0.768,-21.0,-7.5,-7.5,-14.342,,,-91.07,,
net-change-in-short-term-investments,-8.772,18.953,-13.978,-12.966,-13.379,-11.766,-49.042,-11.331,-49.456,-18.025,-0.152,5.236,-3.245,-1.168
net-change-in-long-term-investments,-0.444,-0.246,-1.282,-0.674,-1.975,,,,,,5.99,2.521,0.25,0.155
net-change-in-investments-total,-9.216,18.707,-15.26,-13.64,-15.354,-11.766,-49.042,-11.331,-49.456,-18.025,5.838,7.757,-2.995,-1.013
investing-activities-other,5.853,4.08,-3.615,-0.728,2.389,19.904,47.32,10.457,49.74,22.52,25.457,-18.714,-4.672,-2.034
cash-flow-from-investing-activities,-33.662,-9.56,-81.476,-72.784,-67.031,-56.3,-31.225,-31.746,-46.351,-39.185,-11.117,-120.838,-42.273,-20.038
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,-48.696,-23.481,-3.278,106.911,-2.436,,,,,-50.502,43.067,-2.677,-2.495,-2.213
net-common-equity-issued-repurchased,1.998,2.524,2.577,10.634,0.434,-3.709,13.412,8.392,-3.289,15.395,6.663,5.977,5.67,1.426
net-total-equity-issued-repurchased,1.998,2.524,2.577,-119.904,0.434,-3.709,13.412,8.392,-3.289,15.395,6.663,5.977,5.67,1.426
total-common-preferred-stock-dividends-paid,-29.827,-28.237,-25.795,-30.075,-27.374,-26.14,-39.52,-24.623,-23.453,-22.181,-19.879,-9.769,-8.109,-6.721
financial-activities-other,-0.749,0.12,-0.635,1.393,-0.748,-1.195,-1.347,-1.851,-0.812,1.312,-28.961,31.184,1.286,0.311
cash-flow-from-financial-activities,-77.274,-49.074,-27.131,-41.675,-30.124,-31.044,-27.455,-18.082,-27.554,-55.976,0.89,24.715,-3.648,-7.197
net-cash-flow,-12.501,35.832,-17.725,-31.104,-15.216,15.004,5.693,32.53,-10.544,-10.011,46.654,-48.299,-10.192,20.269
stock-based-compensation,1.778,1.678,0.509,1.982,2.021,2.298,2.366,2.751,0.321,1.134,2.15,2.318,2.309,
common-stock-dividends-paid,-29.827,-28.237,-25.795,-21.089,-18.704,-8.671,-30.849,-15.952,-14.78,-13.508,-11.543,-9.769,-8.109,-6.721
