,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,12382.0,10823.0,7073.0,5868.0,5619.0,5673.0,5526.0,5142.0,4634.0,3822.0,2977.0,4654.0,4159.0,3083.0
total-depreciation-amortization-cash-flow,2428.0,2245.0,2055.0,1693.0,1478.0,1375.0,1309.0,1124.0,1064.0,991.0,981.0,796.0,670.0,453.0
other-non-cash-items,609.0,-151.0,484.0,98.0,-51.0,249.0,498.0,393.0,574.0,341.0,-153.0,566.0,474.0,135.0
total-non-cash-items,3037.0,2094.0,2539.0,1791.0,1427.0,1624.0,1807.0,1517.0,1638.0,1332.0,828.0,1362.0,1144.0,588.0
change-in-accounts-receivable,,,,,,,,,,,,,,
change-in-accounts-payable,1831.0,1284.0,1849.0,2585.0,484.0,509.0,101.0,377.0,-88.0,424.0,-41.0,149.0,597.0,196.0
change-in-assets-liabilities,-712.0,-473.0,-1803.0,-1193.0,-205.0,-957.0,-348.0,53.0,446.0,-152.0,-15.0,-363.0,-293.0,-300.0
total-change-in-assets-liabilities,294.0,679.0,183.0,2081.0,1005.0,-306.0,-178.0,309.0,1.0,471.0,433.0,-139.0,1223.0,412.0
cash-flow-from-operating-activities,15713.0,13596.0,9795.0,9740.0,8051.0,6991.0,7155.0,6968.0,6273.0,5625.0,4238.0,5877.0,6526.0,4083.0
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,-4099.0,-4319.0,-5927.0,-531.0,799.0,-1611.0,-1299.0,-1695.0,-2157.0,249.0,-653.0,-3014.0,-755.0,-55.0
net-change-in-investments-total,-4099.0,-4319.0,-5927.0,-531.0,799.0,-1611.0,-1299.0,-1695.0,-2157.0,249.0,-653.0,-3014.0,-755.0,-55.0
investing-activities-other,-226.0,-126.0,37.0,-144.0,115.0,191.0,,,,,,,,
cash-flow-from-investing-activities,-12385.0,-8599.0,-9355.0,-18395.0,-2534.0,-3089.0,-8649.0,-4172.0,-5339.0,-976.0,-5072.0,-4147.0,-2101.0,-3489.0
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,4134.0,-2615.0,990.0,14607.0,391.0,152.0,4567.0,346.0,94.0,-1449.0,1135.0,3579.0,577.0,2656.0
net-common-equity-issued-repurchased,-3662.0,-812.0,-851.0,-798.0,-3546.0,-2572.0,-2006.0,-2613.0,-2245.0,-1519.0,-2385.0,-5887.0,-1948.0,-2134.0
net-total-equity-issued-repurchased,-3662.0,-812.0,-851.0,-798.0,-3546.0,-2572.0,-2006.0,-2613.0,-2245.0,-1519.0,-2385.0,-5887.0,-1948.0,-2134.0
total-common-preferred-stock-dividends-paid,-3320.0,-2773.0,-2261.0,-1786.0,-1362.0,-1056.0,-820.0,-651.0,-449.0,-36.0,-37.0,-40.0,-41.0,-19.0
financial-activities-other,-1517.0,2759.0,1111.0,216.0,-776.0,-1470.0,-1270.0,428.0,989.0,729.0,682.0,-837.0,1886.0,333.0
cash-flow-from-financial-activities,-4365.0,-3441.0,-1011.0,12239.0,-5293.0,-4946.0,471.0,-2490.0,-1611.0,-2275.0,-605.0,-3185.0,474.0,836.0
net-cash-flow,-1115.0,1551.0,-493.0,3428.0,219.0,-1130.0,-1023.0,306.0,-677.0,2374.0,-1439.0,-1455.0,4899.0,1430.0
stock-based-compensation,638.0,597.0,485.0,406.0,364.0,331.0,421.0,401.0,326.0,334.0,305.0,505.0,404.0,306.0
common-stock-dividends-paid,-3320.0,-2773.0,-2261.0,-1786.0,-1362.0,-1056.0,-820.0,-651.0,-449.0,-36.0,-37.0,-40.0,-41.0,-19.0
