,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,4389.0,2743.0,3432.0,2696.0,2373.0,1996.0,2006.0,2842.0,1573.0,1375.0,902.0,1082.0,1036.0,1424.0
total-depreciation-amortization-cash-flow,2309.0,2162.0,2000.0,1939.0,1862.0,1808.0,1741.0,1535.0,1502.0,1505.0,1495.0,1504.0,1409.0,1374.0
other-non-cash-items,30.0,817.0,179.0,4335.0,3729.0,4148.0,4091.0,2587.0,2857.0,3420.0,2960.0,2593.0,2340.0,2451.0
total-non-cash-items,2339.0,2979.0,2179.0,6274.0,5591.0,5956.0,5832.0,4122.0,4359.0,4925.0,4455.0,4097.0,3749.0,3825.0
change-in-accounts-receivable,-423.0,-601.0,10.0,-4114.0,-3645.0,-4395.0,-3896.0,-3248.0,-2789.0,-3180.0,-3328.0,-3345.0,-3043.0,-2649.0
change-in-inventories,-242.0,-69.0,-112.0,-314.0,-232.0,-19.0,-122.0,-18.0,-287.0,-191.0,159.0,-241.0,-12.0,28.0
change-in-accounts-payable,698.0,374.0,144.0,192.0,444.0,142.0,355.0,313.0,229.0,280.0,-198.0,-29.0,115.0,343.0
change-in-assets-liabilities,,,,,,,,-78.0,,58.0,,,,
total-change-in-assets-liabilities,33.0,-296.0,42.0,-4236.0,-3516.0,-4272.0,-3663.0,-3031.0,-2847.0,-3553.0,-3367.0,-3615.0,-2940.0,-2278.0
cash-flow-from-operating-activities,6761.0,5426.0,5653.0,4734.0,4448.0,3680.0,4175.0,3933.0,3085.0,2747.0,1990.0,1564.0,1845.0,2971.0
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,-445.0,-1187.0,-550.0,-278.0,-715.0,-448.0,-228.0,-1401.0,-196.0,-20.0,108.0,735.0,539.0,194.0
net-change-in-short-term-investments,,,,,,,,,,,,,,
net-change-in-investments-total,57.0,-73.0,64.0,63.0,-37.0,36.0,16.0,80.0,472.0,303.0,21.0,207.0,26.0,-311.0
investing-activities-other,60.0,-4.0,6.0,7.0,10.0,9.0,11.0,5.0,10.0,-1.0,4.0,23.0,-7.0,28.0
cash-flow-from-investing-activities,-3901.0,-4279.0,-3240.0,-2583.0,-2918.0,-2346.0,-2063.0,-2995.0,-1039.0,-1035.0,-1467.0,-479.0,-1307.0,-1681.0
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,-344.0,1509.0,815.0,778.0,778.0,-692.0,1724.0,-1589.0,2533.0,-1459.0,-260.0,-1270.0,17595.0,-106.0
net-common-equity-issued-repurchased,-1530.0,-2051.0,-2751.0,-2397.0,-1750.0,-500.0,,1003.0,,,,100.0,-20909.0,-847.0
net-total-equity-issued-repurchased,-1530.0,-2051.0,-2751.0,-2397.0,-1750.0,-500.0,,1003.0,,,,100.0,-20909.0,-847.0
total-common-preferred-stock-dividends-paid,-487.0,,,,,,,,,,,,-201.0,-258.0
financial-activities-other,-714.0,-519.0,-572.0,-357.0,-406.0,-433.0,-3504.0,-390.0,-4480.0,-406.0,-191.0,-156.0,3275.0,-1.0
cash-flow-from-financial-activities,-3075.0,-1061.0,-2508.0,-1976.0,-1378.0,-1625.0,-1780.0,-976.0,-1947.0,-1865.0,-451.0,-1326.0,-240.0,-1212.0
net-cash-flow,-230.0,86.0,-95.0,175.0,152.0,-291.0,332.0,-38.0,99.0,-153.0,72.0,-241.0,298.0,78.0
stock-based-compensation,268.0,270.0,251.0,239.0,163.0,113.0,56.0,26.0,32.0,40.0,32.0,24.0,324.0,30.0
common-stock-dividends-paid,-487.0,,,,,,,,,,,,-201.0,-258.0
