,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,8394.0,1979.0,7722.0,6939.0,5158.0,5081.0,4345.0,3683.0,4627.0,4605.0,4052.0,3078.0,2950.0,3674.0
total-depreciation-amortization-cash-flow,1946.0,1955.0,2105.0,2108.0,2092.0,1286.0,1088.0,1060.0,1017.0,1049.0,1073.0,1202.0,963.0,841.0
other-non-cash-items,334.0,-667.0,526.0,-431.0,356.0,317.0,494.0,82.0,460.0,573.0,436.0,1562.0,1013.0,386.0
total-non-cash-items,2280.0,1288.0,2631.0,1677.0,2448.0,1603.0,1582.0,1142.0,1477.0,1622.0,1509.0,2764.0,1976.0,1227.0
change-in-accounts-receivable,-378.0,-58.0,-214.0,-420.0,136.0,-38.0,348.0,-557.0,-210.0,-36.0,65.0,38.0,-355.0,-308.0
change-in-inventories,-3.0,133.0,-80.0,481.0,327.0,-7.0,-150.0,-383.0,153.0,-134.0,-59.0,-109.0,-561.0,-370.0
change-in-accounts-payable,-143.0,424.0,-44.0,-12.0,228.0,60.0,161.0,-95.0,142.0,71.0,95.0,-181.0,-24.0,72.0
change-in-assets-liabilities,35.0,-24.0,-128.0,155.0,-1.0,-59.0,-656.0,576.0,20.0,-3.0,342.0,-67.0,32.0,-47.0
total-change-in-assets-liabilities,622.0,7910.0,1.0,1115.0,1346.0,-393.0,-45.0,294.0,-317.0,109.0,427.0,-441.0,463.0,10.0
cash-flow-from-operating-activities,11296.0,11177.0,10354.0,9731.0,8952.0,6291.0,5882.0,5119.0,5787.0,6336.0,5988.0,5401.0,5389.0,4911.0
net-change-in-property-plant-equipment,-738.0,-664.0,-738.0,-320.0,-715.0,-673.0,-689.0,-567.0,-580.0,-530.0,-672.0,-1267.0,-1218.0,-867.0
net-change-in-intangible-assets,,,,,-285.0,0.0,-25.0,,,,,,,
net-acquisitions-divestitures,195.0,-19.0,,-359.0,-165.0,-9434.0,-2390.0,-701.0,,,-56.0,-697.0,-2167.0,
net-change-in-short-term-investments,,,,,,,,,,,,,,
net-change-in-investments-total,15027.0,-3193.0,-7677.0,-4421.0,-4982.0,2248.0,-6875.0,437.0,-3475.0,-2723.0,-2565.0,-52.0,-1536.0,841.0
investing-activities-other,-145.0,-148.0,-243.0,-447.0,395.0,-610.0,-11.0,45.0,-97.0,51.0,128.0,24.0,-210.0,-33.0
cash-flow-from-investing-activities,14339.0,-4024.0,-8658.0,-5547.0,-5752.0,-8469.0,-9990.0,-786.0,-4152.0,-3202.0,-3165.0,-1992.0,-5131.0,-59.0
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,-1121.0,71.0,3593.0,1065.0,-1129.0,4683.0,4810.0,7887.0,2471.0,980.0,-1009.0,2142.0,-214.0,-1175.0
net-common-equity-issued-repurchased,-17794.0,-3160.0,-2965.0,-1867.0,48.0,-536.0,-3319.0,-8073.0,-3706.0,-3208.0,-2113.0,-4823.0,-1472.0,-3343.0
net-total-equity-issued-repurchased,-17794.0,-3160.0,-2965.0,-1867.0,48.0,-536.0,-3319.0,-8073.0,-3706.0,-3208.0,-2113.0,-4823.0,-1472.0,-3343.0
total-common-preferred-stock-dividends-paid,-3507.0,-3365.0,-2998.0,-2396.0,-1851.0,-1415.0,-1118.0,-500.0,,,,,,
financial-activities-other,-68.0,-140.0,-229.0,-573.0,-342.0,-6.0,46.0,12.0,3.0,204.0,49.0,13.0,871.0,-20.0
cash-flow-from-financial-activities,-22490.0,-6594.0,-2599.0,-3771.0,-3274.0,2726.0,419.0,-674.0,-1232.0,-2024.0,-3073.0,-2668.0,-815.0,-4538.0
net-cash-flow,3145.0,559.0,-903.0,413.0,-74.0,548.0,-3689.0,3659.0,403.0,1110.0,-250.0,741.0,-557.0,314.0
stock-based-compensation,311.0,329.0,311.0,322.0,408.0,403.0,362.0,341.0,353.0,284.0,262.0,263.0,403.0,106.0
common-stock-dividends-paid,-3507.0,-3365.0,-2998.0,-2396.0,-1851.0,-1415.0,-1118.0,-500.0,0.0,0.0,,,,
