,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-32.1259,-25.9213,-19.8029,-14.4205,-21.3272,-48.7833,-54.0215,-21.4446,-2.6834,-5.5012,-7.8641,-3.7189,-4.575,0.07
total-depreciation-amortization-cash-flow,0.6501,0.5144,0.7624,0.8223,1.879,1.2345,1.0874,1.176,1.3892,1.2337,0.9117,0.9497,0.7569,0.71
other-non-cash-items,14.4879,7.9789,10.3813,8.9514,10.9782,7.9535,7.3873,4.4917,4.0411,2.3893,1.4477,0.1616,-0.0045,
total-non-cash-items,15.138,8.4932,11.1436,9.7736,12.8572,9.188,8.4747,5.6677,5.4303,3.623,2.3594,1.1113,0.7523,0.71
change-in-accounts-receivable,-0.6239,-0.9623,-1.1625,-0.5747,0.1063,-0.1464,-0.2091,0.2845,-1.0147,1.737,-0.5424,-1.2128,-0.6383,
change-in-inventories,-0.8356,0.3435,-6.0958,-3.9516,-1.1205,-0.15,-0.1455,0.4328,0.1515,0.0733,-0.6026,0.101,-0.6083,
change-in-accounts-payable,0.2699,-1.6368,1.863,-1.2993,-3.3916,-6.1474,9.469,1.705,0.2708,-1.8222,2.2281,0.0626,1.1249,
change-in-assets-liabilities,-2.2424,-1.4292,1.6019,-2.8556,17.1336,-4.6258,5.6856,2.5715,-0.0535,0.4634,0.1531,0.2581,0.5374,
total-change-in-assets-liabilities,-3.4321,-3.6849,-3.7934,-8.6812,12.7277,-11.0697,14.8,4.9937,-0.646,0.4515,1.2362,-0.791,0.4157,-1.28
cash-flow-from-operating-activities,-20.4199,-21.1129,-12.4526,-13.3281,4.2578,-50.665,-30.7468,-10.7831,2.1009,-1.4268,-4.2685,-3.3986,-3.407,-0.49
net-change-in-property-plant-equipment,-0.7439,-1.6822,-0.3543,-0.8102,-0.6846,-0.6473,-0.5062,-0.4181,-0.7706,-1.596,-1.2589,-0.9246,-0.9076,-0.57
net-change-in-intangible-assets,,,,,,,,,,,,,,0.0
net-change-in-short-term-investments,,,,,,,,,,,,,,
net-change-in-investments-total,13.7174,16.1851,-1.2902,-20.3313,-8.124,-12.0022,12.0246,-0.0248,-12.1517,,,,,0.0
investing-activities-other,-0.25,,,,,,,,,,,,,-0.05
cash-flow-from-investing-activities,12.7235,14.5029,-1.6444,-21.1416,-8.8086,-12.6495,11.5184,-0.5879,-12.9223,-1.6009,-1.2598,-0.9328,-1.0133,-0.62
net-long-term-debt,,,,,-21.1,19.9977,-0.0065,-0.0182,-0.0437,-0.1815,-0.2042,-0.3963,-2.3202,
net-current-debt,,,,,,,,,,,,,,0.9
debt-issuance-retirement-net-total,,,,,-21.1,19.9977,-0.0065,-0.0182,-0.0437,-0.1815,-0.2042,-0.3963,-2.3202,0.0
net-common-equity-issued-repurchased,22.0676,-2.1636,0.0802,2.7802,79.5698,51.5962,18.2314,4.841,0.0904,20.6506,0.2321,13.162,9.1043,
net-total-equity-issued-repurchased,,,,,,,,,,,,,,0.0
financial-activities-other,-0.064,,,-2.9129,,-1.1098,,,,,,,,
cash-flow-from-financial-activities,22.0035,-2.1636,0.0802,-0.1327,58.4698,70.4842,18.225,4.8228,0.0467,20.4692,0.0279,12.7656,6.7841,1.25
net-cash-flow,14.3071,-8.7737,-14.0176,-34.6023,53.919,7.1697,-1.0035,-6.5482,-10.7747,17.4415,-5.5004,8.4342,2.3638,0.13
stock-based-compensation,,,,,,,,,,,,,,
