,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-178.84,-197.484,-173.143,-97.591,-76.367,-55.283,-23.348,-11.814,-7.346,-10.028,-23.125,-20.163,5.266,-8.21
total-depreciation-amortization-cash-flow,-1.009,2.026,2.062,1.447,1.151,0.866,0.586,0.282,0.227,0.356,0.412,0.289,-0.244,0.446
other-non-cash-items,33.468,30.577,25.965,14.242,8.989,10.89,4.65,2.269,1.903,1.122,1.416,0.501,0.665,0.296
total-non-cash-items,32.459,32.603,28.027,15.689,10.14,11.756,5.236,2.551,2.13,1.478,1.828,0.79,0.421,0.742
change-in-accounts-receivable,-22.778,-39.914,-1.96,,,,,0.11,0.061,-0.139,0.1,-0.149,1.369,-0.083
change-in-inventories,-29.122,-4.768,-5.34,,,,,,,,,,,
change-in-accounts-payable,-1.906,11.955,3.514,0.751,1.285,-0.426,0.984,0.467,-0.003,-0.182,-1.093,0.665,0.158,-0.083
change-in-assets-liabilities,-7.482,1.667,0.761,-2.443,-0.419,-0.054,-0.318,-0.333,0.254,-0.968,0.308,0.045,0.8,0.206
total-change-in-assets-liabilities,-45.424,-5.419,11.019,3.376,5.945,2.764,1.103,1.542,-0.267,-2.449,-2.978,2.092,3.494,-0.059
cash-flow-from-operating-activities,-191.805,-170.3,-134.097,-78.526,-60.282,-40.763,-17.009,-7.721,-5.483,-10.999,-24.275,-17.281,9.181,-7.527
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-change-in-short-term-investments,,,,,,,,,,,,,,
net-change-in-investments-total,,,,,,,,,,,,,,
cash-flow-from-investing-activities,-278.55,7.738,14.876,-56.96,-1.438,-1.685,-0.972,-0.513,-0.078,0.612,0.678,11.202,-7.717,5.088
net-long-term-debt,,,50.0,,,,3.0,24.084,,,,,,
net-current-debt,-25.0,-25.0,,,,,,,,,,,,
debt-issuance-retirement-net-total,-25.0,-25.0,50.0,,,,3.0,24.084,,,,,,
net-common-equity-issued-repurchased,382.608,318.731,7.455,137.991,62.108,60.629,50.513,0.015,0.077,8.013,0.054,37.256,0.079,0.119
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,,,,,,0.6,,,,,,,,
cash-flow-from-financial-activities,357.608,293.731,57.455,137.991,62.108,61.229,53.513,24.099,0.077,8.013,0.054,37.256,0.079,0.119
net-cash-flow,-112.747,131.169,-61.766,2.505,0.388,18.781,35.532,15.865,-5.484,-2.374,-23.543,31.177,1.543,-2.32
stock-based-compensation,,,,,,,,,,,,,,
