,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,34.255,36.593,27.581,28.925,27.808,26.582,23.629,26.038,20.952,16.843,15.667,14.006,10.765,8.958
total-depreciation-amortization-cash-flow,9.123,8.677,8.953,8.823,8.723,8.592,7.61,6.544,7.041,7.163,6.353,5.534,5.005,5.389
other-non-cash-items,2.462,0.082,1.627,2.94,2.58,1.249,3.761,4.455,0.732,2.265,1.77,1.847,0.819,1.678
total-non-cash-items,11.585,8.759,10.58,11.763,11.303,9.841,11.371,10.999,7.773,9.428,8.123,7.381,5.824,7.067
change-in-accounts-receivable,0.062,0.088,-0.546,0.371,-2.798,-1.11,-1.831,0.298,-0.495,-0.151,-1.274,0.969,-2.25,-0.703
change-in-inventories,,,,,,,,,,,,,,
change-in-assets-liabilities,0.954,1.387,-0.725,1.737,-3.906,1.594,-1.768,-0.904,0.483,0.316,0.404,-0.262,-0.813,-1.33
total-change-in-assets-liabilities,-2.604,1.685,-0.758,-0.261,-7.888,0.153,-5.631,-5.497,2.333,2.128,-4.303,1.318,-3.776,-5.966
cash-flow-from-operating-activities,43.236,47.037,37.403,40.427,31.223,36.576,29.369,31.54,31.058,28.399,19.487,22.705,12.813,10.059
net-change-in-property-plant-equipment,-17.507,-9.677,-10.639,-9.323,-12.671,-7.503,-10.347,-11.999,-4.293,-6.591,-5.412,-7.893,-20.886,-10.548
net-change-in-intangible-assets,,,,,,,,,,,,,,
net-change-in-long-term-investments,12.426,-11.193,-25.589,13.232,2.86,7.639,-6.816,-0.433,-15.117,-10.86,-4.629,,,
net-change-in-investments-total,12.426,-11.193,-25.589,13.232,2.86,7.639,-6.816,-0.433,-15.117,-10.86,-4.629,,,
investing-activities-other,,,,,,,,,,-0.155,-0.063,,,
cash-flow-from-investing-activities,-5.081,-20.87,-36.228,3.909,-9.811,-2.014,-17.163,-12.432,-19.41,-17.606,-10.104,-7.893,-20.886,-10.548
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,,,,,,,,,,,,-11.399,8.87,-0.407
net-common-equity-issued-repurchased,,,-1.276,-30.698,-23.556,-9.196,-4.613,-1.513,-0.865,0.459,0.543,0.697,-0.33,2.285
net-total-equity-issued-repurchased,,,-1.276,-30.698,-23.556,-9.196,-4.613,-1.513,-0.865,0.459,0.543,0.697,-0.33,2.285
total-common-preferred-stock-dividends-paid,-9.448,-8.318,-7.111,-6.069,-5.432,-4.821,-24.46,-3.676,-21.321,-2.613,-2.123,-1.67,-1.375,-1.119
financial-activities-other,-0.09,-7.735,-1.112,0.002,-0.208,0.015,0.276,0.001,0.514,-0.001,0.722,0.758,0.716,
cash-flow-from-financial-activities,-9.538,-16.053,-9.499,-36.765,-29.196,-14.002,-28.797,-5.188,-21.672,-2.155,-0.858,-11.614,7.881,0.759
net-cash-flow,28.617,10.114,-8.324,7.571,-7.784,20.56,-16.591,13.92,-10.024,8.638,8.525,3.198,-0.192,0.27
stock-based-compensation,1.659,1.602,1.566,1.841,2.209,1.586,1.482,1.047,0.606,0.668,0.637,0.368,0.116,
common-stock-dividends-paid,-9.448,-8.318,-7.111,-6.069,-5.432,-4.821,-24.46,-3.676,-21.321,-2.613,-2.123,-1.67,-1.375,-1.119
