,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,20.396,30.948,19.72,8.167,-4.614,-11.19,-15.115,-8.841,-3.497,-7.8131,-31.2753,2.4724,5.2675,27.4481
total-depreciation-amortization-cash-flow,6.451,6.075,5.687,5.806,6.307,6.552,7.25,4.891,3.012,3.05,3.3867,2.736,1.9233,2.3469
other-non-cash-items,14.689,6.782,5.581,6.54,5.733,4.849,3.761,4.084,3.229,6.9641,28.7614,5.7159,9.7043,-16.3451
total-non-cash-items,21.14,12.857,11.268,12.346,12.04,11.401,11.011,8.975,6.241,10.0141,32.1481,8.4519,11.6276,-13.9982
change-in-accounts-receivable,6.635,-22.116,-0.576,-3.739,-3.381,4.337,-0.22,-3.377,1.219,-2.1164,-0.2743,-0.9376,1.2506,-4.5535
change-in-inventories,-3.857,-7.391,1.476,2.348,-4.401,1.319,-3.139,-1.757,1.499,1.8596,-1.2943,-3.8752,-1.4058,0.8228
change-in-accounts-payable,0.208,5.157,0.046,-2.648,2.194,1.51,-0.791,0.911,-0.472,-0.5012,-1.6861,2.5844,0.4653,0.4575
change-in-assets-liabilities,1.874,-0.477,-9.002,0.291,7.418,-4.365,4.079,0.603,0.691,-2.4426,1.0702,-0.4637,-0.4525,-0.3609
total-change-in-assets-liabilities,-2.446,-15.649,-6.39,-4.74,0.1,8.174,-1.269,-3.128,1.143,-2.4937,-3.3331,0.6595,-0.0094,-3.0575
cash-flow-from-operating-activities,39.09,28.156,24.598,15.773,7.526,8.385,-5.373,-2.994,3.887,-0.2928,-2.4603,11.5839,16.8858,10.3923
net-change-in-property-plant-equipment,-6.344,-4.337,-4.353,-3.744,-3.005,-2.462,-2.019,-2.505,-2.106,-1.1996,-2.6433,-5.5038,-12.6433,-2.0482
net-change-in-intangible-assets,,,,,,,,,-4.5,0.0,-1.2,-4.2,-0.2,-1.8
net-acquisitions-divestitures,,,,,,,,-49.73,,,,,,
net-change-in-short-term-investments,-11.083,-92.016,-3.712,,-4.975,0.0,0.0,1.895,2.841,38.104,20.1897,7.5734,-26.0606,11.8639
net-change-in-long-term-investments,,,,-2.961,,,,,,,,1.7659,,
net-change-in-investments-total,-11.083,-92.016,-3.712,-2.961,-4.975,,,1.895,2.841,38.104,20.1897,9.3394,-26.0606,11.8639
investing-activities-other,,,,,,,,,,,,,,-0.0248
cash-flow-from-investing-activities,-17.427,-96.353,-8.065,-6.705,-7.98,-2.462,-2.019,-50.34,-3.765,36.9045,16.3464,-0.3644,-38.9039,7.9909
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,,,,,,,-7.292,-0.5,-0.51,-0.5579,-0.5151,-1.2647,9.2986,-1.1161
net-common-equity-issued-repurchased,-1.891,30.435,-0.788,-5.686,0.476,-0.42,78.726,3.874,-0.701,-0.6754,-6.024,2.3141,-0.1742,5.4665
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,,,-0.367,,,,,,,,,,,
cash-flow-from-financial-activities,-1.891,30.435,-1.155,-5.686,0.476,-0.42,71.434,3.374,-1.211,-1.2333,-6.539,1.0494,9.1244,4.3504
net-cash-flow,15.569,-36.921,15.696,1.227,-0.324,5.303,64.01,-49.965,-1.091,35.3684,7.3355,12.2799,-12.8769,22.7055
stock-based-compensation,,,,,,,,,,,,,,
