,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,2087.103,91.635,-84.031,-588.181,-742.745,-687.55,-51.135,41.179,-754.626,-642.178,-459.851,-391.279,-206.891,-203.417
total-depreciation-amortization-cash-flow,72.42,61.397,61.398,62.343,63.257,48.365,38.191,35.041,30.459,30.107,32.196,27.459,25.868,27.289
other-non-cash-items,-1127.257,679.146,263.724,246.356,177.352,592.666,292.602,259.679,152.502,123.061,62.39,64.044,35.494,56.147
total-non-cash-items,-1054.837,740.543,325.122,308.699,240.609,641.031,330.793,294.72,182.961,153.168,94.586,91.503,61.362,83.436
change-in-accounts-receivable,-108.152,-71.759,-39.095,-110.098,7.428,53.363,39.912,-170.606,-2.923,13.9,7.831,31.603,-42.328,-8.704
change-in-inventories,-31.965,-47.484,-19.368,-23.146,-16.469,7.142,-29.925,-111.388,,,,,,
change-in-accounts-payable,36.554,8.753,-11.745,-1.709,25.048,-49.234,14.892,37.468,-1.182,-15.057,19.01,17.382,9.158,-0.45
change-in-assets-liabilities,145.96,47.922,70.785,-23.251,-41.302,-65.072,-62.943,-61.178,-66.463,55.127,107.763,-24.242,117.33,-34.588
total-change-in-assets-liabilities,238.02,12.764,-4.988,-85.95,-70.976,-14.147,-11.817,-192.164,-63.777,61.424,138.783,47.3,123.054,-52.073
cash-flow-from-operating-activities,1270.286,844.942,236.103,-365.432,-573.112,-60.666,267.841,143.735,-635.442,-427.586,-226.482,-252.476,-22.475,-172.054
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,-83.813,-163.367,127.862,434.402,133.766,-62.4251,-338.728,294.312,50.087,-397.7591,-328.47,437.581,-187.278,6.862
net-change-in-investments-total,-83.813,-163.367,127.862,434.402,133.766,-62.4251,-338.728,294.312,50.087,-397.7591,-328.47,437.581,-187.278,6.862
investing-activities-other,-22.821,-220.541,-20.061,-40.244,9.444,1.257,-15.949,12.695,-4.732,-0.055,,,11.224,8.365
cash-flow-from-investing-activities,-202.158,-483.329,51.238,268.856,82.009,-112.561,-425.817,212.412,7.301,-508.732,-360.65,405.166,-208.471,-1.732
net-long-term-debt,-7.086,15.871,-6.424,3.708,272.8,-16.215,-2.615,-155.0,,149.902,258.61,-42.102,,
net-current-debt,,-300.0,,,,,,,,,,,,
debt-issuance-retirement-net-total,-7.086,-284.129,-6.424,3.708,272.8,-16.215,-2.615,-155.0,,149.902,258.61,-42.102,,
net-common-equity-issued-repurchased,-60.75,344.84,68.23,185.592,274.615,265.878,191.721,124.862,33.434,849.235,362.128,31.965,366.035,197.591
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-3.383,7.693,71.465,-0.381,1.824,-1.252,-16.902,-94.1,391.623,-0.131,,-0.053,-0.17,-0.135
cash-flow-from-financial-activities,-71.219,68.404,133.271,188.919,549.239,248.411,172.204,-124.238,425.057,999.006,620.738,-10.19,365.865,197.456
net-cash-flow,990.727,435.819,415.946,89.509,55.96,79.892,14.087,232.123,-203.461,57.543,33.452,142.492,135.126,23.039
stock-based-compensation,,,,,,,,,,,,,,
