,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-1010.9,-1550.3,431.4,251.1,322.9,318.2,318.489,247.446,267.335,274.412,283.27,259.711,223.718,45.413
total-depreciation-amortization-cash-flow,1419.3,1969.9,276.2,134.2,133.7,132.9,136.244,93.058,66.34,65.175,56.929,50.289,47.434,50.56
other-non-cash-items,124.6,327.1,-101.0,74.0,57.4,27.0,-47.606,-46.877,38.635,2.688,16.773,15.852,58.77,141.457
total-non-cash-items,1543.9,2297.0,175.2,208.2,191.1,159.9,88.638,46.181,104.975,67.863,73.702,66.141,106.204,192.017
change-in-accounts-receivable,23.5,-63.4,-75.1,-0.9,7.2,-32.5,-12.591,1.469,5.115,-16.942,-3.69,9.029,-19.979,-31.589
change-in-inventories,-19.9,-62.9,65.4,32.1,21.0,-25.4,-36.792,21.503,-9.309,27.71,-32.824,-0.716,-10.775,-7.46
change-in-accounts-payable,7.1,44.2,7.2,8.8,10.0,-36.7,12.843,10.816,2.165,-4.947,5.43,-7.395,-6.581,-6.784
change-in-assets-liabilities,-56.3,-70.5,-20.8,10.9,-2.0,39.0,-22.031,-2.303,-4.61,7.997,-0.249,1.902,0.346,1.592
total-change-in-assets-liabilities,-33.2,-144.8,-43.2,38.1,46.4,-60.3,-37.442,99.842,5.151,20.214,-20.991,61.845,-58.067,-4.661
cash-flow-from-operating-activities,499.8,601.9,563.4,497.4,560.4,417.8,369.685,393.469,377.461,362.489,335.981,387.697,271.855,232.769
net-change-in-property-plant-equipment,-173.3,-136.9,-120.0,-71.6,-99.0,-97.3,-91.033,-70.689,-40.674,-50.621,-75.844,-57.836,-42.436,-44.738
net-change-in-intangible-assets,-5.5,-6.7,-1.1,,-6.2,-1.1,-3.329,-3.068,-1.606,-0.014,-2.477,-1.665,-1.998,-3.473
net-acquisitions-divestitures,-130.5,-145.9,186.6,-54.0,-2.1,-66.2,-4.861,-1787.516,-35.556,-2.986,-117.3,-101.492,-32.083,-18.097
net-change-in-short-term-investments,-3.7,-2.5,-6.8,,-1.2,,,0.006,,0.222,147.817,-138.398,0.226,92.718
net-change-in-long-term-investments,54.1,,,47.7,,,,,,,,,,
net-change-in-investments-total,50.4,-2.5,-6.8,47.7,-1.2,,,0.006,,0.222,147.817,-138.398,0.226,92.718
investing-activities-other,5.6,5.6,1.3,23.0,-30.2,-95.6,-15.798,-25.575,-86.632,,,,,23.836
cash-flow-from-investing-activities,-253.3,-286.4,60.0,-54.9,-138.7,-260.2,-115.021,-1886.842,-164.468,-53.399,-47.804,-299.391,-76.291,50.246
net-long-term-debt,-9.3,-13.6,343.1,-114.6,-84.9,-76.8,,854.582,126.474,27.688,-108.247,98.957,-363.25,-60.105
net-current-debt,60.4,10.2,-44.1,-2.2,-101.9,57.3,-228.912,270.209,-9.657,-7.465,2.111,-2.166,1.244,-0.141
debt-issuance-retirement-net-total,51.1,-3.4,299.0,-116.8,-186.8,-19.5,-228.912,1124.791,116.817,20.223,-106.136,96.791,-362.006,-60.246
net-common-equity-issued-repurchased,-222.3,-319.1,-772.9,-77.2,-114.2,-51.1,-4.654,-37.225,-193.804,-65.312,-99.908,-79.828,-240.161,-132.984
net-total-equity-issued-repurchased,-222.3,-319.1,-772.9,-77.2,-114.2,-51.1,-4.654,-37.225,-193.804,-65.312,-99.908,-79.828,-240.161,-132.984
total-common-preferred-stock-dividends-paid,-78.6,-78.3,-64.6,-40.0,-37.3,-34.8,-31.425,-28.632,-29.077,-29.836,-26.952,-25.134,-21.863,-19.141
financial-activities-other,,,12.3,-68.9,2.1,-56.3,9.382,-56.553,3.028,3.505,3.91,11.378,11.461,
cash-flow-from-financial-activities,-249.8,-400.8,-526.2,-302.9,-336.2,-161.7,-255.609,1002.381,-103.036,-71.42,-229.086,3.207,-612.569,-212.371
net-cash-flow,-11.0,-63.3,99.3,133.0,76.6,-5.1,3.004,-462.91,89.69,246.357,34.607,104.32,-368.92,30.443
stock-based-compensation,21.0,48.0,41.3,25.6,25.4,25.1,22.187,20.947,18.803,16.276,17.29,14.088,19.623,0.99
common-stock-dividends-paid,-78.6,-78.3,-64.6,-40.0,-37.3,-34.8,-31.425,-28.632,-29.077,-29.836,-26.952,-25.134,-21.863,-19.141
