,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,32.217,10.004,3.755,8.621,10.394,8.418,7.645,6.944,4.154,13.972,2.8548,4.0872,2.4997,1.9129
total-depreciation-amortization-cash-flow,31.89,24.047,20.366,16.997,10.931,7.852,6.661,5.412,4.88,5.139,4.8223,4.5032,2.8892,2.6784
other-non-cash-items,-12.923,4.516,6.003,2.394,1.411,2.054,7.484,4.927,3.403,-8.281,0.542,-1.2167,0.6998,0.1007
total-non-cash-items,18.967,28.563,26.369,19.391,12.342,9.906,14.145,10.339,8.283,-3.142,5.3643,3.2865,3.5889,2.7791
change-in-accounts-receivable,,,,,,,,,,,,,,
change-in-accounts-payable,2.008,5.784,1.674,-0.137,2.442,1.254,-1.529,0.211,0.822,0.165,-0.4289,0.1258,0.6822,0.0682
change-in-assets-liabilities,-8.803,1.268,-3.275,4.905,9.514,8.54,-1.079,5.684,3.064,0.882,-0.1533,-0.0298,-1.0287,1.0884
total-change-in-assets-liabilities,-7.938,8.145,-5.89,6.905,11.52,8.73,0.74,2.472,3.68,0.739,-2.1765,-0.2684,-2.0908,1.1072
cash-flow-from-operating-activities,43.246,46.712,24.234,34.917,34.256,27.054,22.53,19.755,16.117,11.569,6.0426,7.1053,3.9978,5.7992
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,11.074,6.294,12.43,-31.429,6.959,1.284,-40.351,-6.928,-5.71,,,1.7,4.4812,7.85
net-change-in-investments-total,11.074,6.294,12.43,-31.429,6.959,1.284,-40.351,-6.928,-5.71,,,1.7,4.4812,7.85
investing-activities-other,-11.399,-12.358,-10.0,-7.265,-5.658,-4.267,-4.435,-6.065,-2.044,-1.283,-0.9804,-2.5664,-2.2747,-0.6261
cash-flow-from-investing-activities,36.558,-11.579,-56.656,-134.863,-15.541,-14.987,-59.003,-17.108,-10.377,-3.07,-2.1282,-13.9453,0.5359,-3.0524
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,,,,,,,,-0.005,-0.316,-0.744,-0.8299,-0.5759,-0.1866,-0.0924
net-common-equity-issued-repurchased,2.582,0.413,0.145,98.342,1.094,3.318,0.823,56.373,0.157,0.425,-2.5772,0.2895,0.6526,0.8144
net-total-equity-issued-repurchased,2.582,0.413,0.145,98.342,1.094,3.318,0.823,56.373,0.157,0.425,-2.5772,0.2895,0.6526,0.8144
total-common-preferred-stock-dividends-paid,-32.357,,,,,,,,,,,,,
financial-activities-other,-0.476,-0.412,-0.099,1.619,2.649,2.787,0.111,0.021,,,,,,
cash-flow-from-financial-activities,-30.251,0.001,0.046,99.961,3.743,6.105,0.934,56.389,-0.159,-0.319,-3.4071,-0.2864,0.466,0.722
net-cash-flow,49.553,35.134,-32.376,0.015,22.458,18.172,-35.539,59.036,5.581,8.18,0.5073,-7.1264,4.9996,3.4688
stock-based-compensation,1.777,1.736,1.895,3.28,1.625,1.458,1.136,0.788,0.664,0.661,0.7716,0.7423,0.6821,
common-stock-dividends-paid,-32.357,0.0,0.0,,,,,,,,,,,
