,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,1683.0,2448.0,614.0,1276.0,1147.0,1231.0,1222.0,1419.0,1099.0,1040.0,647.154,833.684,487.423,296.73
total-depreciation-amortization-cash-flow,534.0,485.0,465.0,447.0,449.0,426.0,338.0,303.0,263.0,250.0,220.35,184.812,148.598,128.858
other-non-cash-items,1052.0,295.0,-13.0,-248.0,46.0,149.0,-5.0,109.0,-123.0,38.0,118.174,13.053,57.178,-22.459
total-non-cash-items,1586.0,780.0,452.0,199.0,495.0,575.0,333.0,412.0,140.0,288.0,338.524,197.865,205.776,106.399
change-in-accounts-receivable,,,,,,,,,,,,,,
change-in-assets-liabilities,-896.0,417.0,1028.0,-427.0,240.0,161.0,42.0,354.0,1049.0,154.0,149.525,131.968,955.86,368.267
total-change-in-assets-liabilities,-1096.0,823.0,870.0,-607.0,-24.0,-90.0,368.0,248.0,1003.0,94.0,-3.368,192.713,993.513,206.953
cash-flow-from-operating-activities,2173.0,4051.0,1936.0,868.0,1618.0,1716.0,1923.0,2079.0,2242.0,1422.0,982.31,1224.262,1686.712,610.082
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,-221.0,-2386.0,-828.0,-181.0,411.0,-592.0,-320.0,-796.0,-756.0,-1975.0,-685.5239,-430.1089,-862.0962,-233.313
net-change-in-investments-total,-221.0,-2386.0,-828.0,-181.0,411.0,-592.0,-320.0,-796.0,-756.0,-1975.0,-685.5239,-430.1089,-862.0962,-233.313
investing-activities-other,-805.0,,,,,,,,,312.0,871.681,-709.059,-580.38,30.23
cash-flow-from-investing-activities,-3087.0,-2941.0,-1362.0,320.0,-63.0,-1182.0,-1965.0,-1358.0,-1811.0,-1859.0,-498.324,-1845.391,-1654.066,-767.276
net-long-term-debt,1135.0,826.0,-2.0,298.0,1233.0,,954.0,,,-312.0,749.247,,498.545,
net-current-debt,30.0,-71.0,-89.0,-33.0,-69.0,79.0,18.0,-103.0,35.0,-100.0,-594.684,325.621,-36.4,287.945
debt-issuance-retirement-net-total,1165.0,755.0,-91.0,265.0,1164.0,79.0,972.0,-103.0,35.0,-412.0,154.563,325.621,462.145,287.945
net-common-equity-issued-repurchased,-1045.0,-3303.0,-93.0,-364.0,-843.0,-471.0,-461.0,-469.0,-171.0,-6.0,-95.105,34.226,22.524,35.871
net-total-equity-issued-repurchased,-1045.0,-3303.0,-93.0,-364.0,-843.0,-471.0,-461.0,-469.0,-171.0,-6.0,-95.105,34.226,22.524,35.871
total-common-preferred-stock-dividends-paid,-265.0,-220.0,-177.0,-172.0,-172.0,-168.0,-165.0,-82.0,,,,,,
financial-activities-other,-640.0,1823.0,1093.0,-281.0,-907.0,-142.0,-375.0,-363.0,-235.0,498.0,-613.474,561.431,490.9731,-14.685
cash-flow-from-financial-activities,-785.0,-945.0,732.0,-552.0,-758.0,-702.0,-29.0,-1017.0,-371.0,80.0,-554.016,921.278,975.642,309.131
net-cash-flow,-1699.0,165.0,1306.0,636.0,797.0,-168.0,-71.0,-296.0,60.0,-357.0,-70.03,300.149,1008.288,151.937
stock-based-compensation,137.0,157.0,115.0,109.0,98.0,92.0,82.0,67.0,63.0,66.0,55.369,,,
common-stock-dividends-paid,-265.0,-220.0,-177.0,-172.0,-172.0,-168.0,-165.0,-82.0,0.0,0.0,,,,
