,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-18.825,53.82,89.846,83.194,20.275,19.438,8.482,16.94,23.6266,21.1256,-155.6047,14.3887,9.3813,9.4254
total-depreciation-amortization-cash-flow,28.189,27.151,49.479,60.342,35.049,15.832,16.161,15.351,15.0979,15.8316,15.4197,5.2806,3.6208,2.2153
other-non-cash-items,38.861,-38.216,-112.522,-61.506,-4.09,3.303,7.935,6.656,7.8967,6.9405,168.0365,2.0269,4.8477,1.7038
total-non-cash-items,67.05,-11.065,-63.043,-1.164,30.959,19.135,24.096,22.007,22.9946,22.7721,183.4562,7.3075,8.4685,3.9192
change-in-accounts-receivable,,,,,,,,,,,,,,
change-in-accounts-payable,,,,,28.483,7.186,,,,,,,,
change-in-assets-liabilities,11.169,4.406,-7.725,33.549,-7.844,-9.385,24.087,6.452,-1.8061,11.7338,-7.0106,-11.6933,1.7103,-4.3898
total-change-in-assets-liabilities,-40.326,12.289,14.962,-65.933,3.961,16.664,9.91,-7.909,-2.6836,17.0944,-15.4934,-3.4919,-11.0494,-4.8901
cash-flow-from-operating-activities,7.899,55.044,41.765,16.097,55.195,55.237,42.488,31.038,44.0252,61.1013,12.386,18.2043,6.8004,8.4545
net-change-in-property-plant-equipment,-17.521,-19.923,-40.177,-35.072,-23.242,-10.183,-9.522,-11.306,-10.2659,-3.6994,-4.664,-1.949,-1.0759,-0.9172
net-change-in-intangible-assets,,,,,,,,,,,,,,-2.1557
net-acquisitions-divestitures,-30.931,,371.58,196.51,-416.986,-0.989,-0.19,-4.889,,-1.1377,-10.6869,-242.1762,-17.6045,-24.3354
net-change-in-short-term-investments,,,,,-0.019,0.177,0.444,-0.113,-0.1207,-0.1943,-0.1855,-0.3204,-0.1489,-0.0401
net-change-in-long-term-investments,,12.593,-13.663,-16.072,,,,,,,,,,-0.1001
net-change-in-investments-total,,12.593,-13.663,-16.072,-0.019,0.177,0.444,-0.113,-0.1207,-0.1943,-0.1855,-0.3204,-0.1489,-0.1402
investing-activities-other,3.13,0.31,0.239,-2.076,-3.108,-2.848,2.633,1.692,-2.3039,-0.5968,5.7983,-3.1358,-6.7423,-1.2142
cash-flow-from-investing-activities,-45.322,-7.02,317.979,143.29,-443.355,-13.843,-6.635,-14.616,-12.6906,-5.6281,-9.7381,-247.5815,-25.5716,-28.7627
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,,,-304.95,-271.125,452.648,-6.509,-20.516,-31.826,-21.9229,-33.6148,-8.651,242.6676,-17.434,16.5202
net-common-equity-issued-repurchased,-43.675,-27.443,-66.27,-31.944,10.495,9.522,-2.709,0.005,0.4709,0.1497,0.3446,-8.5973,66.1005,2.3247
net-total-equity-issued-repurchased,-43.675,-27.443,-66.27,48.723,10.495,9.522,-2.709,0.005,0.4709,0.1497,0.3446,-8.5973,66.1005,2.3247
total-common-preferred-stock-dividends-paid,-4.413,-4.418,-4.419,-3.928,,,,,,,,,,
financial-activities-other,-3.467,-1.927,-1.182,-7.782,-10.047,-0.962,0.026,-2.634,0.0053,-0.662,0.0961,-10.2074,1.8131,-0.1999
cash-flow-from-financial-activities,-51.555,-33.788,-376.821,-234.112,453.096,2.051,-23.199,-34.455,-21.4467,-34.1271,-8.2103,223.8629,50.4797,18.645
net-cash-flow,-89.239,15.214,-18.434,-75.636,61.411,43.132,12.679,-18.077,10.1032,21.7932,-6.0144,-5.3241,31.7085,-1.6632
stock-based-compensation,,,,,,,,,,,,,,
