,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,193.543,124.789,311.097,81.5,74.363,55.721,61.938,64.053,73.405,54.022,31.927,42.255,181.826,33.381
total-depreciation-amortization-cash-flow,21.127,20.061,16.817,15.684,12.818,11.421,9.369,7.342,6.584,5.979,5.745,5.263,3.669,2.958
other-non-cash-items,17.637,45.713,23.296,9.801,12.186,6.555,8.022,12.273,17.298,12.841,26.672,9.116,15.664,-23.208
total-non-cash-items,38.764,65.774,40.113,25.485,25.004,17.976,17.391,19.615,23.882,18.82,32.417,14.379,19.333,-20.25
change-in-accounts-receivable,10.826,-19.772,-21.244,-9.9,4.862,-9.576,-10.13,-7.549,-10.905,-8.982,-3.191,-4.222,-8.039,-4.027
change-in-inventories,-1.885,-24.014,-8.955,7.505,-13.434,-9.453,0.539,-0.916,-14.088,-3.929,-5.588,-7.021,-4.981,-5.231
change-in-accounts-payable,5.211,-4.057,11.048,-3.619,-1.375,1.238,-2.037,5.159,5.474,0.777,1.264,4.444,1.851,-1.777
change-in-assets-liabilities,-15.919,-10.279,7.636,-9.617,-4.765,-11.385,-0.542,-2.498,-18.626,-7.294,7.892,-19.974,-2.244,-1.126
total-change-in-assets-liabilities,7.22,-134.501,67.915,10.221,-3.754,-18.594,-4.206,-4.711,-36.267,-25.736,13.767,-27.811,-7.395,-8.59
cash-flow-from-operating-activities,239.527,56.062,419.125,117.206,95.613,55.103,75.123,78.957,61.02,47.106,78.111,28.823,193.764,4.541
net-change-in-property-plant-equipment,-17.126,-43.684,-19.707,-50.393,-75.061,-9.428,-10.517,-5.057,-9.561,-3.636,-6.852,-5.325,-5.915,-5.065
net-change-in-intangible-assets,-5.557,-3.079,-4.644,-4.201,-3.903,-4.374,-3.664,-2.451,-1.937,-1.851,-2.523,-1.641,-1.048,-1.167
net-acquisitions-divestitures,,,,,,,,,56.989,-56.989,0.0,,,
net-change-in-long-term-investments,,-1.145,-0.2,,,,,,,,,,,
net-change-in-investments-total,,-1.145,-0.2,,,,,,56.989,-56.989,,,,
investing-activities-other,0.453,,-0.763,,,,,,,,,,,-0.047
cash-flow-from-investing-activities,-26.152,-47.908,-25.314,-54.594,-78.964,-13.802,-51.58,-7.508,45.491,-64.457,-9.375,-7.153,-8.289,-8.263
net-long-term-debt,,,-185.0,60.0,125.0,,,,,,,,,
debt-issuance-retirement-net-total,,,-185.0,59.92,124.889,-0.132,-0.026,-0.05,-0.06,-0.45,-30.436,9.917,-8.202,5.1
net-common-equity-issued-repurchased,26.27,-4.067,-30.928,-121.521,-97.811,-16.501,-24.626,-30.244,10.239,2.575,9.755,48.099,13.791,1.082
net-total-equity-issued-repurchased,26.27,-4.067,-30.928,-121.521,-97.811,-16.501,-24.626,-30.244,10.239,2.575,9.755,48.099,13.791,1.082
total-common-preferred-stock-dividends-paid,,,,,,,-57.275,,-161.978,,-0.013,-37.35,-149.703,
financial-activities-other,-0.49,-0.071,-0.696,-0.472,-0.436,-1.308,-0.162,0.14,0.707,0.215,1.889,0.144,0.068,
cash-flow-from-financial-activities,25.78,-4.138,-216.624,-62.073,26.642,-17.941,-82.089,-30.154,-151.092,2.34,-18.805,20.81,-144.046,6.182
net-cash-flow,237.158,7.285,175.736,-2.142,38.987,23.912,-58.328,41.577,-43.749,-14.856,50.177,41.351,41.21,2.378
stock-based-compensation,27.417,17.187,12.503,10.825,11.005,11.674,14.097,13.676,12.303,10.674,7.716,3.892,1.685,0.15
common-stock-dividends-paid,,,,,,,-57.275,0.0,-161.978,0.0,-0.013,-37.35,-149.703,
