,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,28.793,68.644,63.084,44.985,26.335,40.418,41.281,44.669,29.923,24.981,24.3,23.079,25.66,20.274
total-depreciation-amortization-cash-flow,75.365,66.72,20.405,19.743,21.635,22.221,21.586,19.588,18.437,18.201,14.316,11.796,11.231,9.698
other-non-cash-items,81.463,-36.827,15.207,15.966,9.274,6.254,5.758,-9.62,4.252,2.709,2.273,1.183,-2.444,-0.224
total-non-cash-items,156.828,29.893,35.612,35.709,30.909,28.475,27.344,9.968,22.689,20.91,16.589,12.979,8.787,9.474
change-in-accounts-receivable,-76.742,-54.533,0.744,-20.515,4.912,3.556,-5.395,6.232,-6.378,-6.501,-12.375,0.523,-2.353,-14.656
change-in-inventories,-21.77,181.699,-5.501,-8.337,-3.836,2.319,4.573,3.17,-3.67,2.012,1.447,-3.033,-0.785,3.069
change-in-accounts-payable,23.27,46.648,-0.463,3.118,-0.621,-0.031,-1.536,2.673,-8.222,10.38,-0.525,0.25,3.034,2.21
change-in-assets-liabilities,99.386,-127.116,-3.028,-1.832,1.97,-0.383,-0.415,-1.174,-4.653,-0.761,0.197,-0.24,-1.504,-2.247
total-change-in-assets-liabilities,-25.406,55.886,-8.755,-16.499,9.096,-3.167,-2.354,9.85,-19.517,5.248,-10.567,5.454,-2.839,-2.376
cash-flow-from-operating-activities,160.215,154.423,89.941,64.195,66.34,65.726,66.271,64.487,33.095,51.139,30.322,41.512,31.608,27.372
net-change-in-property-plant-equipment,-78.955,-74.477,-20.093,-9.392,-16.599,-18.366,-19.15,0.377,-22.278,-16.69,-11.351,-23.141,-13.55,-5.509
net-change-in-intangible-assets,-8.059,-5.203,-1.192,-0.951,-0.989,-1.08,-1.145,0.0,0.0,,,,,
net-acquisitions-divestitures,-1.3,-162.448,-2.584,-56.786,,,,,,-5.662,,,,-32.606
net-change-in-short-term-investments,,,,,-4.162,,,,,,,,19.847,1.837
net-change-in-long-term-investments,-15.056,-24.743,40.15,26.917,,6.326,-21.078,-48.892,41.288,8.026,20.231,15.995,-43.724,
net-change-in-investments-total,-15.056,-24.743,40.15,26.917,-4.162,6.326,-21.078,-48.892,41.288,8.026,20.231,15.995,-23.877,1.837
investing-activities-other,,,,28.97,,,,2.781,0.622,-23.433,-5.368,-3.151,2.881,2.649
cash-flow-from-investing-activities,-103.37,-266.871,16.281,-11.242,-21.75,-13.12,-41.373,-45.734,19.632,-37.759,3.512,-10.297,-34.546,-33.629
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,,-75.0,,,,,,,,,,,,
net-common-equity-issued-repurchased,8.023,30.651,2.472,15.681,13.647,17.428,17.064,-2.154,-24.555,-17.795,4.985,-37.508,2.763,7.657
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,,,,,,6.966,4.567,4.288,1.68,0.101,8.997,0.551,6.512,
cash-flow-from-financial-activities,8.023,-44.349,2.472,15.681,13.647,24.394,21.631,2.134,-22.875,-17.694,13.982,-36.957,9.275,7.657
net-cash-flow,54.709,-155.01,108.918,60.352,49.79,79.122,47.31,20.74,27.602,-4.448,47.823,-5.28,6.299,1.238
stock-based-compensation,,,,,,,,,,,,,,
