,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-0.858,-104.671,-107.406,-327.091,-18.966,40.511,48.024,54.477,20.896,36.093,26.746,19.267,3.434,17.753
total-depreciation-amortization-cash-flow,39.292,48.135,49.808,49.714,41.592,37.403,36.48,34.303,20.702,17.974,19.005,17.69,16.473,15.908
other-non-cash-items,30.252,101.276,113.236,368.598,-0.382,1.092,-7.385,27.613,47.235,30.041,21.904,20.869,22.424,19.09
total-non-cash-items,69.544,149.411,163.044,418.312,41.21,38.495,29.095,61.916,67.937,48.015,40.909,38.559,38.897,34.998
change-in-accounts-receivable,3.238,-12.585,17.612,-13.625,-28.797,-8.855,-15.534,-26.583,-31.041,-20.069,-15.404,-13.519,-12.378,-13.896
change-in-inventories,1.75,-0.913,0.253,2.52,6.917,-3.493,0.322,-14.072,-4.522,-4.424,-3.118,-5.569,1.047,-8.646
change-in-accounts-payable,6.511,-3.562,-3.133,8.084,-0.777,5.096,1.264,-5.902,-0.19,3.287,0.631,-2.451,-0.508,1.514
change-in-assets-liabilities,0.479,-1.61,-4.948,10.853,10.329,11.157,1.329,0.796,-9.778,-0.336,3.23,3.119,0.932,1.694
total-change-in-assets-liabilities,9.841,-14.635,13.458,-31.707,27.375,-1.974,-6.361,-54.589,-34.633,-12.284,-14.435,-6.139,-18.294,-27.01
cash-flow-from-operating-activities,78.527,30.105,69.096,59.514,49.619,77.032,70.758,61.804,54.2,71.824,53.22,51.687,24.037,25.741
net-change-in-property-plant-equipment,-14.747,-11.446,-15.188,-27.298,-28.59,-20.944,-24.035,-28.028,-30.22,-20.641,-19.257,-19.763,-12.519,-8.455
net-change-in-intangible-assets,-9.835,-6.0,-2.476,,-38.097,,,,,,,,,
net-acquisitions-divestitures,-1.978,,,-10.215,,-10.295,-61.401,-14.842,-162.25,-11.511,-10.911,-14.833,-0.693,-2.792
net-change-in-short-term-investments,,,,,,,,,,,,,,
net-change-in-investments-total,-0.598,16.58,-2.543,-2.544,-2.294,,-2.0,-4.0,6.495,-2.0,,-7.5,,
investing-activities-other,,,1.415,4.883,2.507,1.682,-4.238,,,,,,,
cash-flow-from-investing-activities,-27.158,-0.866,-18.792,-35.174,-66.474,-29.557,-91.674,-46.87,-185.975,-34.152,-30.168,-42.096,-13.212,-11.247
net-long-term-debt,57.001,-29.532,-87.395,33.266,24.615,-56.136,-9.708,-7.151,89.403,-19.19,8.178,-5.487,33.698,-14.658
net-current-debt,,,,,,,,,-3.628,3.6,,,-0.667,0.667
debt-issuance-retirement-net-total,57.001,-29.532,-87.395,33.266,24.615,-56.136,-9.708,-7.151,85.775,-15.59,8.178,-5.487,33.031,-13.991
net-common-equity-issued-repurchased,0.064,,,,0.087,0.063,2.21,0.573,12.384,2.756,0.661,1.625,0.588,0.396
net-total-equity-issued-repurchased,0.064,,,,0.087,0.063,2.21,0.573,12.384,2.756,0.661,1.625,-14.105,0.396
total-common-preferred-stock-dividends-paid,,,,,,,,,,,-0.416,-1.665,-0.999,
financial-activities-other,-18.099,-4.34,-16.12,-10.552,2.239,-2.919,-1.779,-1.768,-14.634,1.307,,-0.265,-13.534,-1.329
cash-flow-from-financial-activities,38.966,-33.872,-103.515,22.714,26.941,-58.992,-9.277,-8.346,83.525,-11.527,8.423,-5.792,4.393,-14.924
net-cash-flow,90.335,-4.633,-53.211,47.054,10.086,-11.517,-30.193,6.588,-48.25,26.145,31.475,3.799,15.218,-0.43
stock-based-compensation,,,,,,,,,,,,,,
