,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,3750.0,3843.0,2470.0,2560.0,2569.7,2489.7,2655.5,2646.7,2887.1,4745.9,2490.7,3345.4,3094.9,2463.8
total-depreciation-amortization-cash-flow,1132.0,891.0,912.0,907.9,851.0,908.8,740.7,637.2,600.8,553.5,571.7,586.2,604.9,556.6
other-non-cash-items,547.0,-917.0,398.0,-79.1,109.3,420.7,19.6,28.4,173.3,-2914.3,986.4,-81.6,386.1,-8.5
total-non-cash-items,1679.0,-26.0,1310.0,828.7999,960.3001,1329.5,760.3,665.6,774.1,-2360.8,1558.1,504.6,991.0,548.1
change-in-accounts-receivable,,,,,,,,,,,,,,
change-in-accounts-payable,-1059.0,732.0,322.0,193.0,1240.6,-345.8,-53.7,978.0,-330.7,-748.2,194.9,257.7,852.6,46.3
change-in-assets-liabilities,-293.0,-1070.0,188.0,754.9001,546.8,-315.7,-327.0,-260.8,-725.5,-458.0,-995.9999,473.4,-62.8,-340.5
total-change-in-assets-liabilities,-1602.0,368.0,-510.0,823.1001,-160.7,-766.9,-671.2,62.1,-2244.5,653.8,-1513.4,494.6,-41.7,123.6
cash-flow-from-operating-activities,3827.0,4185.0,3270.0,4211.9,3369.3,3052.3,2744.6,3374.4,1416.7,3038.9,2535.4,4344.6,4044.2,3135.5
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,4682.0,5852.0,8636.0,-638.9,740.0,,-4597.0,-600.0,-0.3,4606.0,-192.7,-298.5,-25.4,-2496.9
net-change-in-short-term-investments,-149.0,625.0,222.0,214.4,-545.6,-405.1,,28.9,-504.8,132.4,325.1,50.6,485.2,-731.4
net-change-in-long-term-investments,-4513.0,-10845.0,-8750.0,-79.3994,-475.2002,-1113.5,338.7002,272.6006,-240.3008,-1325.6,816.6997,-254.0996,-704.9004,-1771.699
net-change-in-investments-total,-4662.0,-10220.0,-8528.0,135.0006,-1020.8,-1518.6,338.7002,301.5006,-745.1008,-1193.2,1141.8,-203.4996,-219.7004,-2503.099
investing-activities-other,-71.0,77.0,-38.0,-44.7,-67.5,-108.5,251.2,-127.7,-75.5,-32.0,,-2.2,-24.7,
cash-flow-from-investing-activities,-1259.0,-5082.0,-514.0,-1151.5,-974.9,-2234.4,-4551.6,-942.0,-1271.5,3002.8,616.2,-768.9,-457.3,-5151.6
net-long-term-debt,-956.0,2818.0,-53.0,-788.5,590.7001,-743.6,4988.6,855.9,442.4,-326.0,-414.3,1971.4,200.0999,2353.1
net-current-debt,-190.0,281.0,191.0,-318.2,718.6001,564.9,-175.4,235.3,576.9,-574.5,-182.3,-167.7,-70.9,852.6
debt-issuance-retirement-net-total,-1146.0,3099.0,138.0,-1106.7,1309.3,-178.7,4813.2,1091.2,1019.3,-900.5,-596.6,1803.7,129.1998,3205.7
net-common-equity-issued-repurchased,-262.0,-1773.0,120.0,-1313.2,-2697.5,-1095.4,-2386.0,-2794.8,-4216.7,-2511.9,-3155.0,-5366.9,-3990.7,95.9
net-total-equity-issued-repurchased,-262.0,-1773.0,120.0,-1313.2,-2697.5,-1095.4,-2386.0,-2794.8,-4216.7,-2511.9,-3155.0,-5366.9,-3990.7,95.9
total-common-preferred-stock-dividends-paid,-776.0,-705.0,-684.0,-656.6,-480.7,-448.0,-367.1,-357.8,,,,,,
financial-activities-other,-57.0,-194.0,-373.0,-16.8,46.4,4.3,28.8,42.2,28.1,9.6,16.0,153.3,136.5,-2.5
cash-flow-from-financial-activities,-2241.0,427.0,-799.0,-3093.3,-1822.5,-1717.8,2088.9,-2019.2,-3169.3,-3402.8,-3735.6,-3409.9,-3725.0,3299.1
net-cash-flow,325.0,-466.0,1962.0,-38.2,564.8,-897.7,283.0,412.8,-3027.3,2632.2,-584.0,165.8,-138.1,1283.0
stock-based-compensation,226.0,170.0,165.0,148.2,168.9,146.0,146.5,134.8,136.0,153.6,156.0,177.1,246.9,81.2
common-stock-dividends-paid,-776.0,-705.0,-684.0,-656.6,-480.7,-448.0,-367.1,-357.8,0.0,0.0,,,,
