,2018-10-31,2017-10-31,2016-10-31,2015-10-31,2014-10-31,2013-10-31,2012-10-31,2011-10-31,2010-10-31,2009-10-31,2008-10-31,2007-10-31,2006-10-31,2005-10-31
net-income-loss,139.9,372.9,274.9,205.1,271.829,296.906,248.644,175.43,112.803,100.548,63.956,-11.192,66.234,91.722
total-depreciation-amortization-cash-flow,275.1,188.4,198.3,191.4,138.201,125.349,111.214,98.149,94.001,92.602,82.185,84.511,61.647,48.638
other-non-cash-items,134.3,38.5,32.6,63.5,11.788,21.932,8.65,35.643,14.89,32.781,31.783,42.957,25.252,27.837
total-non-cash-items,409.4,226.9,230.9,254.9,149.989,147.281,119.864,133.792,108.891,125.383,113.968,127.468,86.899,76.475
change-in-accounts-receivable,-59.5,-25.1,1.6,-4.5,-5.167,0.055,-4.956,-2.684,-24.789,-13.09,4.528,-17.049,5.643,-2.882
change-in-inventories,-5.0,-30.9,12.2,-37.4,-7.582,-22.574,-58.094,-17.205,34.978,22.601,-15.54,-27.676,-49.374,-13.596
change-in-accounts-payable,2.9,25.0,-10.5,10.1,1.288,-6.294,13.575,5.185,8.644,-13.517,-11.917,13.758,17.534,10.554
change-in-assets-liabilities,95.6,-4.0,0.3,-22.3,-7.649,-26.183,-2.884,13.094,24.194,22.162,-54.373,0.435,17.346,0.742
total-change-in-assets-liabilities,119.6,-6.2,3.8,-69.1,33.005,-28.262,-55.111,17.059,45.969,-2.803,-81.396,17.708,-2.624,15.646
cash-flow-from-operating-activities,668.9,593.6,509.6,390.9,454.823,415.925,315.121,336.281,267.663,223.128,96.528,133.984,150.509,183.843
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,,,,,1.359,1.254,6.624,,,,,,,1.779
net-change-in-investments-total,,,,,,,,,,,,,,
cash-flow-from-investing-activities,-1517.5,-381.3,-418.7,-287.9,-1346.408,-189.918,-238.474,-161.675,-106.604,-98.637,-128.757,-264.594,-210.61,-742.32
net-long-term-debt,836.0001,49.2001,116.9,-170.7999,895.2589,-46.663,8.202,-264.1021,-182.446,-85.318,29.4,110.834,48.059,505.202
net-current-debt,13.6,-211.7,-131.9,133.5,-7.331,21.036,-63.631,21.319,12.108,-35.96,-3.505,20.82,-10.465,31.427
debt-issuance-retirement-net-total,849.6001,-162.4999,-15.0,-37.2999,887.9279,-25.627,-55.429,-242.7831,-170.338,-121.278,25.895,131.654,37.594,536.629
net-common-equity-issued-repurchased,22.3,-44.3,20.4,-47.5,-67.193,-148.047,-16.097,82.035,11.096,1.116,6.25,9.258,3.02,25.163
net-total-equity-issued-repurchased,22.3,-44.3,20.4,-47.5,-67.193,-148.047,-16.097,82.035,11.096,1.116,6.25,9.258,3.02,25.163
total-common-preferred-stock-dividends-paid,-2.9,-2.9,-3.6,-4.0,-5.322,-3.925,-2.857,-2.816,-2.732,-2.712,-2.699,-2.681,-2.671,-2.306
financial-activities-other,-24.6,-18.2,-3.2,-17.9,26.752,16.002,5.94,-9.309,0.407,0.135,1.758,-13.083,-0.625,-7.697
cash-flow-from-financial-activities,844.4,-227.9,-1.4,-106.7,842.165,-161.597,-68.443,-172.873,-161.567,-122.739,31.204,125.148,37.318,551.789
net-cash-flow,-8.6,-12.0,84.4,-8.8,-52.171,64.553,7.665,1.602,-0.359,1.988,-1.282,-4.998,-22.602,-8.542
stock-based-compensation,43.2,37.2,29.9,32.9,36.515,28.538,21.54,13.876,9.638,12.037,13.567,16.274,14.243,
common-stock-dividends-paid,-2.9,-2.9,-3.6,-4.0,-5.322,-3.925,-2.857,-2.816,-2.732,-2.712,-2.699,-2.681,-2.671,-2.306
