,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,15297.0,1300.0,16540.0,15409.0,16323.0,13831.0,10514.0,9672.0,13334.0,12266.0,12949.0,10576.0,11053.0,10060.0
total-depreciation-amortization-cash-flow,6929.0,5642.0,3754.0,3746.0,3895.0,4104.0,3666.0,3158.0,2939.0,2774.0,2832.0,2777.0,2177.0,2093.0
other-non-cash-items,3.0,2856.0,257.0,-1233.0,-653.0,438.0,2185.0,-55.0,970.0,192.0,830.0,421.0,50.0,667.0
total-non-cash-items,6932.0,8498.0,4011.0,2513.0,3242.0,4542.0,5851.0,3103.0,3909.0,2966.0,3662.0,3198.0,2227.0,2760.0
change-in-accounts-receivable,-1216.0,-616.0,-1076.0,-415.0,-275.0,-763.0,83.0,-883.0,-195.0,511.0,-650.0,-394.0,-713.0,-599.0
change-in-inventories,,,,,,,,,,,,,,
change-in-assets-liabilities,-2119.0,8568.0,-1115.0,2224.0,-654.0,-1395.0,-3819.0,2628.0,-487.0,1240.0,-616.0,-1014.0,141.0,885.0
total-change-in-assets-liabilities,-28.0,11258.0,-1784.0,1647.0,-855.0,-959.0,-969.0,1523.0,-858.0,1339.0,-1639.0,1248.0,968.0,-1021.0
cash-flow-from-operating-activities,22201.0,21056.0,18767.0,19569.0,18710.0,17414.0,15396.0,14298.0,16385.0,16571.0,14972.0,15022.0,14248.0,11799.0
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,-1337.0,21964.0,1830.0,-6679.0,-10794.0,-865.0,1363.0,514.0,-4687.0,-2808.0,-609.0,-1671.0,-41.0,3527.0
net-change-in-investments-total,-1337.0,21964.0,1830.0,-6679.0,-10794.0,-865.0,1363.0,514.0,-4687.0,-2808.0,-609.0,-1671.0,-41.0,3527.0
investing-activities-other,-464.0,-234.0,-123.0,-103.0,-299.0,-266.0,38.0,-778.0,-38.0,-109.0,-83.0,-368.0,-72.0,-341.0
cash-flow-from-investing-activities,-3167.0,-14868.0,-4761.0,-7735.0,-12305.0,-5103.0,-4510.0,-4612.0,-7854.0,-7598.0,-4187.0,-5912.0,-20291.0,-279.0
net-long-term-debt,-1550.0,7215.0,9781.0,7.0,254.0,2014.0,-759.0,4454.0,1086.0,-210.0,1614.0,5082.0,-7.0,-190.0
net-current-debt,-2399.0,-461.0,-1906.0,1372.0,596.0,14.0,-2907.0,-1471.0,1309.0,2693.0,1111.0,-2065.0,3752.0,483.0
debt-issuance-retirement-net-total,-3949.0,6754.0,7875.0,1379.0,850.0,2028.0,-3666.0,2983.0,2395.0,2483.0,2725.0,3017.0,3745.0,293.0
net-common-equity-issued-repurchased,-4919.0,-5296.0,-7790.0,-4285.0,-5581.0,-889.0,-10199.0,-1279.0,-1571.0,-1248.0,-5165.0,-4045.0,-5587.0,-943.0
net-total-equity-issued-repurchased,-4919.0,-5296.0,-7790.0,-4285.0,-5581.0,-889.0,-10199.0,-1279.0,-1571.0,-1248.0,-5165.0,-4045.0,-5587.0,-943.0
total-common-preferred-stock-dividends-paid,-9494.0,-8943.0,-8621.0,-8173.0,-7768.0,-7286.0,-6614.0,-6156.0,-5804.0,-5327.0,-5024.0,-4670.0,-4267.0,-3793.0
financial-activities-other,-148.0,-188.0,-15.0,-57.0,,56.0,-83.0,,,,,,,
cash-flow-from-financial-activities,-18510.0,-7673.0,-8551.0,-11136.0,-12499.0,-6091.0,-20562.0,-4452.0,-4980.0,-4092.0,-7464.0,-5698.0,-6109.0,-4443.0
net-cash-flow,283.0,-1148.0,5240.0,-791.0,-6404.0,6016.0,-9631.0,5187.0,3545.0,5042.0,2998.0,3687.0,-11972.0,6852.0
stock-based-compensation,978.0,962.0,878.0,874.0,792.0,728.0,662.0,621.0,614.0,628.0,627.0,698.0,659.0,540.0
common-stock-dividends-paid,-9494.0,-8943.0,-8621.0,-8173.0,-7768.0,-7286.0,-6614.0,-6156.0,-5804.0,-5327.0,-5024.0,-4670.0,-4267.0,-3793.0
