,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,36.908,-102.496,-88.72,-75.738,131.762,43.313,-29.781,70.726,3.896,-22.008,-15.302,49.219,-39.659,-24.467
total-depreciation-amortization-cash-flow,128.303,124.917,127.048,101.366,16.225,6.944,2.892,0.42,0.439,0.808,1.148,0.865,1.38,1.139
other-non-cash-items,13.461,21.168,49.397,-3.448,-132.234,-109.59,5.59,3.06,2.368,2.656,2.452,2.341,2.572,-0.594
total-non-cash-items,141.764,146.085,176.445,97.918,-116.009,-102.646,8.482,3.48,2.807,3.464,3.6,3.206,3.952,0.545
change-in-accounts-receivable,35.271,30.107,-30.902,-43.609,-5.283,-8.564,-1.136,-6.208,-1.414,-1.259,-0.051,5.459,-7.125,-1.956
change-in-inventories,,,,,,,,,,,,,,
change-in-assets-liabilities,-57.712,-7.819,-5.211,22.077,-15.023,-1.733,-13.645,-15.739,-11.637,19.07,7.581,-37.865,10.216,53.993
total-change-in-assets-liabilities,-107.198,18.338,-17.073,129.832,-71.958,69.087,-9.686,-16.555,-9.084,20.382,15.053,-37.764,8.007,52.739
cash-flow-from-operating-activities,72.497,62.167,71.263,152.37,-55.917,9.754,-30.985,57.651,-2.381,1.838,3.351,14.661,-27.7,28.817
net-change-in-property-plant-equipment,-5.362,-0.386,-2.86,-1.715,-0.599,-1.812,-6.88,-0.698,-0.179,-0.629,-0.257,-0.156,-0.774,-0.791
net-change-in-intangible-assets,,,,,,-0.15,0.0,0.0,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,1.28,58.28,48.396,-31.325,-46.708,16.651,66.647,-61.49,0.691,4.755,-4.866,-35.83,32.538,-34.031
net-change-in-investments-total,1.28,58.28,48.396,-31.325,-46.708,16.651,66.647,-61.49,0.691,4.755,-4.866,-35.83,32.538,-34.031
investing-activities-other,,,,-25.0,,,,,,,,,,
cash-flow-from-investing-activities,-7.082,57.894,45.536,-1108.051,-47.307,-38.036,33.332,-62.188,0.512,4.126,-5.123,-35.986,31.764,-34.822
net-long-term-debt,-82.5,-110.0,-100.0,562.063,345.0,,,-2.244,-3.843,-3.312,9.4,,,-0.033
net-current-debt,,,,,,,,,,,,,,-9.665
debt-issuance-retirement-net-total,-82.5,-110.0,-100.0,562.063,345.0,,,-2.244,-3.843,-3.312,9.4,,,-9.698
net-common-equity-issued-repurchased,2.02,8.94,9.951,10.398,9.803,3.727,2.686,8.298,1.417,2.042,0.441,21.125,2.944,22.389
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-0.87,-9.826,-10.125,-4.364,-7.585,240.153,,,,,-0.316,,,-0.073
cash-flow-from-financial-activities,-81.35,-110.886,-100.174,568.097,347.218,243.88,2.686,6.054,-2.426,-1.27,9.525,21.125,2.944,12.618
net-cash-flow,-15.935,9.175,16.625,-387.584,243.994,215.598,5.033,1.517,-4.295,4.694,7.753,-0.2,7.008,6.613
stock-based-compensation,,,,,,,,,,,,,,
