,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,2938.0,2225.0,2022.0,1975.0,1894.4,1273.3,1177.9,1329.9,1035.6,850.3,980.9,748.4,168.9,223.2
total-depreciation-amortization-cash-flow,2267.0,2033.0,1758.0,1688.0,1684.8,999.9,983.7,859.6,739.7,762.9,792.7,756.8,240.7,123.2
other-non-cash-items,-92.0,-747.0,-344.0,-336.0,-1127.5,-383.2,-87.8,-233.1,-115.3,-69.0,-35.7,2.7,78.3,-44.8
total-non-cash-items,2175.0,1286.0,1414.0,1352.0,557.3002,616.7001,895.9,626.5,624.4,693.9,757.0001,759.4999,319.0,78.4
change-in-accounts-receivable,-366.0,-362.0,-352.0,-149.0,-145.4,-147.9,12.0,-101.2,-70.8,124.7,-50.9,-10.0,32.1,-63.9
change-in-inventories,-324.0,-81.0,98.0,-141.0,-109.8,-72.2,-59.9,-28.6,-24.1,108.4,-49.6,-14.0,7.9,6.3
change-in-accounts-payable,201.0,274.0,56.0,-3.0,1.2,47.0,10.0,33.8,-0.5,-45.2,-123.9,6.9,11.1,6.7
change-in-assets-liabilities,-81.0,663.0,20.0,-92.0,421.9,293.8,3.6,-169.4,-66.8,-72.9,-93.3,6.6,-133.3,20.2
total-change-in-assets-liabilities,-570.0,494.0,-178.0,-385.0,167.9,120.7,-34.3,-265.4,-162.2,115.0,-317.7,-10.5,-82.2,-30.7
cash-flow-from-operating-activities,4543.0,4005.0,3258.0,2942.0,2619.6,2010.7,2039.5,1691.0,1497.8,1659.2,1420.2,1483.5,405.7,270.9
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,-536.0,-7226.0,-5178.0,-695.0,-11538.3,-11.4,-1083.4,-5648.9,-606.2,-632.9,-198.0,-492.5,236.5,-927.5
net-change-in-short-term-investments,,,,12.0,88.6,,,,,,,48.2,2.8,
net-change-in-long-term-investments,,,,,,7.6,1.9,19.5,9.0,1.2,,-0.4,69.7,131.9
net-change-in-investments-total,,,,12.0,88.6,7.6,1.9,19.5,9.0,1.2,,47.8,72.5,131.9
investing-activities-other,-9.0,-2.0,76.0,-5.0,45.3,2.2,12.9,739.9,-26.5,-11.2,-3.0,15.0,45.4,69.5
cash-flow-from-investing-activities,-1253.0,-7729.0,-5520.0,-1093.0,-11782.7,-263.3,-1370.9,-5142.2,-858.9,-829.5,-450.0,-586.0,283.4,-753.5
net-long-term-debt,-1362.0,3160.0,3270.0,-1991.0,2126.3,3166.8,927.6,3800.7,-364.7999,-178.8,-136.1,-9.4,-334.6,246.7
net-current-debt,-194.0,-134.0,904.0,49.0,-249.9,187.9,-825.3,908.5,-7.9,-21.1,-15.4,-463.5,176.8,689.0
debt-issuance-retirement-net-total,-1556.0,3026.0,4174.0,-1942.0,1876.4,3354.7,102.3,4709.2,-372.6999,-199.9,-151.5,-472.9,-157.8,935.7
net-common-equity-issued-repurchased,-364.0,1068.0,-1163.0,-428.0,3097.4,140.6,-895.9,-1179.4,-935.2,-360.2,-102.3,-552.6,-119.7,27.2
net-total-equity-issued-repurchased,-364.0,1068.0,-1163.0,-428.0,3097.4,140.6,-895.9,-1179.4,-935.2,-360.2,-102.3,-552.6,-119.7,27.2
total-common-preferred-stock-dividends-paid,-266.0,-237.0,-238.0,-241.0,-234.8,-216.2,-142.2,,,,,,,
financial-activities-other,-51.0,-3.0,-14.0,-6.0,57.1,30.9,18.1,20.8,12.8,2.6,25.4,96.8,17.4,-572.0
cash-flow-from-financial-activities,-2237.0,3854.0,2759.0,-2617.0,4796.1,3310.0,-917.7,3550.6,-1295.1,-557.5,-228.4,-928.7,-260.1,390.9
net-cash-flow,756.0,550.0,345.0,-898.0,-4482.5,5020.4,-210.7,99.2,-647.0,283.6,655.4,-42.3,453.1,-112.6
stock-based-compensation,181.0,159.0,133.0,125.0,117.1,90.9,78.2,80.0,81.6,67.0,57.1,51.1,69.4,2.8
common-stock-dividends-paid,-266.0,-237.0,-238.0,-241.0,-234.8,-216.2,-142.2,,0.0,,,,,
