,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,92.528,40.833,52.843,55.917,33.741,23.854,39.808,47.675,40.526,32.486,27.509,20.527,22.549,18.388
total-depreciation-amortization-cash-flow,47.861,45.09,39.507,28.702,27.117,35.253,31.515,24.003,17.462,13.554,9.136,6.978,4.221,2.458
other-non-cash-items,24.954,51.913,13.788,24.255,16.823,5.493,23.182,13.619,6.714,6.174,5.185,5.464,0.238,-0.815
total-non-cash-items,72.815,97.003,53.295,52.957,43.94,40.746,54.697,37.622,24.176,19.728,14.321,12.442,4.459,1.643
change-in-accounts-receivable,,,,,,,,,,,,,,
change-in-accounts-payable,3.082,3.329,0.577,1.78,7.978,-2.236,3.152,2.701,-0.31,2.816,-2.017,2.37,1.3,5.718
change-in-assets-liabilities,1.263,-13.279,6.229,-20.811,-0.671,-0.57,-6.305,-0.974,-3.068,-3.201,-2.921,-7.386,-4.055,-3.65
total-change-in-assets-liabilities,44.959,-64.884,-32.25,-75.505,7.199,-27.176,-12.455,-12.61,-4.201,-5.943,4.841,-14.32,3.937,0.415
cash-flow-from-operating-activities,210.302,72.952,73.888,33.369,84.88,37.424,82.05,72.687,60.501,46.271,46.671,18.649,30.945,20.446
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,,,,,,1.6,,,,,,,,
net-change-in-investments-total,,,,,,1.6,,,,,,,,
investing-activities-other,-10.996,37.118,-0.817,18.022,-20.575,3.489,-2.979,14.087,-7.476,2.606,-10.585,-0.655,-0.656,-0.303
cash-flow-from-investing-activities,-151.211,-106.593,-210.636,-168.538,-172.851,-65.235,-84.496,-156.052,-57.186,-80.469,-50.93,-45.764,-43.709,-20.872
net-long-term-debt,,,,,-331.198,51.493,19.7,43.741,32.918,35.868,-3.021,-0.958,32.093,0.641
net-current-debt,-69.939,31.861,184.486,19.583,495.677,,,,,,,,,
debt-issuance-retirement-net-total,-69.939,31.861,184.486,19.583,164.479,51.493,19.7,43.741,32.918,35.868,-3.021,-0.958,32.093,0.641
net-common-equity-issued-repurchased,9.369,-2.097,-23.331,116.502,3.845,3.582,-1.173,2.848,0.963,0.464,0.437,56.942,-2.347,-2.08
net-total-equity-issued-repurchased,9.369,-2.097,-23.331,116.502,3.845,3.582,-1.173,2.848,0.963,0.464,0.437,56.942,-2.347,-2.08
total-common-preferred-stock-dividends-paid,-9.419,-8.717,-8.173,-7.494,-6.297,-4.318,-6.604,-4.637,-4.149,-3.707,-3.285,-2.631,-1.975,-1.254
financial-activities-other,-0.356,-2.775,-0.097,-2.261,-89.403,2.124,1.624,-1.091,0.186,-0.898,-0.278,0.003,-1.151,-0.001
cash-flow-from-financial-activities,-70.345,18.272,152.885,126.33,72.624,52.881,13.547,40.861,29.918,31.727,-6.147,53.356,26.62,-2.694
net-cash-flow,-11.254,-15.369,16.137,-8.839,-15.347,25.07,11.101,-42.504,33.233,-2.471,-10.406,26.241,13.856,-3.12
stock-based-compensation,10.337,9.695,9.101,6.677,5.19,4.399,4.739,3.356,2.904,2.33,1.682,1.468,0.443,
common-stock-dividends-paid,-9.419,-8.717,-8.173,-7.494,-6.297,-4.318,-6.604,-4.637,-4.149,-3.707,-3.285,-2.631,-1.975,-1.254
