,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,5460.0,4644.0,13488.0,18106.0,12059.0,3057.0,2574.0,2789.059,2889.749,2625.592,1970.335,1575.794,-1189.957,813.914
total-depreciation-amortization-cash-flow,1429.0,1286.0,1158.0,1098.0,1050.0,345.0,278.0,302.232,265.477,212.944,155.61,101.36,47.284,35.777
other-non-cash-items,2450.0,860.0,855.0,551.0,227.0,265.0,235.0,335.866,359.067,211.309,145.569,324.309,2646.901,109.358
total-non-cash-items,3879.0,2146.0,2013.0,1649.0,1277.0,610.0,513.0,638.098,624.544,424.253,301.179,425.669,2694.185,145.135
change-in-accounts-receivable,480.0,754.0,1192.0,-1397.0,-2578.0,-315.0,198.0,-375.736,-348.875,-356.462,-257.161,-138.034,-184.37,13.753
change-in-inventories,-310.0,-253.0,-488.0,-855.0,143.0,-343.0,-350.0,-200.793,-161.19,-75.266,-330.726,-34.619,-358.184,-81.923
change-in-accounts-payable,-39.0,-430.0,47.0,226.0,-289.0,-98.0,117.0,428.944,-4.453,203.641,312.568,-77.549,263.965,23.356
change-in-assets-liabilities,903.0,358.0,-520.0,-90.0,-340.0,-148.0,-106.0,-43.443,-100.194,-17.064,34.8,-239.252,22.807,-365.184
total-change-in-assets-liabilities,-939.0,5108.0,1546.0,1495.0,-518.0,-562.0,108.0,211.853,-680.38,30.209,-128.13,-332.381,-286.1689,-253.407
cash-flow-from-operating-activities,8400.0,11898.0,17047.0,21250.0,12818.0,3105.0,3195.0,3639.01,2833.913,3080.054,2143.384,1669.082,1218.059,705.642
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,-10426.0,,,,-379.0,-10752.0,-588.608,-91.0,-1247.816,-10.851,-46.443,-2736.172,
net-change-in-short-term-investments,15625.0,-5053.0,-10880.0,-11728.0,-1248.0,315.0,-672.0,4310.357,-1784.867,-738.0269,-52.9631,-1172.376,1110.698,-634.527
net-change-in-long-term-investments,-346.0,,-357.0,,-18.0,,-25.0,,,,,-5.0,-8.652,
net-change-in-investments-total,,,,,,,,,,,,,,
cash-flow-from-investing-activities,14355.0,-16069.0,-11985.0,-12475.0,-1823.0,-254.0,-11846.0,3589.845,-1937.751,-2215.9,-178.819,-1302.467,-1739.334,-682.478
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,-6250.0,7174.0,4268.0,9689.0,5670.0,-1666.0,519.0,4009.153,2094.092,-311.103,-4.326,-99.459,695.5579,298.613
net-common-equity-issued-repurchased,-2611.0,-720.0,-10793.0,-9683.0,-5018.0,-269.0,-201.0,-2171.395,-3645.945,-775.767,-1723.457,-244.116,-141.556,143.283
net-total-equity-issued-repurchased,-2611.0,-720.0,-10793.0,-9683.0,-5018.0,-269.0,-201.0,-2171.395,-3645.945,-775.767,-1723.457,-244.116,-141.556,143.283
total-common-preferred-stock-dividends-paid,-2971.0,-2731.0,-2455.0,-1874.0,,,,,,,,,,
financial-activities-other,-486.0,-330.0,-745.0,-4016.0,-3677.0,-609.0,245.0,-74.189,213.143,35.432,253.214,172.592,95.259,
cash-flow-from-financial-activities,-12318.0,3393.0,-9725.0,-5884.0,-3025.0,-2544.0,563.0,1763.569,-1338.71,-1051.438,-1474.569,-170.983,649.261,441.896
net-cash-flow,10352.0,-641.0,-4622.0,2824.0,7914.0,309.0,-8080.0,8975.898,-365.079,-186.344,491.216,152.079,108.094,427.004
stock-based-compensation,845.0,638.0,380.0,382.0,360.0,252.0,209.0,192.378,200.041,180.684,153.364,184.605,133.826,0.969
common-stock-dividends-paid,-2971.0,-2731.0,-2455.0,-1874.0,,,,,,,,,,
