,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-07-31
net-income-loss,77.6,443.3,399.4,144.4,657.0,252.895,254.822,175.315,97.03,295.166,33.149,-92.29,-131.514,-108.75
total-depreciation-amortization-cash-flow,405.3,496.7,396.4,166.6,59.0,65.449,50.187,17.592,15.792,12.473,7.608,4.927,3.706,3.808
other-non-cash-items,377.3,346.1,427.1,779.4,-234.0,69.366,119.657,94.36,75.445,-179.559,24.202,22.192,21.295,-2.217
total-non-cash-items,782.6,842.8,823.5,946.0,-175.0,134.815,169.844,111.952,91.237,-167.086,31.81,27.119,25.001,1.591
change-in-accounts-receivable,-208.8,-55.2,-122.1,-115.8,-28.0,-116.439,-72.87,-78.778,-59.239,-36.44,-31.262,-49.545,,
change-in-inventories,,,,,,,,,,,,,,
change-in-assets-liabilities,-155.6,-137.2,-97.5,-95.1,-12.0,-16.403,-3.869,-6.007,-1.458,-6.526,2.29,-5.783,-3.76,1.227
total-change-in-assets-liabilities,-434.2,-170.5,-136.6,-415.2,158.0,109.639,-14.053,-17.183,-27.361,-14.239,-11.76,-74.443,-3.401,10.402
cash-flow-from-operating-activities,426.0,1115.6,1086.3,675.2,640.0,497.349,410.613,270.084,160.906,113.841,53.199,-139.614,-109.914,-96.757
net-change-in-property-plant-equipment,-213.0,-357.3,-332.7,-286.3,-137.0,-29.329,-21.846,-21.982,-12.843,-35.275,-39.733,-68.825,-31.856,-2.98
net-change-in-intangible-assets,,,,,,,,,,-27.74,-8.624,,,
net-acquisitions-divestitures,,,,-3939.3,,,-605.735,-105.886,,,,,,
net-change-in-short-term-investments,,,,,,,,,,,,,,
net-change-in-investments-total,680.7,-561.1001,46.2,635.0,-85.0,-988.4969,,94.458,-76.473,-19.026,9.368,39.266,119.357,4.605
investing-activities-other,2.8,0.1,-1.1,5.4,-1.0,-9.315,-0.004,-0.307,-0.002,0.618,0.339,32.636,-33.594,
cash-flow-from-investing-activities,470.5,-918.3,-287.6,-3585.2,-223.0,-1027.141,-627.585,-33.717,-89.318,-81.423,-38.65,3.077,53.907,1.625
net-long-term-debt,-293.8,-175.0,-375.0,3398.8,-55.0,-36.0,149.0,,,-44.301,-0.273,17.839,25.776,29.874
net-current-debt,250.0,,,,,,,,,,,,,
debt-issuance-retirement-net-total,-43.8,-175.0,-375.0,3398.8,-55.0,-36.0,149.0,,,-44.301,-0.273,17.839,25.776,29.874
net-common-equity-issued-repurchased,-37.7,-377.7,-393.5,-245.7,-189.0,5.145,517.097,35.765,37.546,29.317,28.893,47.005,153.548,3.743
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-20.9,-43.9,-67.7,-168.0,251.0,102.494,0.279,3.285,1.321,0.714,-0.312,,,-4.758
cash-flow-from-financial-activities,-102.4,-596.6,-836.2,2985.1,7.0,71.639,666.376,39.05,38.867,-14.27,28.308,64.844,179.324,28.859
net-cash-flow,782.9,-381.6,-44.1,66.1,414.0,-459.644,448.636,273.72,109.973,19.16,42.691,-71.505,123.197,-66.273
stock-based-compensation,,,,,,,,,,,,,,
