,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,333.04,830.555,1033.082,427.41,863.33,757.201,641.237,573.395,484.219,479.759,421.32,428.643,289.691,228.643
total-depreciation-amortization-cash-flow,591.035,777.485,720.252,638.024,590.935,528.119,343.908,267.315,234.378,228.986,216.917,193.47,173.295,119.719
other-non-cash-items,748.666,693.907,-6.986,431.923,35.137,413.84,149.851,164.204,222.042,127.323,168.336,13.393,25.424,-21.535
total-non-cash-items,1339.701,1471.392,713.2661,1069.947,626.072,941.959,493.759,431.519,456.42,356.309,385.2531,206.863,198.719,98.184
change-in-accounts-receivable,-81.176,-156.305,-152.24,-202.867,-40.676,-59.64,-47.673,-88.848,55.379,-32.313,-149.939,15.911,-74.737,-62.021
change-in-inventories,73.505,-18.625,22.92,-48.313,-46.398,-8.971,4.052,10.27,-3.892,15.115,-2.715,11.271,-18.587,11.98
change-in-accounts-payable,-35.959,26.876,11.897,30.998,-2.956,16.666,40.878,84.4,4.228,-104.879,57.422,-9.216,40.712,28.869
change-in-assets-liabilities,81.999,-110.312,197.553,183.308,23.249,54.259,80.067,14.818,-150.522,-82.721,-35.951,-69.156,49.547,67.277
total-change-in-assets-liabilities,98.899,-388.781,225.778,59.843,-29.995,74.181,-34.148,175.132,-100.956,-169.358,-192.872,-54.441,31.161,158.727
cash-flow-from-operating-activities,1771.64,1913.166,1972.126,1557.2,1459.407,1773.341,1100.848,1180.046,839.683,666.71,613.701,581.065,519.571,485.554
net-change-in-property-plant-equipment,-836.933,-812.914,-764.37,-688.283,-632.539,-555.339,-546.587,-324.973,-273.602,-266.908,-317.962,-272.212,-262.708,-161.365
net-change-in-intangible-assets,,,,,-1.018,-2.391,-0.83,,,,,-2.291,-5.597,-0.751
net-acquisitions-divestitures,-183.156,-803.879,-563.856,-96.469,-272.094,-310.394,-4294.077,-1077.442,-165.775,-87.617,-101.429,-132.355,-64.325,-2903.555
net-change-in-short-term-investments,29.977,256.771,112.7341,-79.25,-337.521,-7.95,10.388,42.873,0.9,8.347,,,,
net-change-in-long-term-investments,-19.177,-4.816,13.824,-17.911,-35.382,-1.305,-1.352,-40.026,1.483,-2.429,19.524,-38.077,-0.696,
net-change-in-investments-total,10.8,251.955,126.5581,-97.161,-372.903,-9.255,9.036,2.847,2.383,5.918,19.524,-38.077,-0.696,
investing-activities-other,3.646,0.106,,0.129,0.825,0.497,0.008,0.34,0.361,2.547,2.128,-1.808,21.263,20.308
cash-flow-from-investing-activities,-1005.643,-1364.732,-1201.668,-881.784,-1277.729,-876.882,-4832.45,-1399.228,-436.633,-346.06,-397.739,-446.743,-312.063,-3045.363
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,694.7773,154.8477,-124.6328,543.0273,-7.9805,-437.2891,3962.148,127.6602,674.7559,-61.2324,-13.5508,-47.3027,-406.959,2773.606
net-common-equity-issued-repurchased,-1147.934,-781.697,-1074.279,-523.78,19.5,16.423,6.647,-312.032,-564.736,-85.587,-192.468,56.552,40.593,43.919
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-172.197,-139.408,-153.072,-158.216,-176.5,-62.126,-96.411,-62.811,-192.412,-45.253,-46.108,-6.728,37.249,-77.884
cash-flow-from-financial-activities,-625.354,-766.257,-1351.981,-138.97,-164.979,-482.991,3872.384,-247.183,-82.392,-192.072,-252.127,2.522,-329.117,2739.641
net-cash-flow,-103.5,-164.543,-561.454,508.02,18.992,412.501,139.996,-466.365,320.658,128.578,-36.165,136.844,-121.609,179.832
stock-based-compensation,,,,,,,,,,,,,,
