,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,2646.0,2232.0,1843.0,2077.0,2094.0,1478.0,1624.0,1261.0,1283.0,1305.0,294.0,1118.0,1155.0,1625.0
total-depreciation-amortization-cash-flow,-20.0,326.0,-95.0,64.0,-176.0,-16.0,151.0,130.0,100.0,329.0,-93.0,-62.0,-516.0,-122.0
total-non-cash-items,675.0,892.0,515.0,649.0,412.0,581.0,711.0,475.0,392.0,597.0,151.0,132.0,-308.0,99.0
change-in-accounts-receivable,471.0,-118.0,909.0,-890.0,-758.0,259.0,-9.0,-31.0,99.0,79.0,282.0,206.0,162.0,272.0
change-in-inventories,-107.0,-72.0,30.0,,,,,,,,,,,
change-in-accounts-payable,-510.0,731.0,125.0,423.0,202.0,-483.0,-132.0,344.0,-272.0,-1321.0,1466.0,150.0,-106.0,-345.0
change-in-assets-liabilities,595.0,421.0,604.0,699.0,97.0,1136.0,127.0,-312.0,239.0,30.0,-465.0,-274.0,-506.0,-668.0
total-change-in-assets-liabilities,449.0,962.0,1668.0,207.0,-348.0,856.0,15.0,-245.0,68.0,-1157.0,1211.0,92.0,-205.0,-1006.0
cash-flow-from-operating-activities,3770.0,4086.0,4026.0,2933.0,2158.0,719.0,2350.0,1491.0,1743.0,745.0,1656.0,1342.0,642.0,718.0
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-acquisitions-divestitures,,,,,,,,,,,,,,
net-change-in-long-term-investments,-1383.0,-1023.0,-2008.0,-1127.0,-1369.0,660.0,132.0,-746.0,-503.0,-1178.0,-988.0,425.0,1735.0,338.0
net-change-in-investments-total,-1383.0,-1023.0,-2008.0,-1127.0,-1369.0,660.0,132.0,-746.0,-503.0,-1178.0,-988.0,425.0,1735.0,338.0
investing-activities-other,-12.0,,-101.0,,-24.0,-42.0,,,,,-8.0,,-45.0,-19.0
cash-flow-from-investing-activities,-26378.0,-1703.0,-2574.0,-1736.0,-1866.0,15.0,-3857.0,-1270.0,-1342.0,-1485.0,-2572.0,269.0,1548.0,258.0
net-long-term-debt,22725.0,18.0,,-44.0,,-15.0,-326.0,2225.0,273.0,146.0,297.0,120.0,146.0,
net-current-debt,1487.0,80.0,-148.0,-21.0,-112.0,-101.0,98.0,-1.0,59.0,53.0,281.0,-20.0,-9.0,-216.0
debt-issuance-retirement-net-total,24212.0,98.0,-148.0,-65.0,-112.0,-116.0,-228.0,2224.0,332.0,199.0,578.0,100.0,137.0,-216.0
net-common-equity-issued-repurchased,-274.0,-2594.0,-103.0,-517.0,-1502.0,-853.0,-87.0,509.0,-137.0,30.0,-341.0,-937.0,-2514.0,-1272.0
net-total-equity-issued-repurchased,-274.0,-2594.0,-103.0,-517.0,-1502.0,-853.0,-87.0,509.0,-137.0,30.0,-341.0,-937.0,-2514.0,-1272.0
total-common-preferred-stock-dividends-paid,,,,,,,-11.0,-11.0,-11.0,-11.0,-14.0,-11.0,-12.0,-13.0
financial-activities-other,-423.0,-155.0,26.0,-27.0,-21.0,39.0,98.0,145.0,90.0,89.0,91.0,-193.0,-124.0,-284.0
cash-flow-from-financial-activities,23515.0,-2651.0,-225.0,-609.0,-1635.0,-930.0,-228.0,2867.0,274.0,307.0,314.0,-1041.0,-2513.0,-1785.0
net-cash-flow,,,,,,,,,,,,,,
common-stock-dividends-paid,,,,,,,-11.0,-11.0,-11.0,-11.0,-14.0,-11.0,-12.0,-13.0
