,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-86.975,-117.333,125.664,-368.445,-198.382,-191.49,-169.366,-160.804,-170.56,-220.104,-303.039,-293.19,-230.548,-114.338
total-depreciation-amortization-cash-flow,2.857,3.528,4.158,13.276,18.575,14.057,14.402,15.912,17.324,18.725,12.287,8.973,8.517,7.391
other-non-cash-items,9.705,21.452,-68.646,259.87,52.993,46.005,21.82,11.197,14.218,33.093,25.006,25.636,16.82,-1.712
total-non-cash-items,12.562,24.98,-64.488,273.146,71.568,60.062,36.222,27.109,31.542,51.818,37.293,34.609,25.337,5.679
change-in-accounts-receivable,-1.339,28.07,-30.836,50.413,-50.436,,,,,,,,,
change-in-inventories,-3.152,-3.297,-2.331,-26.434,-9.67,,,,,,,,,
change-in-accounts-payable,-1.605,3.8,-12.118,8.413,3.622,-1.071,0.044,2.672,-4.287,-6.371,-14.62,16.265,7.168,0.509
change-in-assets-liabilities,40.529,-3.93,-94.329,18.142,185.108,0.092,-1.835,1.141,2.205,2.857,2.92,4.055,-8.381,-2.118
total-change-in-assets-liabilities,36.682,27.575,-139.266,38.067,130.9,2.696,13.284,9.858,-9.636,-15.797,-5.542,13.435,15.417,7.43
cash-flow-from-operating-activities,-37.731,-64.778,-78.09,-57.232,4.086,-128.732,-119.86,-123.837,-148.654,-184.083,-271.288,-245.146,-189.794,-101.229
net-change-in-property-plant-equipment,,,,,,,,,,,,,,
net-change-in-long-term-investments,,,,,,,,3.828,-2.178,15.8,-17.551,116.924,-27.531,-77.905
net-change-in-investments-total,,,,,,,,3.828,-2.178,15.8,-17.551,116.924,-27.531,-77.905
investing-activities-other,,16.651,,,,,,,,,,,,0.583
cash-flow-from-investing-activities,-0.234,16.675,-1.127,-10.203,-24.097,-7.987,-0.56,-2.937,-11.72,-3.052,-99.934,38.662,-48.272,-94.401
net-long-term-debt,,,,-66.976,16.85,-115.0,,,95.783,,,,111.267,
net-current-debt,,19.429,,,-26.908,118.902,12.75,53.0,87.0,135.0,30.0,,,
debt-issuance-retirement-net-total,,19.429,,-66.976,-10.058,3.902,12.75,53.0,182.783,135.0,30.0,,111.267,
net-common-equity-issued-repurchased,70.089,61.564,50.893,41.229,40.12,147.671,167.735,10.941,17.025,61.507,0.902,255.738,390.657,172.68
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-8.795,-7.43,-7.855,-4.727,40.0,-5.904,-0.906,-0.547,-3.392,-7.001,-0.317,-0.524,-0.34,
cash-flow-from-financial-activities,61.294,73.563,43.038,5.668,70.062,145.669,179.579,63.394,196.416,189.506,30.585,255.214,501.584,172.68
net-cash-flow,23.329,25.46,-36.179,-61.767,50.051,8.95,59.159,-63.38,36.042,2.371,-340.637,48.73,263.518,-22.95
stock-based-compensation,,,,,,,,,,,,,,
