,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,141.741,132.558,105.838,81.891,33.217,32.933,17.136,-26.265,-51.991,-122.177,34.357,36.381,35.335,22.234
total-depreciation-amortization-cash-flow,41.035,32.152,29.62,20.953,15.993,13.545,14.151,16.416,15.084,13.812,14.439,11.674,10.325,6.179
other-non-cash-items,12.604,28.825,13.093,23.804,26.075,11.001,31.498,53.003,55.554,142.591,14.118,12.125,10.329,23.635
total-non-cash-items,53.639,60.977,42.713,44.757,42.068,24.546,45.649,69.419,70.638,156.403,28.557,23.799,20.654,29.814
change-in-accounts-receivable,,,,,,,,,,,,,,
change-in-assets-liabilities,-0.308,-12.411,-0.8,-21.683,-13.885,0.099,-13.942,-4.909,-4.166,3.416,-0.828,4.664,4.331,3.627
total-change-in-assets-liabilities,31.613,-33.017,-14.642,-70.335,-47.607,2.69,-4.405,-23.842,-10.558,64.506,0.78,19.456,-1.451,-7.958
cash-flow-from-operating-activities,226.993,160.518,133.909,56.313,27.678,60.169,58.38,19.312,8.089,98.732,63.694,79.636,54.538,44.09
net-change-in-property-plant-equipment,-35.206,-26.529,-21.956,-27.01,-19.134,-9.047,-5.472,-4.648,-4.168,-3.789,-8.755,-9.151,-9.714,-3.818
net-change-in-intangible-assets,-1.18,,,,,,,,,,-0.04,,,
net-acquisitions-divestitures,-217.36,,-216.494,-84.081,-14.47,-39.5,,-0.05,-3.742,-3.431,-39.452,-5.478,-35.963,-111.508
net-change-in-short-term-investments,-6.1,-2.0,,-1.0,-5.0,,,,,,,,,
net-change-in-long-term-investments,-8.824,5.205,-11.152,,,,,,,,,,,
net-change-in-investments-total,-14.924,3.205,-11.152,-1.0,-5.0,,,,,,,,,
investing-activities-other,-10.667,-12.037,-8.759,-3.994,10.376,-0.651,7.05,2.717,1.064,-22.025,,,,
cash-flow-from-investing-activities,-279.337,-35.361,-258.361,-116.085,-28.228,-49.198,1.578,-1.981,-6.846,-29.245,-48.247,-14.629,-45.677,-115.326
net-long-term-debt,,-44.063,232.18,-7.504,-5.774,-10.681,-49.53,-0.673,-0.647,-0.889,-0.667,-0.631,-0.544,-0.364
net-current-debt,120.0,,-82.5,64.5,8.0,10.0,-3.0,-11.823,114.462,-40.311,3.324,-37.291,-21.267,89.472
debt-issuance-retirement-net-total,120.0,-44.063,149.68,56.996,2.226,-0.681,-52.53,-12.496,113.815,-41.2,2.657,-37.922,-21.811,89.108
net-common-equity-issued-repurchased,-67.013,-20.164,-13.261,3.663,1.792,1.177,0.53,,,0.012,-24.452,-16.286,-10.584,2.316
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-15.476,-12.966,-10.129,-4.459,-6.117,-1.513,-6.169,-2.804,-140.264,-12.622,-0.539,3.285,8.859,-4.904
cash-flow-from-financial-activities,37.511,-77.193,126.29,56.2,-2.099,-1.017,-58.169,-15.3,-26.449,-53.81,-22.334,-50.923,-23.536,86.52
net-cash-flow,-14.57,47.866,2.105,-3.497,-2.507,9.899,1.719,2.079,-25.17,15.737,-7.179,14.073,-14.688,15.202
stock-based-compensation,,,,,,,,,,,,,,
