,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31
net-income-loss,-361.918,-50.688,-267.265,-220.03,-135.789,-111.985,-121.287,-2.318,-32.177,-25.159,-23.953,-27.168,-28.6875,-18.2059
total-depreciation-amortization-cash-flow,4.573,7.204,5.691,5.899,6.122,1.277,1.525,1.3,1.463,1.379,1.469,2.014,2.0904,1.9977
other-non-cash-items,76.577,-91.051,31.521,32.681,23.264,33.744,95.373,-29.594,15.855,12.047,12.969,0.835,4.5885,1.9601
total-non-cash-items,81.15,-83.847,37.212,38.58,29.386,35.021,96.898,-28.294,17.318,13.426,14.438,2.849,6.6788,3.9578
change-in-accounts-receivable,-19.576,-24.24,-1.251,-1.561,1.114,1.183,-1.08,-1.063,-1.211,2.621,-1.85,-2.849,0.8145,-0.9192
change-in-inventories,,,,,,,,,,,,,,
change-in-assets-liabilities,-136.638,-15.354,-9.012,15.249,-34.013,1.618,-2.507,,,,,,0.0029,
total-change-in-assets-liabilities,-107.892,-97.461,-15.767,31.985,-22.136,12.269,-5.305,6.933,-0.35,2.933,-2.825,-0.358,1.3953,-0.4209
cash-flow-from-operating-activities,-388.66,-231.996,-245.82,-149.465,-128.539,-64.695,-29.694,-23.679,-15.209,-8.8,-12.34,-24.677,-20.6134,-14.669
net-change-in-property-plant-equipment,-61.157,-12.0,-5.341,-3.401,-25.444,-2.37,-0.108,-1.178,-0.832,-0.931,-0.369,-1.27,-0.7673,-1.0708
net-change-in-intangible-assets,-3.188,115.785,-1.525,-1.432,-1.381,-1.405,-1.037,-1.127,-1.122,-1.063,-0.848,-0.857,-0.6866,-0.3971
net-acquisitions-divestitures,,,,,,,,,,,-0.011,,,
net-change-in-short-term-investments,-305.79,-293.295,-83.327,23.938,-139.455,0.0,0.0,,-0.007,0.111,-0.011,12.703,-0.5341,-9.4473
net-change-in-long-term-investments,-0.353,10.695,,-10.695,7.25,-7.897,,,,,,,,
net-change-in-investments-total,,,,,,,,,,,,,,
cash-flow-from-investing-activities,-370.488,-178.815,-90.193,8.41,-159.03,-11.672,-1.145,-2.305,-1.961,-1.883,-1.239,10.576,-1.988,-10.9151
net-long-term-debt,,,,,,,,,,,,,,
debt-issuance-retirement-net-total,-31.347,14.954,-7.603,17.402,-0.094,-0.089,-0.085,-0.081,-0.077,-0.074,-0.113,,,
net-common-equity-issued-repurchased,563.631,369.183,385.732,130.805,104.249,145.986,178.681,32.38,2.561,47.84,0.081,18.745,8.1629,43.527
net-total-equity-issued-repurchased,,,,,,,,,,,,,,
financial-activities-other,-2.134,503.945,,-0.399,,-0.226,,,,,,,,
cash-flow-from-financial-activities,530.15,888.082,378.129,147.808,104.155,145.671,178.596,32.299,2.484,47.766,-0.032,18.745,8.1629,43.527
net-cash-flow,-228.998,477.271,42.116,6.753,-183.414,69.304,147.757,6.315,-14.686,37.083,-13.611,4.644,-14.4385,17.9429
stock-based-compensation,,,,,,,,,,,,,,
