,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31
current-ratio,10.1228,8.6655,15.2321,11.891,14.9012,26.009,22.3564,27.7718,2.7433,,,,,
long-term-debt-capital,0.5211,0.0698,0.0516,0.1362,0.1207,0.1044,0.171,0.1505,,,,,,
debt-equity-ratio,,,,,,,,,,,,,,
roe,-50.0314,-44.6866,-22.502,-22.9142,-18.1399,-14.5215,-16.8444,-12.257,11.6198,,,,,
return-on-tangible-equity,-50.0313,-44.6866,-22.502,-22.9142,-18.1399,-14.5215,-16.8444,-12.257,-94.8369,,,,,
roa,-14.9724,-22.4469,-15.8863,-18.1226,-14.8637,-12.4933,-13.3186,-10.0235,-60.4624,,,,,
roi,-23.9592,-41.5676,-21.3398,-19.7937,-15.9498,-13.0053,-13.9641,-10.4121,-94.8369,,,,,
book-value-per-share,2.185,2.4985,3.5552,2.8603,3.4841,4.0879,2.5589,2.9591,1.4403,,,,,
operating-cash-flow-per-share,-2.0244,-1.1929,-0.6142,-2.4127,-1.5438,-0.9806,-0.4555,-3.3592,-3.6795,-2.3641,-0.9999,,-2.3088,
free-cash-flow-per-share,-2.0486,-1.2098,-0.6293,-2.4127,-1.5438,-0.9806,-0.4555,-3.3592,-3.6795,-2.3641,-0.9999,,-2.3088,
