,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31
current-ratio,6.2237,8.0241,9.3055,9.6906,13.1063,9.5108,10.8032,13.8348,9.8789,14.3711,9.1871,9.7167,9.0076,14.4343,14.3958,12.9797,21.2394,29.089,8.1126,11.1683,5.7969,4.6241,5.9287,6.0787,7.0329,7.5936,,,,,
long-term-debt-capital,0.1068,0.0968,0.0867,0.0752,,,,,,,,,,,,,,,,,,,,,,,,,,,
debt-equity-ratio,0.1331,0.1187,0.1048,0.0813,,,,,,,,,,,,,,,,,,,,,,,,,,,
gross-margin,90.3255,95.3896,96.552,95.7491,99.7484,99.7325,99.8935,99.8321,85.7347,97.4874,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,
operating-margin,-2361.571,-1524.534,-1372.577,-815.679,-1299.61,-1892.931,-730.8955,-2801.634,-1007.107,-405.731,-1023.317,-4660.759,-5034.793,-3864.368,-3827.885,-3328.415,-3257.326,-1053.097,-392.9067,-307.1407,-267.2427,-210.4814,-168.3978,-128.0979,-96.4291,-66.2141,-575.0666,,-5910.588,-5411.765,
ebit-margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-tax-profit-margin,-2315.342,-1476.016,-1318.748,-773.4554,-1261.971,-1859.585,-721.4764,-2807.535,-1021.982,-424.1326,-1005.738,-4602.254,-4974.42,-3806.057,-3763.776,-3213.936,-3237.462,-1048.482,-390.7156,-306.0445,-267.557,-210.3078,-167.4665,-127.5612,-95.74,-72.3556,-580.6566,,-5930.588,-5368.235,
net-profit-margin,-2312.379,-1472.488,-1318.627,-774.4272,-1261.971,-1859.585,-721.4764,-2812.573,-1021.982,-424.1326,-1005.738,-4598.195,-4962.951,-3791.495,-3754.103,-3213.936,-3241.994,-1048.482,-390.7156,-306.0445,-267.557,-24.0884,-167.4665,-127.5612,-95.74,-72.3556,-580.6566,,370.5882,-6880.0,
asset-turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
receiveable-turnover,,0.6192,,,0.5754,413.2105,839.8421,1.3393,2.8433,3.8569,0.3218,0.1817,,,,,,,,,,,,,,,,,,,
days-sales-in-receivables,,145.3497,,,156.4226,0.2178,0.1072,67.1977,31.6535,23.3345,279.6429,495.3479,,,,,,,,,,,,,,,,,,,
roe,-13.9996,-11.9644,-9.2797,-7.9054,-7.2711,-10.0167,-7.3319,-7.221,-6.9047,-5.9081,-8.427,-8.208,-11.0905,-7.7499,-6.9775,-5.5588,-4.8283,-5.6362,-5.2238,-3.9784,-6.5027,-0.9206,-7.3589,-5.3281,-3.8763,-2.8418,,,,,
return-on-tangible-equity,-14.2763,-12.1849,-9.4144,-8.0173,-7.3715,-10.2141,-7.4705,-7.3572,-7.0975,-6.0696,-8.7811,-8.5403,-11.6749,-8.1323,-7.3096,-5.8158,-5.047,-5.8891,-5.7101,-4.344,-7.7548,-1.2454,-7.3589,-5.3281,-3.8763,-2.8418,,,,,
roa,-10.8884,-9.6762,-7.6894,-6.6444,-6.1859,-8.2881,-6.167,-6.1681,-5.6059,-4.8656,-6.4063,-6.3825,-8.3881,-6.2489,-5.7498,-4.7167,-4.218,-5.1838,-4.6434,-3.5104,-5.1576,-0.6342,-5.0637,-3.6013,-2.6781,-1.954,,,,,
roi,-12.504,-10.8064,-8.4753,-7.3108,-7.2711,-10.0166,-7.3319,-7.221,-6.9047,-5.9081,-8.427,-8.208,-11.0905,-7.7499,-6.9775,-5.5588,-4.8283,-5.6362,-5.2238,-3.9784,-6.5027,-0.9206,-7.3589,-5.3281,-3.8763,-2.8418,,,,,
book-value-per-share,26.6036,29.6294,32.1796,34.4381,36.5922,29.0201,31.362,32.859,24.9278,26.3515,19.9247,21.3669,18.6217,20.5202,21.8347,23.0524,24.2626,25.5567,14.5138,15.1904,9.1245,6.6099,5.9378,6.3353,6.6729,6.8326,,,,,
operating-cash-flow-per-share,-7.3321,-5.2937,-2.805,-7.9456,-5.3249,-4.1717,-2.1798,-6.4443,-4.0566,-3.1397,-1.844,-5.0866,-3.2403,-2.1946,-0.9958,-2.8391,-1.796,-1.1008,-0.742,-2.2487,-1.566,-0.9503,-0.4942,3.4608,2.0702,26.855,201.2744,,-26.0072,-40.4167,
free-cash-flow-per-share,-8.3926,-5.9812,-3.1566,-9.0168,-6.1291,-4.5842,-2.3291,-7.874,-5.0075,-4.1025,-2.4813,-5.8383,-3.6436,-2.3585,-1.1013,-3.0426,-1.8954,-1.1787,-0.7775,-2.5767,-1.7902,-1.1356,-0.5984,2.7702,1.9271,26.2669,198.7988,,-26.9296,-42.2857,
