,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31
current-ratio,6.779,7.8,18.3154,19.0465,35.44,40.1229,24.8098,22.4213,5.8674,,,,,
long-term-debt-capital,0.0211,0.018,0.0154,,,,,,,,,,,
debt-equity-ratio,,,,,,,,,,,,,,
roe,-24.1445,-23.5834,-13.1408,-10.3579,-6.5592,-5.069,-12.3143,-7.2734,19.2856,,,,,
return-on-tangible-equity,-24.1445,-23.5834,-13.1408,-10.3579,-6.5592,-5.069,-12.3143,-7.2734,-34.4263,,,,,
roa,-20.2796,-20.2932,-12.2511,-9.8025,-6.3681,-4.9399,-11.8034,-6.9403,-28.7783,,,,,
roi,-23.6355,-23.1583,-12.9386,-10.3579,-6.5592,-5.069,-12.3143,-7.2734,-34.4263,,,,,
book-value-per-share,4.3123,5.2602,6.4038,7.1563,7.8422,8.3199,4.8988,5.3067,16.4373,,,,,
operating-cash-flow-per-share,-2.6208,-1.6522,-0.9117,-2.0015,-1.199,-0.863,-0.427,-2.2204,-3.369,-1.2905,-0.6881,,-1.6712,
free-cash-flow-per-share,-2.7188,-1.743,-0.9353,-2.0248,-1.2085,-0.8634,-0.427,-2.2304,-3.3812,-1.2905,-0.6881,,-1.7749,
