,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31
current-ratio,4.8095,6.6013,6.9518,8.2833,10.4398,11.0306,9.6527,16.1174,5.1882,,,,,
long-term-debt-capital,0.6252,0.5156,0.4404,0.3794,0.3363,0.3051,0.3633,0.3175,,,,,,
debt-equity-ratio,1.6682,1.0642,0.787,0.6112,0.5067,0.439,0.5706,0.4651,,,,,,
gross-margin,88.7957,83.6903,83.5121,76.2566,83.2282,72.449,76.8786,,,,,,,
operating-margin,-159.7887,-385.0082,-606.8812,-817.394,-1235.121,-1804.003,-3358.034,,,,,,,
ebit-margin,,,,,,,,,,,,,,
pre-tax-profit-margin,-232.3788,-410.0195,-645.085,-872.4205,-1320.873,-1929.435,-3534.335,,,,,,,
net-profit-margin,-232.3788,-410.0195,-645.085,-872.4205,-1320.873,-1929.435,-3534.335,,,,,,,
asset-turnover,0.083,0.0401,0.0232,0.0139,0.008,0.0049,0.0039,,,,,,,
inventory-turnover,0.3154,0.2556,0.1291,0.1007,0.0455,0.0709,0.0559,,,,,,,
receiveable-turnover,1.1293,0.6954,0.7565,1.185,0.6126,0.3282,0.3728,,,,,,,
days-sales-in-receivables,79.6983,129.4129,118.9745,75.9524,146.9243,274.2386,241.3873,,,,,,,
roe,-64.7109,-39.9828,-31.2648,-22.2425,-17.6018,-14.9581,-24.2421,-12.6547,6.8381,,,,,
return-on-tangible-equity,-64.7109,-39.9828,-31.2648,-22.2425,-17.6018,-14.9581,-24.2421,-12.6547,-28.7613,,,,,
roa,-19.2854,-16.4355,-14.9612,-12.1582,-10.5727,-9.456,-13.861,-8.1079,-23.7018,,,,,
roi,-24.2524,-19.3695,-17.4959,-13.8045,-11.6825,-10.395,-15.4346,-8.6372,-28.7613,,,,,
book-value-per-share,1.073,1.6527,2.2381,2.877,3.4709,3.9962,3.3267,4.0869,11.1691,,,,,
operating-cash-flow-per-share,-1.754,-1.3939,-0.7197,-2.3089,-1.7381,-1.2276,-0.6076,-3.2439,-5.3781,-3.3515,-1.851,,6.8286,
free-cash-flow-per-share,-1.7657,-1.4041,-0.7238,-2.3514,-1.7733,-1.2504,-0.6177,-3.4627,-5.6755,-3.5263,-1.8732,,6.818,
