,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inventory,13.72,13.188,11.778,11.381,13.296,11.884,10.675,10.726,13.654,11.008,13.016,11.109,10.754,10.262,11.25,11.346,10.352,10.124,12.511,12.952,11.695,14.111,12.872,13.452,15.076,20.479,18.381,18.269,16.754,14.715,14.108,12.656,10.654,9.797,11.712,7.266,11.46,9.777,8.703,6.471,8.93,10.11,13.392,9.319,9.861,10.166,11.027,12.187,17.175,17.228,16.77,14.656,15.795,16.247,33.18,18.627,13.152,12.781,10.683
other-current-assets,28.227,30.951,46.777,47.743,39.539,34.94,13.074,14.948,13.26,7.496,7.881,10.063,4.008,5.427,5.593,9.814,5.214,8.782,6.092,8.817,4.708,4.629,5.972,5.175,4.759,6.018,8.813,13.363,7.003,9.341,13.634,17.944,7.565,7.932,6.859,5.679,6.119,6.363,7.101,6.183,7.275,5.317,6.108,6.746,47.395,13.988,5.826,7.106,8.147,9.52,11.733,14.595,17.18,35.919,19.238,12.521,10.178,9.546,10.528
total-current-assets,1578.824,1596.817,1490.114,1437.687,1505.182,1905.947,336.015,326.82,382.795,288.165,380.985,425.952,282.522,318.32,344.845,350.051,286.351,302.246,347.293,288.2,324.12,298.223,304.77,257.882,207.942,234.423,267.036,314.631,346.945,468.291,420.654,276.706,297.62,389.095,539.373,353.979,326.434,363.806,385.471,413.666,298.213,318.203,350.595,406.22,410.287,410.128,443.523,523.283,514.771,483.366,491.577,535.039,546.432,572.726,549.366,519.843,658.209,411.282,428.847
net-property-plant-equipment,64.614,65.453,58.158,48.851,44.881,45.0,46.328,47.463,62.396,64.929,66.642,65.601,65.553,67.774,69.852,71.336,72.532,72.158,69.267,70.368,69.275,71.07,72.968,66.974,65.082,67.849,70.112,72.215,73.256,73.713,75.557,78.576,81.649,85.381,87.628,89.773,97.686,88.223,82.65,78.263,74.624,75.024,75.02,73.578,73.641,114.229,114.381,114.42,135.317,131.024,132.345,133.812,136.58,139.152,140.301,142.127,144.716,146.371,147.726
long-term-investments,231.082,276.305,455.867,582.889,619.14,282.277,37.157,57.088,59.596,45.16,3.493,,,,,,,,,,,,,,,,,,35.022,44.245,116.732,173.768,191.478,118.941,,,,,,,,,,,,,,,,,,8.337,9.342,15.219,48.601,90.222,,,
goodwill-intangible-assets-total,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,76.501,80.402,80.638,80.875,78.431,81.348,81.584,81.821,82.057,88.262,88.97,90.375,91.883,133.061,134.188,135.314
other-long-term-assets,137.273,84.577,85.842,4.244,3.394,3.362,0.789,0.994,0.767,1.104,0.865,0.817,0.519,0.504,0.681,0.754,13.862,5.762,6.151,6.552,7.006,32.343,32.774,33.17,33.51,34.036,34.252,34.443,9.728,5.693,5.345,0.999,0.845,0.936,0.976,0.972,1.855,2.108,3.887,7.088,3.313,3.27,3.823,4.237,4.022,4.498,5.057,8.969,6.849,7.491,7.997,8.932,9.404,11.078,12.895,14.479,10.924,2.214,2.305
total-long-term-assets,509.47,502.836,676.368,712.485,743.916,407.14,160.775,182.046,199.26,187.694,147.501,142.919,142.573,144.779,147.034,148.591,162.895,154.421,151.919,153.421,152.782,179.914,182.243,176.645,175.093,178.386,180.865,183.159,194.507,200.152,274.135,329.844,350.473,281.759,165.105,167.246,176.042,166.832,163.038,161.852,154.438,154.795,155.344,154.316,158.065,199.365,200.313,201.82,223.514,220.099,222.163,233.138,243.588,254.419,292.172,338.711,288.701,282.773,285.345
total-assets,2088.294,2099.653,2166.482,2150.172,2249.098,2313.087,496.79,508.866,582.055,475.859,528.486,568.871,425.095,463.099,491.879,498.642,449.246,456.667,499.212,441.621,476.902,478.137,487.013,434.527,383.035,412.809,447.901,497.79,541.452,668.443,694.789,606.55,648.093,670.854,704.478,521.225,502.476,530.638,548.509,575.518,452.651,472.998,505.939,560.536,568.352,609.493,643.836,725.103,738.285,703.465,713.74,768.177,790.02,827.145,841.538,858.554,946.91,694.055,714.192
total-current-liabilities,125.35,113.37,99.718,82.002,108.083,96.897,80.697,56.163,92.544,72.613,78.515,72.222,76.305,79.282,65.945,61.246,208.098,81.077,75.444,64.047,80.549,84.355,79.313,98.221,80.913,90.277,83.221,78.537,69.47,276.861,270.753,275.532,279.042,61.274,58.88,64.108,84.832,107.466,125.645,153.016,49.357,45.316,46.637,68.374,48.522,58.76,57.645,98.092,156.679,121.327,111.476,165.582,95.329,114.837,110.301,69.595,47.825,54.544,51.491
long-term-debt,393.356,342.643,342.41,246.95,246.514,246.078,245.643,245.207,244.771,245.392,245.509,243.464,245.147,245.323,245.455,242.772,1.335,127.889,129.386,129.139,130.339,131.025,132.05,133.049,134.007,134.901,135.766,136.607,137.414,13.174,13.89,14.582,15.25,230.818,231.403,231.969,232.357,232.842,233.307,233.755,234.183,234.571,234.944,235.302,335.689,336.016,336.33,336.632,336.987,334.328,334.548,334.759,401.441,401.602,401.756,438.123,438.072,194.485,194.599
other-non-current-liabilities,74.098,78.456,81.503,92.901,92.969,95.918,99.359,100.647,104.353,105.489,108.047,113.173,114.408,117.61,121.167,125.769,131.819,138.639,138.659,135.192,135.894,209.199,208.91,210.776,134.384,132.697,131.431,139.077,137.474,137.909,136.609,7.159,6.462,5.84,6.205,5.571,4.936,4.302,4.656,4.544,4.458,4.354,5.27,5.238,11.159,4.795,13.99,5.911,15.469,15.834,16.821,17.079,18.289,19.944,22.675,15.651,26.909,23.702,24.092
total-long-term-liabilities,474.233,429.128,433.253,350.595,350.893,355.776,357.81,364.875,405.349,399.86,405.222,408.524,416.643,423.068,426.209,430.967,202.095,340.491,346.463,341.242,349.135,429.142,417.509,426.209,352.372,363.081,367.3,372.235,376.65,259.298,261.549,133.207,138.254,358.304,364.36,366.455,310.697,313.643,318.11,320.135,297.194,297.084,300.028,302.008,411.198,407.032,410.432,412.572,410.703,393.458,391.641,375.535,443.008,447.047,424.431,462.148,464.981,218.187,218.691
total-liabilities,599.583,542.498,532.971,432.597,458.976,452.673,438.507,421.038,497.893,472.473,483.737,480.746,492.948,502.35,492.154,492.213,410.193,421.568,421.907,405.289,429.684,513.497,496.822,524.43,433.285,453.358,450.521,450.772,446.12,536.159,532.302,408.739,417.296,419.578,423.24,430.563,395.529,421.109,443.755,473.151,346.551,342.4,346.665,370.382,459.72,465.792,468.077,510.664,567.382,514.785,503.117,541.117,538.337,561.884,534.732,531.743,512.806,272.731,270.182
common-stock-net,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.015,0.015,0.015,0.015,0.015,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.012,0.012,0.012,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.008
retained-earnings-accumulated-deficit,-1751.28,-1652.472,-1542.563,-1424.051,-1325.839,-1229.696,-2201.156,-2117.941,-2084.115,-2144.986,-2085.115,-2021.01,-1978.811,-1935.587,-1886.984,-1867.486,-1813.349,-1805.146,-1752.489,-1786.309,-1740.626,-1811.231,-1778.594,-1732.393,-1684.734,-1668.191,-1625.443,-1570.38,-1517.454,-1473.907,-1439.622,-1398.525,-1361.03,-1336.962,-1300.581,-1264.547,-1241.967,-1233.256,-1232.739,-1226.609,-1218.933,-1187.966,-1155.897,-1124.09,-1200.872,-1163.834,-1130.459,-1089.754,-1128.797,-1110.176,-1082.666,-1056.993,-1018.138,-998.534,-935.703,-902.232,-793.993,-770.198,-743.286
comprehensive-income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-share-holder-equity,1488.711,1557.155,1633.511,1717.575,1790.122,1860.414,58.283,87.828,84.162,3.386,44.749,88.125,-67.853,-39.251,-0.275,6.429,39.053,35.099,77.305,36.332,47.218,-35.36,-9.809,-89.903,-50.25,-40.549,-2.62,47.018,95.332,132.284,162.487,197.811,230.797,251.276,281.238,90.662,106.947,109.529,104.754,102.367,106.1,130.598,159.274,190.154,108.632,143.701,175.759,214.439,170.903,188.68,210.623,227.06,251.683,265.261,306.806,326.811,434.104,421.324,444.01
total-liabilities-share-holders-equity,2088.294,2099.653,2166.482,2150.172,2249.098,2313.087,496.79,508.866,582.055,475.859,528.486,568.871,425.095,463.099,491.879,498.642,449.246,456.667,499.212,441.621,476.902,478.137,487.013,434.527,383.035,412.809,447.901,497.79,541.452,668.443,694.789,606.55,648.093,670.854,704.478,521.225,502.476,530.638,548.509,575.518,452.651,472.998,505.939,560.536,568.352,609.493,643.836,725.103,738.285,703.465,713.74,768.177,790.02,827.145,841.538,858.554,946.91,694.055,714.192
