,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inventory,12.632,8.733,9.67,8.65,6.829,6.898,7.515,7.474,6.088,5.457,5.97,6.253,5.952,5.545,5.334,5.108,2.967,3.416,2.595,2.616,2.97,2.616,2.003,2.301,2.068,1.738,1.646,1.859,1.906,1.526,1.312,1.202,1.096,1.079,0.911,0.887,0.768,0.807,0.582,0.602,0.6136,0.5986,0.5777,0.4915,0.3446,0.3643,0.246,0.3048,0.4166,0.3625,0.1552,0.1174,0.0594,0.0763,0.0467,0.06,0.0444,0.0304,0.0278
other-current-assets,0.603,0.632,2.991,0.561,6.307,6.161,6.954,1.001,4.725,5.218,5.857,4.535,7.488,6.665,6.525,4.889,1.547,1.282,1.183,1.141,1.022,1.055,0.909,1.115,1.103,0.784,0.841,0.82,0.864,0.837,0.937,0.954,0.702,0.657,0.619,1.018,0.732,0.653,0.515,0.655,0.7143,0.6353,0.4972,0.4824,0.9001,0.7462,0.4267,0.4002,0.26,0.232,0.106,0.1022,0.1601,0.0817,0.078,0.0585,0.0467,0.0297,0.0326
total-current-assets,292.001,276.345,115.945,103.668,194.27,83.259,87.771,85.875,85.747,83.357,84.581,78.825,92.559,87.509,81.203,82.36,60.857,59.601,57.331,58.742,57.243,28.082,28.147,27.491,23.827,23.163,22.743,18.581,17.121,16.556,15.988,13.178,12.313,12.023,10.754,8.738,9.185,9.522,9.25,8.52,8.6306,6.103,5.8873,4.3556,5.2572,5.1945,3.941,4.1522,4.2957,4.4882,2.8229,1.8956,1.7675,1.465,1.2828,0.6806,0.5419,0.3597,0.315
net-property-plant-equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodwill-intangible-assets-total,327.655,331.599,334.142,337.921,216.928,218.349,219.77,221.184,223.349,220.633,222.358,224.083,228.525,230.343,231.953,234.221,6.857,6.951,7.048,7.141,6.797,2.466,2.521,2.577,2.633,2.689,2.744,2.8,2.856,2.912,2.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other-long-term-assets,29.011,29.389,22.56,2.538,2.937,1.302,1.32,0.891,0.25,0.302,0.167,0.174,0.174,0.129,0.129,0.129,0.129,0.128,0.139,0.141,0.143,0.116,0.179,0.154,0.178,0.17,0.084,0.083,0.091,0.123,0.129,0.129,0.11,0.076,0.093,0.074,0.086,0.087,0.086,0.085,0.1067,0.0883,0.0728,0.0645,0.2751,0.2556,0.2484,0.2606,0.2508,0.2512,0.0398,0.0339,0.0332,0.0192,0.0126,0.018,0.014,0.0207,0.0339
total-long-term-assets,419.154,420.322,417.398,401.347,260.869,262.524,261.501,258.579,258.148,256.523,259.056,258.293,262.868,264.047,265.641,268.927,22.884,23.365,23.827,22.364,21.577,15.556,14.172,12.425,11.403,11.296,10.873,11.49,12.181,11.445,10.452,6.771,5.172,4.635,4.646,4.913,5.096,5.129,4.968,4.425,4.2869,3.2789,2.9298,2.9398,2.7702,2.4712,2.2809,2.3687,2.0273,2.0251,1.4492,1.2364,1.2039,0.8584,0.7492,0.3996,0.4567,0.4338,0.4122
total-assets,711.155,696.667,533.343,505.015,455.139,345.783,349.272,344.454,343.895,339.88,343.637,337.118,355.427,351.556,346.844,351.287,83.741,82.966,81.158,81.106,78.82,43.638,42.319,39.916,35.23,34.459,33.616,30.071,29.302,28.001,26.44,19.949,17.485,16.658,15.4,13.651,14.281,14.651,14.218,12.945,12.9175,9.3818,8.8172,7.2954,8.0274,7.6657,6.2219,6.5209,6.323,6.5133,4.272,3.1319,2.9714,2.3234,2.0321,1.0801,0.9987,0.7934,0.7272
total-current-liabilities,68.907,59.162,72.703,60.925,47.055,47.974,43.303,36.471,40.114,35.204,39.876,38.113,35.392,34.953,34.316,40.058,15.328,15.125,13.855,14.623,13.954,15.226,15.227,14.323,12.246,12.056,11.949,17.758,16.67,15.096,14.749,11.444,10.539,10.112,8.799,9.168,9.517,8.832,7.484,5.776,4.3036,5.5031,5.1525,4.391,4.4861,4.4803,3.1784,3.3617,1.7478,1.5637,2.8723,2.6285,0.8005,0.7881,0.7647,0.6658,0.4382,0.2656,0.2892
