,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-current-assets,1815.7,1744.2,1690.8,1699.5,914.1,836.0,729.3,744.7,692.9,656.8,330.5,280.0,258.6,241.0,227.4,231.3,203.7,170.4,146.2,145.9,123.4,105.5,93.6,93.1,81.7,74.2,71.3,77.6,75.571,83.993,92.822,104.5,115.232,123.98,54.432,65.361,44.488,50.443,59.009,36.92,43.376,54.123,66.506,32.058,29.784,42.955,53.847,67.291,77.083,87.519,96.082,57.356,67.9437,77.0508,41.1612,51.0128,60.467,67.3445,21.9098
net-property-plant-equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodwill-intangible-assets-total,18.4,18.7,18.6,18.7,18.4,11.9,12.3,12.1,12.0,11.9,11.4,11.3,13.4,13.6,5.7,5.9,6.1,6.2,5.8,5.9,6.3,6.5,6.6,6.8,6.9,7.1,7.2,7.4,7.475,7.624,7.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other-long-term-assets,50.6,49.8,43.2,14.7,12.2,2.8,2.8,1.7,1.9,1.9,1.9,2.1,1.5,1.2,0.4,0.1,0.3,1.2,1.6,1.6,1.7,1.7,1.8,1.9,1.8,1.9,2.0,2.1,1.137,1.137,1.162,1.0,1.037,0.373,0.375,1.04,0.377,2.347,2.425,3.606,3.849,4.483,5.037,5.719,6.849,7.555,8.261,3.319,3.348,3.443,3.56,1.079,0.914,0.914,0.3,0.25,0.25,0.25,0.2
total-long-term-assets,370.0,321.7,283.2,216.5,200.2,171.5,167.5,159.4,150.0,138.8,136.7,122.8,103.3,91.8,72.0,60.7,53.0,48.0,43.1,38.7,36.0,34.2,31.3,29.4,28.4,28.1,27.5,28.4,27.225,26.529,25.14,16.0,13.561,12.389,12.123,11.803,9.617,10.122,9.305,10.028,10.58,10.978,11.44,11.824,13.291,14.098,15.115,9.968,8.406,9.008,9.379,7.197,7.5925,7.5712,6.3265,5.7135,3.8105,2.7321,3.455
total-assets,2185.7,2065.9,1974.0,1916.0,1114.3,1007.5,896.8,904.1,842.9,795.6,467.2,402.8,361.9,332.8,299.4,292.0,256.7,218.4,189.3,184.6,159.4,139.7,124.9,122.5,110.1,102.3,98.8,106.0,102.796,110.522,117.962,120.5,128.793,136.369,66.555,77.164,54.105,60.565,68.314,46.948,53.956,65.101,77.946,43.882,43.075,57.053,68.962,77.259,85.489,96.527,105.461,64.553,75.5361,84.6221,47.4877,56.7263,64.2774,70.0766,25.3648
total-current-liabilities,322.4,288.2,235.4,222.4,193.9,170.8,125.1,138.9,118.2,105.1,171.7,102.4,86.1,73.9,64.1,66.9,58.8,44.2,37.0,40.6,40.6,35.6,29.7,32.1,27.4,21.1,16.2,19.5,20.404,16.961,16.076,14.7,14.743,13.776,11.595,15.129,17.008,15.514,15.828,18.796,17.535,16.624,14.997,14.996,7.827,8.609,8.097,8.447,6.107,7.447,6.498,5.23,6.568,4.9243,6.9677,7.0741,2.9186,2.8686,2.7977
long-term-debt,1081.4,1071.9,1051.9,1010.3,338.8,335.0,331.3,327.6,324.0,320.5,,,,,,,0.4,1.1,1.7,2.3,2.9,3.5,4.1,4.6,5.2,5.8,6.3,6.8,,,,,,,,,0.881,3.283,4.968,45.757,44.683,1.953,42.706,41.796,61.65,0.254,62.788,61.031,61.375,61.719,62.149,2.118,2.16,1.35,,,,,
