,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-current-assets,707.237,775.795,756.025,745.988,739.988,998.035,987.868,1098.268,1200.914,493.074,511.721,389.793,499.487,444.344,429.268,480.464,477.215,566.594,499.274,425.659,414.411,407.381,388.98,349.295,366.816,393.532,354.598,381.761,352.099,486.99,443.024,359.018,408.5,361.459,360.442,370.801,365.771,369.424,331.941,313.308,307.221,292.092,358.214,283.253,294.013,279.128,273.498,442.421,301.007,302.459,264.883,247.19,250.216,224.391,203.62,293.016,152.614,157.087,187.268
net-property-plant-equipment,86.299,85.71,81.514,81.923,78.445,78.153,76.825,74.716,73.609,69.083,66.756,66.369,68.184,70.356,72.221,73.953,73.849,74.53,76.283,78.343,81.934,84.46,87.34,89.086,90.087,93.339,94.781,92.423,96.818,97.476,97.924,81.872,80.616,80.309,79.061,76.745,74.17,73.693,71.487,68.803,66.645,63.105,59.125,58.448,50.101,46.951,43.162,43.415,42.529,41.658,41.346,41.615,41.169,40.503,38.544,34.709,33.395,33.02,32.454
long-term-investments,1635.137,1589.94,1581.641,1555.073,1606.027,1600.848,1642.598,1596.4,1459.534,1486.816,1433.208,1424.828,1467.119,1457.529,1477.803,1333.645,1319.848,1238.255,1273.668,1316.599,1329.229,1352.991,1328.468,1301.946,1304.628,1298.014,1334.916,1274.483,1302.477,1201.136,1188.293,1146.986,1127.348,1145.892,1124.722,1094.807,1164.268,1120.254,1089.732,1043.369,1050.569,1028.881,941.611,1010.25,1046.011,1070.733,1088.401,1005.528,918.354,870.063,869.0129,895.688,876.754,851.715,871.301,666.328,673.93,664.481,658.728
goodwill-intangible-assets-total,28.97,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,25.397,27.766,27.766,27.766,27.766,25.397,25.397,25.397,25.397,,,,0.426,,,,,,,,,,,,,,,,,,,,,,,
other-long-term-assets,78.095,73.719,69.112,57.698,75.773,87.149,100.657,56.073,58.902,61.388,61.732,60.057,66.338,81.976,76.113,49.677,60.958,64.595,73.126,46.943,52.94,62.462,85.286,71.092,76.138,74.611,76.873,80.706,80.914,82.8,87.332,82.809,100.46,97.519,93.279,41.06,30.084,38.442,41.062,45.756,37.347,32.744,38.527,44.966,40.973,45.906,37.122,44.156,39.956,71.822,64.464,40.307,63.26,62.489,61.961,59.69,55.853,51.583,45.125
total-long-term-assets,2123.129,2061.27,2040.454,2014.26,2078.44,2076.219,2113.123,2018.497,1885.878,1912.294,1846.734,1829.206,1875.431,1870.95,1890.59,1725.681,1737.6,1666.739,1700.731,1720.077,1701.853,1737.287,1735.393,1698.329,1708.706,1702.644,1733.732,1677.583,1699.039,1596.723,1586.558,1521.559,1477.635,1494.346,1469.679,1388.569,1439.835,1401.15,1375.424,1335.396,1325.692,1285.21,1196.13,1275.937,1275.352,1295.254,1293.25,1217.121,1123.554,1108.556,1096.971,1098.319,1088.79,1063.257,1076.543,844.446,783.076,767.8571,754.559
total-assets,2830.366,2837.065,2796.479,2760.248,2818.428,3074.254,3100.991,3116.765,3086.792,2405.368,2358.455,2218.999,2374.918,2315.294,2319.858,2206.145,2214.815,2233.333,2200.005,2145.736,2116.264,2144.668,2124.373,2047.624,2075.522,2096.176,2088.33,2059.344,2051.138,2083.713,2029.582,1880.577,1886.135,1855.805,1830.121,1759.37,1805.606,1770.574,1707.365,1648.704,1632.913,1577.302,1554.344,1559.19,1569.365,1574.382,1566.748,1659.542,1424.561,1411.015,1361.854,1345.509,1339.006,1287.648,1280.163,1137.462,935.69,924.944,941.827
total-current-liabilities,1212.479,1253.152,1268.376,1295.007,1363.408,1572.276,1543.762,1548.119,1548.173,883.995,865.727,736.702,859.96,793.775,820.88,748.9351,731.457,748.861,676.912,635.2,640.549,679.466,711.866,669.205,700.202,719.249,668.098,671.358,701.543,755.876,737.358,637.083,697.584,686.668,664.66,610.693,655.948,662.784,638.899,607.949,613.828,606.6689,610.63,582.564,617.391,625.955,612.89,715.409,581.7419,588.75,556.025,548.115,577.929,557.845,544.474,499.734,490.199,484.483,505.169
long-term-debt,26.492,27.289,28.086,28.883,29.681,30.478,31.275,32.073,32.87,33.667,34.465,35.085,35.597,36.007,36.417,36.827,62.237,62.647,74.057,74.467,87.816,88.31,88.804,89.302,89.796,100.288,100.778,101.271,101.762,127.25,127.736,114.387,114.797,140.207,165.617,166.027,166.124,166.847,167.257,167.667,168.077,168.487,168.897,169.307,169.717,170.127,170.537,170.946,171.357,182.267,182.677,183.087,183.497,183.907,185.317,152.33,91.0,92.547,95.457
