,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
cash-on-hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other-current-assets,0.202,0.225,0.249,0.24,0.314,0.266,0.367,0.836,0.289,0.475,0.568,1.001,0.716,0.399,2.723,3.051,2.477,2.634,2.588,2.639,2.678,0.47,0.531,0.489,0.406,0.39,0.688,0.317,0.434,5.2,5.456,5.793,5.407,0.199,0.23,0.371,0.138,0.126,0.874,0.068,1.415,1.297,2.227,1.716,1.291,0.805,0.661,0.704,,,,3.398,,,,,,,
total-current-assets,507.743,499.177,465.19,425.309,349.096,305.813,286.011,292.654,280.154,271.472,355.925,367.635,365.965,357.296,329.819,329.068,337.76,335.833,324.934,317.619,302.27,272.137,255.891,285.315,313.354,315.033,314.189,309.933,270.695,244.523,239.525,237.588,236.497,209.317,191.868,180.048,152.866,141.953,144.136,140.441,134.71,120.567,105.0,99.912,83.221,72.637,61.929,64.949,49.753,57.122,45.905,48.809,41.014,66.656,63.656,65.87,59.933,57.695,55.95
net-property-plant-equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodwill-intangible-assets-total,583.591,550.08,552.418,554.757,560.21,566.325,572.978,579.099,583.63,586.485,413.186,417.513,421.203,405.69,410.733,415.776,420.82,425.892,430.969,436.046,441.208,446.399,451.589,456.78,461.97,467.884,474.756,480.587,477.648,483.759,489.87,494.526,123.162,124.271,125.732,127.24,140.373,130.457,106.693,108.318,102.678,100.038,101.101,102.165,103.205,100.717,101.727,102.737,103.423,104.425,90.435,91.446,96.369,2.382,2.382,2.382,2.382,2.382,2.382
other-long-term-assets,20.451,22.484,23.22,2.344,2.655,2.618,2.614,2.589,2.403,2.416,2.566,2.65,2.92,4.649,4.278,4.329,4.568,4.999,4.486,4.339,4.335,4.505,4.585,4.46,4.472,4.481,4.022,3.988,3.949,3.962,0.989,0.837,0.847,5.867,1.5,0.904,0.309,0.312,0.905,0.983,0.983,0.552,0.593,0.639,0.682,0.731,0.764,0.807,0.855,0.809,0.887,0.968,1.044,5.35,5.358,5.417,5.398,0.063,0.105
total-long-term-assets,689.32,660.562,667.464,653.209,657.8241,664.267,673.725,682.506,681.067,684.794,511.197,515.12,518.965,502.077,511.204,521.529,530.2109,541.727,552.329,563.369,569.966,577.203,583.413,593.287,602.097,610.222,613.917,619.7689,612.7,624.1979,625.8391,631.743,172.73,176.35,171.582,172.857,179.689,164.575,129.269,130.203,122.827,120.173,121.167,122.601,123.524,121.277,122.445,123.151,122.211,121.205,107.076,108.434,111.341,21.629,22.079,21.731,19.437,18.461,18.629
total-assets,1197.063,1159.739,1132.654,1078.518,1006.92,970.08,959.736,975.16,961.221,956.266,867.122,882.755,884.93,859.373,841.023,850.597,867.971,877.56,877.263,880.988,872.236,849.34,839.304,878.602,915.451,925.255,928.106,929.702,883.395,868.721,865.364,869.331,409.227,385.667,363.45,352.905,332.555,306.528,273.405,270.644,257.537,240.74,226.167,222.513,206.745,193.914,184.374,188.1,171.964,178.327,152.981,157.243,152.355,88.285,85.735,87.601,79.37,76.156,74.579
total-current-liabilities,75.988,74.278,87.121,96.625,86.479,78.939,69.094,92.687,318.238,327.025,70.137,90.157,74.105,71.736,65.289,88.612,82.662,74.146,79.186,91.348,89.728,76.223,74.538,86.246,75.655,62.979,94.54,104.233,62.336,57.948,52.903,67.726,31.736,27.761,22.869,32.502,31.057,25.785,17.675,26.474,29.773,24.779,22.018,29.159,25.715,22.941,20.005,27.839,21.891,36.334,16.753,23.545,19.677,8.222,8.187,12.315,9.993,10.943,11.192
long-term-debt,256.269,257.245,258.677,240.0,240.0,240.0,240.0,240.0,,,197.796,197.796,197.796,197.796,197.796,197.796,197.796,197.796,197.796,197.796,197.796,197.796,197.796,232.796,267.796,302.796,288.75,297.5,306.25,315.0,323.75,332.5,,,,,,,,,6.3,7.875,9.45,11.025,12.6,14.175,15.75,17.325,18.9,20.475,22.05,23.625,27.2,,,,,,
other-non-current-liabilities,6.332,7.173,6.758,10.012,9.925,9.874,9.614,9.403,9.275,11.006,10.127,10.048,9.903,3.017,3.006,2.52,2.375,2.832,2.814,2.864,3.103,3.268,3.538,3.874,4.967,5.058,4.484,3.79,2.778,3.203,2.492,2.423,2.221,1.976,4.577,5.155,10.921,10.605,1.978,1.876,0.895,0.656,0.69,0.71,0.765,0.798,0.771,0.809,3.029,3.091,3.119,1.045,1.423,1.576,1.536,2.517,1.55,1.49,1.43
total-long-term-liabilities,286.881,287.491,285.145,268.497,268.661,272.502,275.499,276.244,55.599,56.18,236.153,235.988,245.912,240.51,243.85,237.283,247.539,251.279,254.485,256.55,252.007,252.61,253.736,289.917,328.232,366.829,353.775,362.595,377.992,389.867,400.395,410.368,11.048,10.243,12.444,12.765,16.345,13.646,5.533,5.877,10.671,11.454,13.28,14.992,16.667,18.377,19.967,21.512,21.929,23.566,25.169,26.791,28.623,1.576,1.536,2.517,1.55,1.49,1.43
total-liabilities,362.869,361.769,372.266,365.122,355.14,351.441,344.593,368.931,373.837,383.205,306.29,326.145,320.017,312.246,309.139,325.895,330.201,325.425,333.671,347.898,341.735,328.833,328.274,376.163,403.887,429.808,448.315,466.828,440.328,447.815,453.298,478.094,42.784,38.004,35.313,45.267,47.402,39.431,23.208,32.351,40.444,36.233,35.298,44.151,42.382,41.318,39.972,49.351,43.82,59.9,41.922,50.336,48.3,9.798,9.723,14.832,11.543,12.433,12.622
common-stock-net,1.018,1.01,1.007,0.989,0.975,0.97,0.965,0.965,0.965,0.964,0.959,0.959,0.959,0.957,0.954,0.952,0.951,0.95,0.948,0.943,0.94,0.94,0.939,0.936,0.932,0.93,0.928,0.923,0.921,0.915,0.912,0.906,0.9,0.897,0.298,0.883,0.292,0.289,0.287,0.285,0.28,0.278,0.275,0.272,0.268,0.267,0.266,0.264,0.259,0.254,0.252,0.25,0.248,0.23,0.228,0.219,0.217,0.216,0.214
retained-earnings-accumulated-deficit,492.113,470.977,441.877,422.235,389.189,370.615,373.982,366.164,340.441,334.069,327.552,326.11,315.107,301.6,293.034,288.474,279.749,272.887,267.469,263.947,266.341,259.391,253.353,250.0,238.907,227.399,216.979,210.003,190.017,179.51,166.53,159.487,148.356,133.941,121.518,111.702,99.347,88.301,79.189,71.61,62.285,53.905,47.267,41.562,34.504,28.361,23.36,20.187,16.151,12.01,8.203,5.231,3.612,3.03,1.533,0.266,-2.423,-6.021,-7.404
comprehensive-income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total-share-holder-equity,834.194,797.97,760.388,713.396,651.78,618.639,615.143,606.229,587.384,573.061,560.832,556.61,564.913,547.127,531.884,524.702,537.77,552.135,543.592,533.09,530.501,520.507,511.03,502.439,511.564,495.447,479.791,462.874,443.067,420.906,412.066,391.237,366.443,347.663,328.137,307.638,285.153,267.097,250.197,238.293,217.093,204.507,190.869,178.362,164.363,152.596,144.402,138.749,128.144,118.427,111.059,106.907,104.055,78.487,76.012,72.769,67.827,63.723,61.957
total-liabilities-share-holders-equity,1197.063,1159.739,1132.654,1078.518,1006.92,970.08,959.736,975.16,961.221,956.266,867.122,882.755,884.93,859.373,841.023,850.597,867.971,877.56,877.263,880.988,872.236,849.34,839.304,878.602,915.451,925.255,928.106,929.702,883.395,868.721,865.364,869.331,409.227,385.667,363.45,352.905,332.555,306.528,273.405,270.644,257.537,240.74,226.167,222.513,206.745,193.914,184.374,188.1,171.964,178.327,152.981,157.243,152.355,88.285,85.735,87.601,79.37,76.156,74.579
