,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-03-31,2015-03-31
revenue,156.0602,130.0496,95.7572,106.5887,166.7293,122.6665,123.9232,120.496,97.1343,81.3117,85.3361,,,
cost-goods-sold,131.1298,101.3631,83.4325,80.5431,96.2688,99.7056,84.6147,91.323,66.737,66.6722,59.6075,,,
gross-profit,,,,,,,,0.0,,,,,,
selling-general-administrative-expenses,7.9498,11.8176,10.264,12.1191,9.0403,10.8931,11.3012,-2.48,4.3809,5.7772,5.2116,,,
other-operating-income-expenses,,2.3144,-0.951,-3.6405,,,-0.2471,,,,,,,
operating-expenses,145.994,115.3208,99.065,104.5851,110.1522,115.5168,101.2215,100.15,75.8826,77.2554,69.6555,,,
operating-income,10.0662,14.7288,-3.3079,2.0036,56.5771,7.1498,22.7017,20.346,21.2517,4.0563,15.6806,,,
total-non-operating-income-expense,4.3552,0.1446,-0.5505,-4.9237,-3.3657,2.2397,0.2448,16.2559,-1.5614,-1.954,3.9325,,,
pre-tax-income,14.4213,14.8733,-3.8584,-2.9202,53.2114,9.3894,22.9465,36.641,19.6903,2.1023,19.613,,,
total-provision-income-taxes,3.6825,4.2094,-1.4082,-0.9789,14.5859,1.5238,7.2288,-4.663,7.8659,0.7368,7.8892,,,
income-after-taxes,,,,,,,,0.0,,,,,,
income-from-continuous-operations,,,,,,,,0.0,,,,,,
net-income,3.7042,3.5452,0.1397,-3.096,9.1064,2.6641,2.1605,27.152,5.6204,1.9947,4.3497,,,
ebitda,16.9806,19.1833,1.1097,10.2861,61.4201,12.0678,27.7602,27.4389,26.0165,8.8623,20.5169,,,
ebit,10.0662,14.7288,-3.3079,2.0036,56.5771,7.1498,22.7017,20.346,21.2517,4.0563,15.6806,,,
basic-shares-outstanding,34.644,34.54,34.497,32.894,32.917,32.674,32.421,25.526,25.068,25.068,25.068,,,
shares-outstanding,37.792,37.963,38.074,37.915,38.388,37.851,38.098,28.662,28.418,28.418,28.446,,,
eps-basic-net-earnings-per-share,0.11,0.1,0.0,-0.1,0.28,0.08,0.07,0.54,0.22,0.08,0.17,,,
eps-earnings-per-share-diluted,0.1,0.09,0.0,-0.08,0.24,0.07,0.06,0.48,0.2,0.07,0.15,0.0,0.0,0.0
