,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31
eps-earnings-per-share-diluted,-0.88,-1.15,-1.16,-1.18,-0.98,-0.79,-0.69,-1.0,-0.74,-0.31,-0.26,0.0,0.0,0.0
research-development-expenses,25.097,26.453,26.631,26.797,21.667,17.024,14.46,13.04,9.126,3.282,2.454,,0.0,
selling-general-administrative-expenses,,,,,,,,,,,,,,
operating-expenses,27.763,29.236,29.222,29.477,24.627,19.779,16.881,15.746,10.372,3.9,2.726,,,
operating-income,-27.763,-29.236,-29.222,-29.477,-24.627,-19.779,-16.881,-15.746,-10.372,-3.9,-2.726,,,
total-non-operating-income-expense,1.136,0.534,0.577,0.714,0.701,0.389,,,,,,,,
pre-tax-income,,,,,,,,,,,,,0.0,
income-after-taxes,,,,,,,,,,,,,0.0,
income-from-continuous-operations,,,,,,,,,,,,,0.0,
net-income,-26.627,-28.702,-28.645,-28.763,-23.926,-19.39,-16.881,-15.746,-10.372,-3.9,-2.726,,,
ebitda,-27.674,-29.146,-29.132,-29.358,-24.456,-19.735,-16.865,-15.736,-10.367,-3.897,-2.724,,,
ebit,-27.763,-29.236,-29.222,-29.477,-24.627,-19.779,-16.881,-15.746,-10.372,-3.9,-2.726,,,
basic-shares-outstanding,30.2683,24.8932,24.6824,24.462,24.4539,24.4025,24.351,14.169,14.037,12.741,10.465,,,
shares-outstanding,30.2683,24.8932,24.6824,24.462,24.4539,24.4025,24.351,14.169,14.037,12.741,10.465,,,
eps-basic-net-earnings-per-share,-0.88,-1.15,-1.16,-1.18,-0.98,-0.79,-0.69,-1.0,-0.74,-0.31,-0.26,,,
