,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
revenue,681.056,704.965,662.228,651.1,588.279,623.6301,591.634,601.273,523.659,556.6861,514.204,530.397,465.45,518.647,453.879,454.54,411.647,453.064,422.497,422.952,380.399,415.2121,397.758,384.341,357.662,414.608,383.581,376.537,339.731,371.93,349.073,332.738,314.774,341.8919,313.258,305.986,282.012,291.5721,278.659,275.134,246.992,251.959,227.865,222.98,217.931,235.1509,211.827,202.679,185.74,191.309,182.99,178.428,163.605,171.173,162.28,146.416,127.127,125.425,108.454
cost-goods-sold,276.001,287.114,270.318,267.369,245.186,261.158,247.339,251.481,218.054,232.91,214.49,221.326,196.266,217.158,193.999,188.031,173.028,193.634,171.066,159.73,143.086,153.955,145.97,135.582,129.68,154.76,144.132,143.825,131.083,145.4601,138.577,134.023,129.72,143.022,130.755,119.987,108.058,117.055,112.076,110.929,96.814,95.252,88.922,91.955,90.804,101.067,85.269,81.348,73.963,74.103,128.758,66.67,62.309,66.989,61.414,54.69,47.008,45.649,38.159
gross-profit,405.055,417.851,391.91,383.731,343.093,362.4721,344.295,349.792,305.605,323.7761,299.714,309.071,269.184,301.489,259.88,266.509,238.619,259.43,251.431,263.222,237.313,261.2571,251.788,248.759,227.982,259.848,239.449,232.712,208.648,226.4699,210.496,198.715,185.054,198.8699,182.503,185.999,173.954,174.5171,166.583,164.205,150.178,156.707,138.943,131.025,127.127,134.0839,126.558,121.331,111.777,117.206,54.232,111.758,101.296,104.184,100.866,91.726,80.119,79.776,70.295
research-development-expenses,48.033,51.139,47.61,43.111,38.791,39.657,37.434,40.643,37.415,36.701,35.13,38.19,34.446,34.38,28.109,28.97,27.192,28.523,27.024,29.294,30.024,31.796,29.53,29.537,27.363,56.154,31.189,30.326,27.22,27.911,28.398,27.218,26.206,26.977,23.319,21.972,19.739,19.95,18.279,19.059,17.914,16.966,13.882,14.915,17.293,17.589,15.003,14.919,13.013,14.164,13.059,12.028,10.855,11.06,9.143,8.588,8.425,8.113,7.24
selling-general-administrative-expenses,167.44,171.599,164.529,161.579,147.303,156.811,147.893,151.816,143.849,147.946,137.864,139.307,128.851,135.842,122.901,118.219,111.095,129.251,116.336,122.52,110.52,122.242,115.101,111.748,101.323,115.056,109.628,107.815,98.303,105.908,101.958,100.552,94.203,103.328,92.549,91.581,84.791,83.875,84.133,84.094,76.756,77.586,70.866,70.086,71.337,77.443,70.118,67.644,62.882,65.211,61.335,57.336,53.444,53.691,52.903,48.894,44.68,41.121,34.449
other-operating-income-expenses,,-41.199,,-6.123,,,,,,,,-18.576,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,-1.0,,-1.0,-1.0,-1.0,-2.5,,-1.0,,,-2.0,,,,,,,,-0.505,-0.255,,,
operating-expenses,509.954,583.8892,505.251,494.022,444.147,476.7461,455.261,455.257,411.101,429.3261,406.807,433.502,371.304,400.0089,349.567,346.563,313.622,353.517,316.629,313.806,285.724,316.7271,293.06,279.321,260.778,328.4421,287.482,284.467,259.242,282.199,272.525,265.484,253.9,275.197,249.296,236.113,215.618,222.954,217.48,217.212,194.329,194.06,175.347,179.65,181.367,198.166,174.439,165.846,153.976,155.262,204.882,137.736,128.289,133.407,125.535,114.14,102.614,101.668,81.427
operating-income,171.102,121.0759,156.9771,157.078,144.132,146.884,136.373,146.016,112.558,127.36,107.397,96.895,94.146,118.6381,104.312,107.977,98.025,99.5471,105.868,109.146,94.675,98.485,104.698,105.02,96.884,86.1659,96.099,92.07,80.489,89.731,76.548,67.254,60.874,66.695,63.962,69.873,66.394,68.6181,61.179,57.922,52.663,57.899,52.518,43.33,36.564,36.985,37.388,36.833,31.764,36.047,-21.892,40.692,35.316,37.766,36.745,32.276,24.513,23.757,27.027
total-non-operating-income-expense,-20.515,-25.312,-19.048,-10.805,-5.251,-5.965,-6.23,-4.251,-4.073,-5.739,0.593,-0.688,-1.221,-1.207,4.684,5.718,1.419,4.57,8.49,6.365,7.255,8.15,8.214,4.441,5.186,1.66,11.893,6.33,10.412,8.779,7.459,15.677,5.623,10.514,7.061,9.048,10.16,3.31,6.479,5.175,5.243,4.483,1.076,3.651,2.163,4.648,6.175,2.014,2.048,4.395,0.939,1.553,0.923,1.096,1.373,0.271,-0.646,-0.626,-0.331
pre-tax-income,150.587,95.764,137.929,146.273,138.881,140.919,130.143,141.765,108.485,121.621,107.99,96.207,92.925,117.431,108.996,113.695,99.444,104.117,114.358,115.511,101.93,106.635,112.912,109.461,102.07,87.826,107.992,98.4,90.901,98.51,84.007,82.931,66.497,77.209,71.023,78.921,76.554,71.928,67.658,63.097,57.906,62.382,53.594,46.981,38.727,41.633,43.563,38.847,33.812,40.442,-20.953,42.245,36.239,38.862,38.118,32.547,23.867,23.131,26.696
