,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31
eps-earnings-per-share-diluted,-1.04,-1.24,-0.84,-0.75,-0.52,-0.52,-0.6,0.48,-1.78,-0.79,-0.74,0.0,-0.71,0.0
research-development-expenses,26.572,35.308,22.761,18.762,10.705,8.584,12.286,6.653,5.971,5.397,4.873,,5.419,
selling-general-administrative-expenses,,,,,,,,,,,,,,
operating-expenses,37.107,44.149,30.52,27.151,19.244,15.021,17.001,10.983,8.286,6.754,6.389,,6.401,
operating-income,-37.107,-44.149,-30.52,-27.151,-19.244,-15.021,-17.001,-10.983,-8.286,-6.754,-6.389,,-6.401,
total-non-operating-income-expense,1.104,1.353,1.546,1.644,1.558,0.609,0.542,0.452,-1.73,-0.048,0.029,,0.01,
pre-tax-income,,,,,,,,,,,,,,
income-after-taxes,,,,,,,,,,,,,,
income-from-continuous-operations,,,,,,,,,,,,,,
net-income,-36.003,-42.796,-28.974,-25.507,-17.686,-14.412,-16.459,-11.825,-11.429,-6.802,-7.526,,-7.191,
ebitda,-36.916,-43.942,-30.275,-26.937,-19.138,-14.96,-16.94,-10.923,-8.231,-6.7,-6.335,,-6.401,
ebit,-37.107,-44.149,-30.52,-27.151,-19.244,-15.021,-17.001,-10.983,-8.286,-6.754,-6.389,,-6.401,
basic-shares-outstanding,34.542,34.453,34.417,31.004,34.257,27.961,27.284,13.268,6.404,10.196,10.196,,10.196,
shares-outstanding,34.542,34.453,34.417,31.004,34.257,27.961,27.284,13.268,6.404,10.196,10.196,,10.196,
eps-basic-net-earnings-per-share,-1.04,-1.24,-0.84,-0.75,-0.52,-0.52,-0.6,0.48,-1.78,-0.79,-0.74,,-0.71,
